id	x	y	cluster	weight<Links>	weight<Total link strength>
F41A	-1.2137	0.0109	7	505	77399
F41B	-0.7889	0.0975	7	452	30579
F41C	-0.9204	-0.1203	7	375	33146
F41D	-1.3027	-0.0022	7	97	6957
F41F	-0.934	0.0448	7	356	30055
F41G	-0.674	0.1441	7	401	75191
F41H	-0.4931	0.0163	7	554	90668
F41J	-0.9218	0.2015	7	392	21636
F41L	0.1538	0.191	2	1	1
F41M	-0.3288	0.1314	7	4	9
F41Q	-0.7057	0.5795	7	2	2
F41R	-0.8585	0.1397	7	4	5
F41Z	-1.2721	0.0824	7	2	2
F42A	-1.3963	0.1	7	2	2
F42B	-0.8507	0.0181	7	625	147764
F42C	-1.0222	0.1319	7	412	41214
F42D	-0.5136	-0.0851	7	435	45931
F42F	-0.7692	0.114	7	12	14
F42G	-0.9044	0.1848	7	9	12
F42H	-0.6703	0.0443	7	1	1
F42J	0.5073	-0.2957	3	7	7
F42L	-1.0456	0.1927	7	5	5
F42O	-0.8782	0.397	2	3	3
F42R	-0.6581	-0.1359	1	2	2
F42S	-1.3067	0.0304	7	2	2
F43B	-0.9377	0.0144	7	4	4
F44B	0.1182	-0.4622	4	2	2
F45B	-0.9099	-0.2937	1	2	2
F46D	-0.9269	-0.3376	1	3	3
F46I	-1.0841	-0.251	1	2	2
F47A	-0.5525	-0.4841	1	8	15
F47B	-0.544	-0.0659	7	5	5
F47C	-0.9158	-0.585	1	3	3
F47D	-0.4396	-0.0893	1	3	3
F47F	-0.0091	-0.3977	3	4	4
F47G	0.0825	-0.2678	4	5	5
F47H	-0.6578	-0.5921	1	5	6
F47J	-0.0674	-0.6399	4	2	5
F47K	-0.3205	-0.5108	1	4	4
F47L	0.0615	-0.7368	4	2	2
F52B	-1.1068	0.0407	7	1	1
F53G	0.5131	-0.1519	3	6	6
F59A	-0.6093	-0.4484	1	5	6
F59B	-0.9796	-0.295	1	1	1
F59E	-0.5435	-0.3115	1	2	2
F60B	-0.4568	-0.2405	4	4	4
F60C	-1.0012	-0.3519	1	3	3
F60J	-0.6405	-0.3844	1	4	4
F60K	-0.3372	0.8415	2	1	1
F60L	-1.1343	-0.2896	1	4	4
F60R	-1.0781	-0.3513	1	3	3
F60T	-0.6761	-0.0299	1	3	3
F61B	-0.003	-0.0699	4	4	8
F61C	0.0381	-0.0299	4	7	13
F61D	-0.8453	-0.1507	1	8	10
F61F	-0.793	-0.1427	1	9	12
F61G	-0.4423	-0.1042	4	7	7
F61H	-0.5699	-0.3188	1	13	19
F61J	-0.8187	-0.3786	1	8	12
F61K	-0.0145	-0.1456	1	43	81
F61L	-0.2821	-0.2594	1	17	24
F61M	0.1111	-0.3914	4	2	2
F61N	-0.0461	-0.0694	4	5	6
F62B	-0.3734	0.2091	2	8	8
F62C	-0.519	-0.33	1	5	13
F62D	-1.0342	-0.3094	1	7	10
F62G	-0.2434	-0.5367	1	2	2
F62J	-0.9587	-0.4222	1	1	1
F62K	-1.0327	-0.1721	1	4	5
F62M	-1.2457	-0.1813	1	2	2
F63B	-0.3808	-0.316	4	4	4
F63F	-0.4348	0.6342	2	1	1
F63H	-1.2076	-0.2855	1	3	3
F64B	-0.9554	-0.2274	1	6	6
F64D	-0.9678	-0.0321	1	1	2
F65B	-0.4287	-0.4486	1	5	5
F65D	-0.1637	-0.3514	4	10	13
F65H	0.2723	-0.3066	3	3	4
F66C	-0.4608	-0.5938	1	1	1
F67C	-0.6975	-0.2362	1	2	2
F67D	-0.38	-0.2891	1	5	5
F72E	-1.1783	0.2725	7	1	1
F73T	-0.1079	-0.4656	1	6	6
F78D	-0.2298	-0.3528	1	2	2
F82A	0.4161	-0.4901	3	1	1
F82G	0.466	-0.5567	3	2	2
F84D	-0.3391	-0.484	1	2	2
F86D	-1.0993	-0.5149	1	1	2
F87D	-0.435	-0.5905	1	2	2
F88F	-0.0582	-0.7618	1	1	1
F91C	-1.4989	0.0207	7	1	1
F91J	-1.178	0.2728	7	1	2
F91N	-1.2759	-0.1614	1	3	3
F92B	-1.211	-0.0611	7	6	7
F92C	-0.6307	-0.2401	1	7	7
F99Z	-0.6187	0.033	1	18	19
G00B	-0.1035	0.6376	2	7	7
G00C	-0.358	1.2743	2	1	1
G00F	-0.4059	0.7209	2	18	34
G00G	-0.2735	0.9112	2	6	9
G00K	-0.3085	0.7453	2	7	9
G00N	0.4195	0.4583	5	2	2
G00T	-0.3605	0.9631	2	5	7
G01A	0.2604	0.5567	5	2	3
G01B	-0.1417	0.1802	2	733	1261692
G01C	-0.4629	0.3443	2	647	994710
G01D	-0.2679	0.3114	2	707	951804
G01E	-0.354	0.3342	2	9	20
G01F	-0.2293	0.1159	2	687	511782
G01G	-0.2127	0.1085	2	634	189186
G01H	-0.3187	0.3529	2	540	179620
G01I	-0.1908	0.4138	2	25	42
G01J	0.0792	0.4864	2	677	519474
G01K	-0.1427	0.2151	2	650	381181
G01L	-0.3984	0.2248	2	668	534280
G01M	-0.4081	0.1589	1	666	756839
G01N	0.4722	0.3403	5	945	5327490
G01O	-0.13	0.4559	2	11	11
G01P	-0.4028	0.3433	2	645	422663
G01Q	0.1248	0.5647	2	343	78260
G01R	-0.23	0.55	2	774	1534779
G01S	-0.4086	0.4829	2	701	1172709
G01T	0.1797	0.5986	2	531	203934
G01U	-0.1949	0.629	2	15	36
G01V	-0.2424	0.5492	2	637	405465
G01W	-0.3957	0.3055	2	428	83526
G01X	-0.2861	0.4448	2	67	385
G01Y	0.2119	0.4749	2	16	18
G01Z	-0.2171	0.1681	2	3	3
G02B	-0.0848	0.4688	2	823	3269359
G02C	0.5454	0.2136	6	541	270300
G02D	-0.233	0.4239	2	47	77
G02E	-0.1199	0.846	2	10	16
G02F	-0.0755	0.6404	2	670	1748929
G02G	0.0542	0.547	2	44	101
G02H	-0.022	0.7945	2	7	7
G02I	-0.1036	0.6797	2	3	4
G02J	-0.0966	0.6849	2	10	15
G02K	-0.0511	0.5787	2	18	25
G02L	-0.108	0.2527	2	16	24
G02M	-0.4115	0.2138	1	17	20
G02N	0.5261	0.4466	5	41	106
G02P	-0.2592	0.5912	2	8	13
G02R	-0.2014	0.5835	2	18	32
G02S	-0.1608	0.6334	2	20	25
G02T	-0.0643	0.616	2	10	12
G02V	0.7236	0.3169	6	1	1
G03A	0.3761	0.5573	2	2	4
G03B	-0.138	0.4611	2	710	1240273
G03C	0.4	0.4716	2	599	346295
G03D	0.1933	0.326	2	444	58474
G03E	0.5978	0.4661	2	28	50
G03F	0.2077	0.4574	2	656	1131528
G03G	0.1378	0.4823	2	658	811964
G03H	-0.0584	0.5542	2	402	100607
G03J	0.2733	0.5259	2	6	6
G03K	-0.0144	0.7459	2	27	68
G03L	0.221	0.6068	2	41	153
G03M	-0.3305	0.7407	2	9	12
G03N	-0.1052	0.7476	2	8	9
G03O	0.2002	0.5483	2	8	10
G03P	0.3095	0.5297	2	10	28
G03Q	0.3676	0.5355	2	4	5
G03R	0.0448	0.7225	2	8	10
G03S	0.1317	0.5421	2	8	13
G03V	-0.3003	0.7485	2	2	2
G03X	-0.0562	0.5667	2	70	1482
G04B	-0.5124	0.4141	2	551	128261
G04C	-0.5283	0.5371	2	463	128469
G04D	-0.3816	0.282	2	313	15959
G04E	-0.3812	0.4296	4	3	3
G04F	-0.3749	0.5419	2	479	66289
G04G	-0.5442	0.5678	2	463	190447
G04H	-0.4453	0.3175	2	15	16
G04J	-0.3976	0.5484	2	6	6
G04K	-0.473	0.9457	2	9	11
G04L	-0.4436	0.8976	2	27	44
G04M	-0.5762	1.17	2	2	4
G04N	-0.2008	0.7638	2	24	48
G04P	-0.7013	0.6565	2	2	2
G04Q	-0.651	1.2602	2	1	1
G04R	-0.6007	0.7393	2	191	25756
G04S	-0.5945	0.8231	2	5	7
G04V	-0.3006	0.7486	2	2	4
G05B	-0.3422	0.1021	2	741	1116519
G05C	-0.5324	-0.0212	1	42	77
G05D	-0.4943	-0.0199	1	761	1175210
G05E	-0.5659	0.4468	2	16	18
G05F	-0.5663	0.7095	2	550	253360
G05G	-0.6233	-0.0806	1	601	213398
G05H	-0.6239	-0.2086	1	5	5
G05I	-0.6122	0.6484	2	7	10
G05K	-0.3988	0.6143	2	24	43
G05L	-0.863	0.7335	2	1	1
G05N	0.3564	0.4573	5	5	6
G05O	-0.6718	-0.0064	1	1	1
G05P	-0.5389	0.2083	1	16	22
G05Q	-0.3372	-0.5358	6	3	3
G05R	-0.5312	0.6055	2	13	20
G05S	-0.5467	0.6144	2	11	19
G05T	-0.5979	0.8462	2	2	2
G06A	-0.0481	0.7453	2	14	21
G06B	-0.3036	0.6133	2	135	438
G06C	-0.368	0.6805	2	395	19289
G06D	-0.5283	0.2924	2	181	2254
G06E	-0.2616	0.7614	2	213	18149
G06F	-0.3527	0.6914	2	933	7553624
G06G	-0.3522	0.5784	2	551	120670
G06H	-0.2565	0.6774	2	39	137
G06I	-0.2425	0.7427	2	16	33
G06J	-0.3286	0.7861	2	177	11642
G06K	-0.1665	0.5341	2	751	2374679
G06L	-0.2197	0.819	2	24	45
G06M	-0.2022	0.3448	2	533	70252
G06N	-0.2591	0.5672	2	601	1537474
G06O	-0.4553	0.9136	2	1	3
G06P	-0.4561	0.8508	2	27	66
G06Q	-0.3277	0.5488	2	687	2768303
G06R	-0.3701	0.824	2	52	189
G06S	-0.36	0.7924	2	7	14
G06T	-0.2439	0.7229	2	700	2494090
G06U	-0.1522	0.8706	2	4	6
G06V	-0.266	0.6307	2	580	983535
G06W	-0.3332	0.6177	2	5	8
G06X	-0.1285	0.8089	2	5	6
G06Y	-0.3787	0.944	2	2	2
G06Z	-0.4461	0.9956	2	6	8
G07A	-0.2024	0.7343	2	1	1
G07B	-0.3301	0.5473	2	406	156474
G07C	-0.382	0.3438	2	618	597540
G07D	-0.0998	0.418	2	465	211801
G07E	-0.2638	0.3771	2	6	7
G07F	-0.1741	0.3783	2	635	595859
G07G	-0.2349	0.5334	2	364	129575
G07H	1.3226	0.2703	5	19	52
G07J	0.3011	0.3031	2	4	6
G07K	1.0524	0.3768	5	30	130
G07L	-0.1741	0.3963	2	14	15
G07M	-0.5462	0.183	1	2	6
G07N	0.8625	0.3432	5	17	34
G07P	-0.294	1.235	2	1	1
G07R	-0.1493	0.2464	2	14	19
G07T	-0.2754	0.6732	2	4	5
G07V	-0.2984	0.5107	2	2	2
G08B	-0.4846	0.3221	2	701	1140622
G08C	-0.3624	0.5597	2	620	529198
G08D	-0.4107	0.4051	2	35	49
G08E	-0.6763	0.3475	2	4	4
G08F	0.1778	0.4907	2	120	372
G08G	-0.525	0.4247	2	511	859972
G08H	0.6652	0.1964	3	5	5
G08I	-0.4486	1.0206	2	3	3
G08J	0.3339	0.3423	2	23	28
G08K	0.007	0.5519	2	52	131
G08L	0.3013	0.2903	3	40	86
G08M	-0.5193	-0.0496	1	4	4
G08N	0.3912	0.4699	2	4	4
G08O	-0.4564	0.9133	2	1	1
G08P	-0.2145	0.4664	2	2	3
G08Q	-0.4406	0.8794	2	4	4
G08R	-0.4569	0.4867	2	5	5
G08S	-0.3319	0.455	2	3	4
G08T	-0.0867	0.6956	2	4	5
G08U	-0.4366	0.9874	2	2	2
G09A	-0.3054	0.7088	2	7	7
G09B	-0.3776	0.3769	2	667	551328
G09C	-0.3819	0.8546	2	319	164160
G09D	-0.4929	0.365	2	263	7957
G09E	-0.3169	0.4858	2	19	23
G09F	-0.2406	0.2075	2	735	1392492
G09G	-0.2955	0.812	2	595	1103658
G09H	-0.1578	0.7165	2	9	15
G09I	0.3319	-0.2969	4	3	3
G09J	0.0441	0.2468	3	18	23
G09K	0.1632	0.5618	2	47	104
G09L	-0.4563	0.913	2	1	1
G09M	-0.4552	0.914	2	1	1
G09N	0.996	0.4147	5	5	6
G09P	-0.4337	0.5847	2	3	3
G09Q	-0.3587	1.0022	2	4	6
G09R	-0.1644	0.7582	2	12	12
G09S	-0.3929	0.7806	2	9	14
G09T	-0.2652	0.8111	2	15	25
G09X	-0.0923	0.6659	2	96	1916
G10A	-0.6037	0.7265	2	7	9
G10B	-0.6197	0.6772	2	171	9075
G10C	-0.5579	0.5671	2	283	14432
G10D	-0.4956	0.4143	2	416	26085
G10F	-0.5434	0.5998	2	280	11191
G10G	-0.5171	0.4768	2	315	34334
G10H	-0.5167	0.7203	2	394	107273
G10I	-0.5044	1.0481	2	4	4
G10J	-0.2472	0.9687	2	70	186
G10K	-0.4326	0.3054	2	663	367419
G10L	-0.3649	0.8464	2	506	571825
G10M	-0.1622	0.5529	2	13	20
G10N	0.4074	0.5159	5	32	58
G10O	0.032	0.6072	2	3	3
G10P	-0.5964	0.5296	2	4	5
G10R	-0.3515	0.6887	2	18	40
G10S	-0.5083	0.6453	2	6	9
G10T	0.5372	0.3647	3	5	5
G10V	-0.0879	0.5208	2	5	6
G11A	-0.3367	0.8419	2	1	2
G11B	-0.2662	0.6264	2	778	1266973
G11C	-0.2977	1.005	2	596	714572
G11D	-0.3277	0.9083	2	46	283
G11E	-0.3141	0.9455	2	5	5
G11F	-0.3316	0.7064	2	3	3
G11G	-0.3676	1.0079	2	8	30
G11K	-0.4197	0.6798	2	9	17
G11L	-0.2394	1.0587	2	7	19
G11M	-0.3967	0.8776	2	2	2
G11N	0.1042	0.4119	5	4	6
G11O	-0.2063	0.9567	2	4	7
G11R	-0.3563	0.7527	2	17	34
G11S	-0.235	0.7371	2	2	2
G11T	-0.3315	0.9653	2	3	5
G11V	-0.3396	1.0575	2	5	6
G12A	0.4532	0.5187	5	2	2
G12B	-0.3629	0.2883	2	545	121998
G12C	-0.1012	0.1471	3	15	29
G12D	1.5189	0.311	5	1	1
G12F	0.3392	0.2474	3	10	10
G12G	-0.1805	0.8088	2	11	18
G12H	0.5795	-0.1896	5	9	9
G12K	0.1605	0.5949	2	11	18
G12M	0.896	0.3086	5	11	13
G12N	1.3145	0.2938	5	26	89
G12P	1.4054	0.2847	5	19	49
G12Q	1.0726	0.3738	5	24	80
G13L	0.2067	0.6775	2	1	1
G13S	-0.547	0.6538	2	1	1
G14C	0.8188	0.0167	3	3	3
G15B	-0.199	0.2907	2	4	4
G15S	-0.5865	0.5657	2	2	2
G16B	0.7101	0.5056	5	277	162073
G16C	0.1682	0.6028	2	400	51092
G16D	-1.0998	-0.5147	1	1	1
G16F	-0.3978	0.9914	2	7	12
G16G	-0.4724	0.5014	6	4	4
G16H	-0.0407	0.5022	2	445	514661
G16K	-0.3734	0.2477	2	6	6
G16L	-0.5066	-0.5074	1	2	4
G16M	-0.8969	-0.3574	1	1	1
G16T	-0.5236	0.3977	2	5	5
G16Y	-0.434	0.6547	2	403	69188
G16Z	-0.0893	0.5474	2	375	46871
G17L	-0.4191	1.1001	2	3	3
G18B	-0.0958	0.7968	2	4	4
G19F	0.6296	0.4862	5	1	1
G20B	-0.1438	0.6533	2	25	59
G20C	0.7236	0.3172	6	1	1
G20F	-0.1108	0.7626	2	6	9
G20K	0.1441	0.6821	2	3	3
G20L	-0.5041	1.1535	2	2	2
G21B	-0.0152	0.3379	2	320	18349
G21C	-0.0129	0.0746	3	589	196547
G21D	-0.1186	0.0328	3	404	65592
G21E	0.0962	0.2078	3	17	26
G21F	0.2801	0.1775	3	581	147420
G21G	0.3039	0.3577	3	365	33182
G21H	0.2288	0.2664	3	415	18066
G21J	-0.1832	0.3712	2	99	691
G21K	0.2277	0.5265	2	512	174617
G21L	0.6295	0.4859	5	1	1
G21N	0.3173	0.6407	2	20	35
G21P	0.6515	-0.4776	3	3	3
G21R	0.0496	0.5586	2	13	28
G21T	0.5541	0.4193	5	2	3
G21V	0.8812	0.1981	3	7	17
G21X	0.3538	0.3278	3	12	24
G21Y	-0.1255	0.6471	2	4	4
G22B	-0.0361	0.1335	3	11	11
G22C	0.1518	0.1378	3	8	11
G22D	-0.243	0.1836	2	3	3
G22F	0.0305	0.6719	2	5	7
G22G	0.491	0.3584	3	11	20
G23B	0.0957	0.1465	3	5	5
G23C	0.1072	0.252	3	21	41
G23D	-0.4809	-0.372	1	8	9
G23F	0.1426	0.2931	2	14	16
G23G	0.3625	-0.0301	3	9	9
G23K	-0.1275	0.2717	2	3	4
G23P	-0.3031	-0.4564	6	6	6
G23Q	-0.0433	-0.2364	6	4	4
G24B	0.2261	-0.5414	6	1	1
G24C	-0.6922	0.6381	2	2	2
G24D	0.308	-0.5413	6	2	2
G25B	0.2974	0.2575	5	22	31
G25C	0.7233	-0.1047	3	7	7
G25F	0.0013	0.5922	2	12	13
G25G	-0.3568	-0.1946	6	5	5
G25J	-0.1159	-0.1307	6	14	19
G26B	0.4687	-0.2745	5	8	12
G26K	-0.3241	0.9892	2	2	3
G27B	-0.125	0.4397	2	4	4
G27C	-0.4763	1.2234	2	4	4
G27L	-0.0373	-0.9479	6	3	3
G28B	0.3613	0.1114	3	4	4
G29C	0.1435	-0.4542	3	3	3
G29D	-0.6643	0.5008	2	1	1
G29F	-0.6549	0.2226	2	3	3
G29G	-0.297	0.9615	2	1	2
G30B	0.1569	0.5491	2	19	43
G30C	0.5343	0.6529	2	1	1
G30G	0.5569	0.4793	2	5	6
G31B	0.1564	-0.0696	3	3	3
G32B	0.1893	0.2008	3	26	50
G32G	0.334	-0.1275	3	2	4
G33B	-0.0371	0.6126	2	5	5
G33G	0.2067	0.6773	2	1	1
G35F	-0.7305	0.9152	2	1	1
G36F	-0.3854	0.746	2	4	4
G41B	-0.1559	0.6048	2	20	26
G41D	-0.3842	0.4588	2	2	2
G41F	0.1091	0.5618	2	7	9
G41G	-0.3693	-0.3056	7	2	2
G41H	-0.538	1.1141	2	3	3
G41J	-0.1843	0.6016	2	10	14
G41M	0.2188	-0.2893	3	3	3
G41T	0.4754	0.6092	5	2	2
G42B	-1.1071	0.0409	7	1	1
G42C	-0.5455	0.4776	2	1	1
G42D	-0.6307	0.2326	2	4	4
G42F	-0.0835	0.5054	2	2	2
G42L	0.3244	0.5309	5	4	7
G42M	-0.4307	0.6295	2	3	4
G42N	-1.2915	0.1801	7	1	1
G42R	-0.4799	0.3214	2	5	6
G42T	-0.4129	1.1355	2	2	2
G43A	0.003	0.4803	2	5	6
G43B	-0.021	0.3082	2	3	3
G43C	0.5343	0.6528	2	1	1
G43L	-0.1885	0.4084	2	4	4
G43M	-0.4553	0.9129	2	1	1
G44B	-0.3278	-0.2212	6	5	5
G44C	-0.1228	0.6561	2	6	6
G45C	-0.344	-0.5884	4	3	3
G45D	0.2589	-0.7777	4	1	3
G46F	-0.3524	0.868	2	6	10
G46T	-0.4559	0.9134	2	1	1
G47B	-0.6865	0.562	2	1	1
G47C	-0.679	-0.7857	4	1	1
G47F	-0.7381	0.5194	2	3	3
G47K	0.206	-1.2053	4	1	2
G47L	0.0654	-0.9803	4	1	1
G48B	-0.6557	0.4471	2	1	1
G50B	0.0882	0.3621	5	9	9
G50G	-0.9578	-0.2193	1	3	3
G51C	-0.3581	1.2739	2	1	1
G57E	0.207	0.6774	2	1	1
G60B	-1.0489	-0.3504	1	2	2
G60C	-0.2958	0.0716	3	3	5
G60E	-0.3676	0.7071	2	6	8
G60F	-0.4322	0.7302	2	38	109
G60G	-0.6634	0.5045	2	8	9
G60H	-0.6033	-0.5446	1	2	3
G60J	-1.0717	-0.5745	1	2	3
G60K	-0.4863	0.5366	2	21	31
G60L	-0.7931	-0.0419	1	11	14
G60N	-0.7134	-0.5607	1	1	2
G60P	-0.5811	-0.3814	4	4	4
G60Q	-0.7994	0.2609	1	14	20
G60R	-0.7766	0.1754	1	11	25
G60S	-1.1036	-0.4015	1	2	2
G60T	-0.8062	0.2111	1	11	20
G61B	-0.3579	0.5989	2	9	10
G61C	-0.6647	0.5257	2	2	2
G61D	-0.9332	-0.4118	1	2	2
G61F	0.319	0.2737	4	3	3
G61G	-0.5378	-0.0524	4	3	3
G61J	0.1941	0.5759	2	6	8
G61K	1.2406	0.2404	5	10	20
G61N	0.402	0.4134	4	1	1
G61R	-0.337	0.9234	2	2	2
G61T	0.055	0.744	2	3	3
G61V	-0.0702	0.6222	2	3	3
G62B	-0.0694	-0.5879	6	2	2
G62D	-1.0286	-0.3176	1	1	4
G62H	-1.0526	-0.3688	1	2	2
G63B	-0.4257	0.3425	2	9	11
G63C	0.411	0.5684	2	2	2
G63F	-0.3372	1.003	2	1	1
G63H	-0.5413	0.6502	2	6	6
G64B	0.3653	-0.2468	5	2	2
G64C	-1.0432	-0.0921	1	2	2
G64D	-1.0508	-0.0917	1	2	2
G64G	-0.8342	0.2448	7	7	10
G65B	-0.0885	-0.0614	4	10	13
G65D	-0.1416	-0.124	4	18	30
G65F	-0.1812	0.1119	4	2	2
G65G	-0.114	0.0956	2	18	28
G65H	-0.0385	0.1343	2	20	32
G65N	0.5352	0.2548	5	3	5
G66B	-0.8136	-0.4508	1	2	3
G66F	-0.503	0.6562	2	10	16
G66G	-0.4549	0.9131	2	1	1
G66T	-0.3757	0.9383	2	2	2
G67D	0.1353	-0.4214	4	4	4
G69F	-0.3758	0.9107	2	3	3
G70D	-0.1162	0.5879	2	1	1
G70L	-0.3958	0.9588	2	2	2
G71B	-0.3371	0.842	2	1	1
G72B	-0.092	0.6559	2	1	1
G74D	-0.7382	0.5195	2	3	3
G80G	-0.5918	0.909	2	4	4
G81C	-0.4347	0.7721	2	3	3
G81D	0.1575	0.5886	2	2	2
G81R	-1.4558	0.0861	1	1	1
G90F	-0.1535	-0.1545	4	4	10
G90G	-0.2087	0.8797	2	4	4
G91F	0.5306	0.1804	3	2	2
G91J	0.135	0.587	2	4	4
G91N	0.3843	0.5876	5	2	2
G92B	-0.1302	0.649	2	2	2
G93F	0.1133	0.7602	2	2	2
G94B	-0.6551	0.7854	2	3	3
G95B	-0.554	1.2098	2	1	1
G95T	-0.0924	0.6558	2	1	1
G96F	-0.4322	0.955	2	5	10
G96T	-0.3375	1.0031	2	1	1
G99G	-0.2912	0.7495	2	1	1
G99Z	-0.2892	0.5433	2	103	267
H00B	-0.5126	0.8261	2	4	4
H00D	0.0246	0.5094	2	2	2
H00H	-0.0207	0.6477	2	5	5
H00K	-0.7338	0.5639	2	5	5
H00L	-0.302	0.7432	2	7	7
H00M	-0.4183	0.4823	2	4	4
H00N	-0.3955	0.959	2	2	2
H00R	-0.448	0.8033	2	1	1
H01A	-0.5388	0.5553	2	17	33
H01B	0.1668	0.135	3	710	1229014
H01C	-0.1152	0.3731	2	543	195601
H01D	-0.1286	0.3256	2	82	198
H01E	-0.1108	0.3634	2	27	45
H01F	-0.2226	0.1787	2	698	888995
H01G	0.0387	0.2216	3	595	421277
H01H	-0.4405	0.3161	2	721	723944
H01I	0.0133	0.5929	2	56	182
H01J	0.0444	0.5388	2	748	894748
H01K	-0.1931	0.3578	2	460	51650
H01L	0.0173	0.4616	2	960	5221720
H01M	0.0087	0.1856	3	711	1469930
H01N	0.1042	0.5113	2	137	457
H01O	-0.1777	0.5439	2	6	9
H01P	-0.38	0.777	2	489	190088
H01Q	-0.5029	0.4798	2	610	492866
H01R	-0.4621	0.3964	2	704	950227
H01S	-0.2003	0.8508	2	594	417647
H01T	-0.3416	0.3846	2	513	108998
H01U	-0.365	0.6678	2	6	8
H01V	-0.1623	0.4662	2	229	6077
H01W	-0.1839	0.5289	2	5	5
H01X	-0.0879	0.594	2	3	4
H01Z	-0.2325	0.6037	2	7	10
H02A	-0.622	0.5424	2	1	1
H02B	-0.461	0.2393	2	552	285737
H02C	-0.5645	0.384	2	80	368
H02D	-0.6867	0.3446	2	58	172
H02E	-0.3318	0.629	2	6	8
H02F	-0.519	0.3019	2	61	205
H02G	-0.468	0.0755	2	651	646823
H02H	-0.5289	0.42	2	582	456215
H02I	-0.5038	0.4101	2	6	6
H02J	-0.4482	0.2861	2	677	1509617
H02K	-0.6058	0.0832	1	727	854913
H02L	-0.2038	0.5426	2	69	220
H02M	-0.667	0.5637	2	623	678593
H02N	-0.2235	0.3237	2	606	222181
H02O	-0.7732	0.0179	1	4	4
H02P	-0.6852	0.1038	1	662	547192
H02Q	-0.6429	0.528	2	13	21
H02R	-0.5782	0.2856	2	24	76
H02S	-0.3618	0.0194	1	553	330738
H02T	-0.6663	0.3929	2	15	21
H02U	-1.0103	-0.1673	1	3	3
H02V	-0.3919	0.2894	2	12	21
H02W	-0.1366	0.5104	2	4	4
H02X	-0.3448	0.8301	2	2	2
H03A	-0.5443	1.1592	2	4	5
H03B	-0.4202	0.8522	2	475	148598
H03C	-0.4531	0.9534	2	325	56385
H03D	-0.4671	0.9318	2	363	126595
H03E	-0.4963	1.1528	2	4	7
H03F	-0.4111	1.0396	2	541	267339
H03G	-0.3198	0.846	2	420	180943
H03H	-0.4211	0.9446	2	546	385855
H03I	-0.5342	1.0788	2	5	5
H03J	-0.553	0.7908	2	423	131582
H03K	-0.3734	0.7528	2	663	839857
H03L	-0.4629	0.8719	2	401	205789
H03M	-0.4696	1.0493	2	533	604799
H03N	-0.4407	1.0132	2	23	53
H03O	-0.5594	1.2359	2	2	4
H03P	-0.5368	1.011	2	14	23
H03Q	-0.4988	0.9673	2	9	16
H03R	-0.5366	0.9608	2	27	68
H03S	-0.2303	0.8068	2	12	20
H03T	-0.2592	0.9002	2	4	4
H03X	-0.558	1.04	2	4	4
H04A	-0.6076	0.8644	2	15	25
H04B	-0.4356	0.8043	2	759	2896827
H04C	-0.5256	1.0392	2	41	159
H04D	-0.538	0.9221	2	53	197
H04E	-0.547	1.2279	2	2	2
H04F	-0.4258	0.8003	2	37	66
H04G	-0.5214	1.0261	2	48	222
H04H	-0.4404	0.9457	2	413	297737
H04I	-0.5125	1.0962	2	15	47
H04J	-0.4383	0.9852	2	485	855367
H04K	-0.5637	0.8414	2	320	96850
H04L	-0.4461	0.9535	2	752	4355064
H04M	-0.438	0.8907	2	695	1753336
H04N	-0.2742	0.759	2	818	4470145
H04O	-0.6099	0.9726	2	16	39
H04P	-0.4147	0.668	2	41	100
H04Q	-0.4794	0.8666	2	668	1279438
H04R	-0.3412	0.6009	2	652	543803
H04S	-0.3678	0.7725	2	256	99131
H04T	-0.5323	1.0912	2	14	72
H04U	-0.2968	0.873	2	5	8
H04V	-0.412	0.6936	2	9	13
H04W	-0.526	1.0064	2	616	2778911
H05A	-0.0936	0.4501	2	5	5
H05B	-0.038	0.1718	2	757	1580650
H05C	-0.079	0.0924	5	282	6485
H05D	-0.0592	0.3719	2	31	52
H05E	0.3269	0.2059	3	11	11
H05F	-0.1529	-0.003	4	562	80700
H05G	0.088	0.5867	2	378	85339
H05H	0.0219	0.3847	2	571	243956
H05I	-0.2922	0.918	2	5	5
H05J	-0.0973	0.5709	2	32	44
H05K	-0.1357	0.3429	2	804	2500496
H05L	-0.1991	0.6892	2	19	26
H05M	-0.2218	0.7173	2	20	24
H05N	-0.2295	0.7619	2	14	28
H05O	0.087	0.474	2	2	2
H05P	-0.7164	0.4229	2	3	3
H05Q	-0.5501	1.1392	2	1	1
H05R	-0.1756	0.5328	2	34	103
H05S	-0.5118	0.9217	2	6	9
H05T	-0.1691	0.5316	2	7	11
H05U	-0.2519	0.5016	2	8	19
H05V	-0.2865	0.6569	2	5	6
H05W	-0.0974	0.4429	2	4	6
H05X	-0.3406	0.8669	2	8	57
H06B	-0.1617	0.4421	2	46	74
H06F	-0.4853	0.8844	2	29	100
H06G	-0.2886	0.2689	2	6	6
H06H	-0.0154	0.3563	2	15	16
H06J	-0.0882	1.0538	2	7	10
H06K	0.0203	0.2513	2	52	122
H06L	-0.5165	0.9464	2	17	30
H06M	-0.3047	0.964	2	12	17
H06N	-0.2353	0.7564	2	21	38
H06Q	-0.2075	0.9875	2	13	20
H06R	-0.1107	0.7883	2	6	7
H06S	-0.4483	0.9899	2	7	7
H06T	-0.3174	0.9825	2	2	2
H07B	-0.2081	0.4407	2	9	13
