id	x	y	cluster	weight<Links>	weight<Total link strength>
C01O	-0.4846	-0.0892	1	1	1
C01P	0.4047	0.3002	5	25	25
C01Q	1.3342	0.2286	5	4	4
C01R	-0.0783	0.5193	2	26	38
C01S	-0.2111	0.5566	2	16	24
C01T	0.3263	0.5563	3	2	2
C01V	-0.3611	0.4436	2	12	18
C01X	0.4852	-0.0066	3	42	112
C01Z	1.2181	0.3713	5	3	3
C02B	0.6354	-0.1162	3	381	32488
C02C	0.6177	-0.1535	3	394	50670
C02D	0.7092	-0.1538	3	114	1411
C02E	0.8037	0.0022	3	19	31
C02F	0.4928	-0.1024	3	709	1512892
C02G	0.8568	-0.1701	3	11	13
C02H	1.3662	0.3018	5	16	58
C02J	0.1041	0.2655	3	13	24
C02K	1.2269	0.253	5	22	50
C02L	0.6415	0.1156	3	4	4
C02M	0.8475	0.0714	3	3	3
C02N	1.4049	0.2488	5	15	29
C02P	1.4092	0.2907	5	10	18
C02Q	1.2932	0.3517	5	12	21
C02R	0.5255	-0.1868	3	3	6
C02S	-0.0923	0.6554	2	1	1
C02V	0.1853	0.6306	5	2	2
C02X	0.9963	-0.0276	3	10	32
C03B	0.1931	0.0838	3	638	370342
C03C	0.2949	0.1318	3	689	769886
C03D	0.4843	-0.0337	3	22	31
C03E	0.3347	0.207	3	3	4
C03F	0.2883	0.3742	2	49	134
C03G	0.5501	0.2886	3	43	83
C03H	0.6153	-0.054	3	2	2
C03J	0.4595	0.2635	3	6	6
C03K	0.9101	-0.0614	3	21	26
C03L	0.2823	0.2371	3	30	49
C03N	0.4563	0.6391	2	1	1
C03R	0.4249	0.4471	2	5	5
C03X	0.1893	0.2979	3	8	9
C04B	0.2682	-0.0342	3	771	1443019
C04C	0.3609	-0.1231	3	62	170
C04D	0.8384	0.0911	3	47	93
C04E	0.2632	-0.121	3	9	12
C04F	0.3723	-0.1719	3	11	11
C04G	0.1802	-0.3008	3	9	9
C04H	0.4116	-0.3025	3	22	29
C04J	0.4714	0.1091	3	17	21
C04K	1.0483	0.24	5	17	36
C04L	0.5867	0.0383	3	7	9
C04N	0.6049	0.0987	3	6	6
C04Q	0.178	0.5537	2	14	15
C05A	1.2848	-0.086	3	2	2
C05B	1.0156	-0.0549	3	319	37870
C05C	1.06	-0.0396	3	326	53262
C05D	1.0627	-0.0629	3	336	59136
C05F	1.0638	-0.1224	3	504	202397
C05G	0.9846	-0.0537	3	432	218825
C05J	0.6324	-0.2155	3	10	10
C05K	0.7473	0.0617	3	15	19
C05L	0.5859	0.2151	3	6	8
C05R	1.328	-0.1682	3	1	1
C05X	1.0836	-0.0232	3	13	28
C06A	1.5801	0.2167	5	4	6
C06B	-0.0151	-0.0394	7	484	63006
C06C	-0.3365	0.0057	7	337	22128
C06D	-0.139	-0.0968	7	332	32096
C06E	-1.1069	0.0402	7	1	1
C06F	0.164	0.0688	7	226	2243
C06G	0.5931	0.1698	7	24	29
C06H	0.7175	0.2822	5	8	8
C06J	0.3892	0.2534	3	14	18
C06K	0.1447	0.6164	2	42	110
C06L	0.947	-0.0124	3	13	18
C06M	1.0062	0.068	3	22	31
C06N	0.226	-0.4579	7	7	7
C06O	-0.58	-0.0351	7	2	4
C06P	1.1262	0.1291	3	12	27
C06T	-0.1569	0.8151	2	8	17
C07A	1.2326	0.2651	5	15	41
C07B	0.997	0.1901	5	554	1049212
C07C	1.0328	0.157	5	808	3890791
C07D	1.1567	0.1705	5	805	5583093
C07E	1.2506	0.2199	5	19	63
C07F	0.8954	0.2059	5	639	1339046
C07G	1.3368	0.1751	5	377	157561
C07H	1.2669	0.2528	5	597	1443414
C07I	1.4	0.2885	5	10	13
C07J	1.3337	0.2203	5	435	223699
C07K	1.2573	0.2669	5	691	4248242
C07L	1.1195	0.1961	5	47	252
C07M	1.3324	0.2559	5	66	1455
C07N	1.3765	0.3012	5	28	391
C07O	1.313	0.2059	5	14	39
C07P	1.2958	0.2287	5	34	147
C07Q	1.4406	0.2836	5	15	32
C07R	1.3805	0.2824	5	20	78
C07S	1.2501	0.1528	5	17	29
C07T	1.2774	0.1644	5	6	7
C07U	1.382	0.3293	5	8	15
C07V	1.1882	0.1811	5	5	6
C07X	1.3829	0.253	5	11	22
C07Z	1.3572	0.2139	5	2	2
C08A	0.8116	0.1201	3	3	4
C08B	1.273	0.0465	5	541	422054
C08C	0.6701	0.0463	3	414	108688
C08D	0.7446	0.0532	3	246	15906
C08E	0.7299	0.1399	3	27	54
C08F	0.6617	0.1107	3	771	2291750
C08G	0.6141	0.046	3	785	2731596
C08H	0.958	0.0578	3	386	83218
C08I	0.7897	0.0867	3	26	67
C08J	0.5616	-0.0401	3	763	3021108
C08K	0.5348	0.033	3	773	3304738
C08L	0.5607	0.0063	3	841	4922731
C08N	0.689	0.1558	3	7	7
C08O	1.1339	0.122	5	4	4
C08P	0.7605	0.0739	3	10	17
C08Q	0.9551	0.0257	3	5	7
C08R	0.7112	0.0731	3	34	72
C08S	0.6359	0.0199	3	23	41
C08T	0.6681	0.0078	3	24	40
C08U	0.8145	0.0271	3	4	4
C08V	0.5134	-0.2323	3	2	2
C08Y	0.7198	0.02	3	9	12
C08Z	0.8185	0.0708	3	5	10
C09B	1.001	0.077	3	617	533651
C09C	0.6264	0.0607	3	529	334233
C09D	0.562	0.0998	3	777	2268926
C09E	0.9658	0.0925	3	3	3
C09F	0.8977	0.1094	3	314	20558
C09G	0.4324	0.0627	3	340	80185
C09H	0.9919	0.0188	5	205	10314
C09I	0.8824	0.0893	3	7	7
C09J	0.4878	-0.0519	3	695	1094571
C09K	0.4817	0.0173	3	788	2347108
C09L	0.7135	0.059	3	37	88
C09N	0.6985	-0.0344	3	9	9
C09O	0.9142	0.0411	3	12	17
C09P	0.9395	0.0585	3	5	5
C09Q	0.5566	0.2489	3	4	4
C09R	0.4801	0.1132	3	8	9
C09S	0.557	-0.0003	3	12	14
C09U	0.7074	-0.0279	3	10	10
C09V	0.4785	-0.1753	3	7	10
C09W	0.7888	0.1281	3	2	2
C09X	1.2056	0.2486	5	2	2
C09Y	0.6658	-0.0684	3	1	1
C09Z	0.7495	0.1582	3	1	1
C10B	0.3668	-0.0709	3	537	144979
C10C	0.6285	-0.004	3	363	39654
C10D	0.5731	0.1272	3	29	51
C10E	0.3812	-0.0684	3	3	3
C10F	0.5355	-0.2469	3	197	5442
C10G	0.9299	0.138	3	592	485062
C10H	0.3906	0.0653	3	178	1833
C10I	0.6309	0.103	3	5	6
C10J	0.3546	-0.0904	3	426	116588
C10K	0.559	-0.0306	3	337	77870
C10L	0.5071	-0.0168	3	579	340327
C10M	0.5853	0.0541	3	587	432265
C10N	0.6818	0.1043	3	484	272153
C10P	1.2569	0.394	5	9	11
C10Q	1.2988	0.3111	5	7	8
C10T	0.8902	0.1574	3	1	1
C10Y	1.1698	0.189	3	1	1
C10Z	1.1266	0.185	5	4	4
C11A	1.1527	0.1137	5	1	1
C11B	1.1204	-0.0388	5	499	300508
C11C	1.1597	-0.0133	5	403	105304
C11D	0.9114	0.085	5	670	700924
C11E	1.1683	-0.0219	5	3	3
C11G	1.2114	0.2074	5	5	7
C11H	1.5429	0.3236	5	1	1
C11J	0.7661	-0.2371	3	5	5
C11L	1.1948	-0.0461	5	2	2
C11N	1.4206	0.2698	5	12	30
C11O	1.1527	0.1139	5	1	4
C11P	1.2327	0.1783	5	15	20
C11Q	1.2437	0.3371	5	14	24
C11R	1.3596	0.1414	5	3	6
C12A	1.31	0.3302	5	14	40
C12B	1.1466	0.1068	5	244	10320
C12C	1.1428	0.0333	5	377	55278
C12D	1.4145	0.1778	5	246	44010
C12E	1.4508	0.2286	5	11	12
C12F	1.1421	-0.0011	5	196	10191
C12G	1.208	0.0344	5	391	117234
C12H	1.1663	0.0278	5	370	60067
C12I	0.881	0.1241	3	8	23
C12J	1.3339	0.0305	5	160	13088
C12K	1.2322	0.2212	5	241	19869
C12L	0.691	-0.1408	5	139	2630
C12M	0.825	0.1867	5	598	610051
C12N	1.2251	0.2383	5	787	5517479
C12O	1.162	0.2272	5	38	205
C12P	1.2407	0.2414	5	650	2552593
C12Q	1.1511	0.3226	5	624	2284651
C12R	1.2387	0.1944	5	505	1564741
C12S	0.9914	0.0054	5	303	46954
C12U	1.372	0.3354	5	7	7
C12V	1.4253	0.2628	5	10	18
C12W	1.4094	0.2178	5	16	30
C12X	1.456	0.2686	5	6	17
C13B	1.1533	-0.175	5	363	43242
C13C	1.1222	-0.3022	5	106	1614
C13D	1.1491	-0.1382	5	169	8775
C13F	1.1988	-0.155	5	164	8202
C13G	1.014	-0.1878	5	74	1101
C13H	0.9917	-0.3312	5	27	119
C13I	1.5591	0.0515	5	1	1
C13J	1.2617	-0.0927	5	65	1733
C13K	1.3332	0.06	5	266	52670
C13L	1.0463	0.2535	5	140	3780
C13M	1.0248	0.4543	5	2	2
C13N	1.2264	0.126	5	2	2
C13P	1.3011	0.0453	5	12	12
C13Q	1.0752	0.3851	5	10	11
C13R	1.4249	0.1449	5	5	5
C13X	-1.0991	-0.5156	1	1	1
C14B	0.4221	-0.295	3	392	20453
C14C	0.7431	-0.0683	3	402	50811
C14G	0.7853	-0.1083	3	4	4
C14L	0.0878	-0.0672	3	4	4
C14M	1.3291	0.1079	5	3	3
C14P	1.4154	0.3433	5	8	8
C15C	1.4488	-0.0104	5	3	3
C15D	0.2432	0.4969	3	2	2
C15G	0.611	0.0171	3	3	3
C15N	1.4545	0.2998	5	9	39
C16A	1.0617	-0.0969	3	5	5
C16B	1.0134	-0.074	3	8	10
C16C	0.2556	0.0915	3	13	16
C16G	0.2178	-0.247	3	8	8
C16J	-0.4558	0.9127	2	1	1
C16K	1.3965	0.1052	5	4	4
C16L	0.3966	-0.1465	3	5	5
C16Q	1.1985	0.413	5	3	3
C17B	1.3279	-0.1685	3	1	1
C17C	0.6567	0.15	3	3	3
C17D	1.4457	0.2033	5	5	15
C17F	-0.8299	-0.3308	1	1	1
C17H	1.3547	0.3614	5	7	15
C17J	1.5433	0.262	5	4	4
C17K	1.3652	0.3043	5	4	7
C17M	0.4216	0.0389	5	5	6
C17N	1.4148	0.3667	5	9	25
C17P	1.39	0.4166	5	6	6
C17Q	1.2926	0.3974	5	9	16
C18A	0.6163	-0.2434	3	2	2
C18B	0.3841	-0.1536	3	2	5
C18C	0.094	-0.1653	3	4	5
C18F	0.8662	0.1679	3	1	1
C18J	0.8286	-0.0251	3	10	10
C18K	1.5742	0.1866	5	2	2
C19F	0.723	-0.3482	3	1	1
C19G	0.8452	0.0373	3	4	4
C19K	0.1861	0.2708	3	6	6
C19M	0.2521	-0.4594	3	1	1
C19P	1.2941	0.3368	5	6	16
C20B	0.3244	0.6457	2	2	3
C20C	0.2906	0.1942	3	5	5
C20F	0.9451	0.0568	5	16	18
C20G	1.17	0.1884	3	1	1
C20M	0.735	0.0376	3	2	2
C20Q	1.4038	0.3331	5	5	5
C21B	0.3564	-0.1626	3	491	162057
C21C	0.2973	-0.1394	3	514	207074
C21D	0.0746	-0.1277	3	621	641873
C21E	0.4516	-0.1637	3	3	4
C21F	0.3545	0.0523	3	9	13
C21G	0.648	-0.0372	3	8	9
C21H	0.787	-0.1437	3	5	9
C21K	0.361	0.5832	2	6	7
C21L	0.428	-0.1038	3	6	7
C21M	0.8854	0.1256	5	4	5
C21N	1.3964	0.2892	5	25	111
C21P	1.4149	0.2632	5	19	66
C21Q	1.2624	0.3524	5	18	38
C21S	0.2385	-0.2895	3	1	1
C22A	1.2556	0.0963	3	1	1
C22B	0.4432	-0.0216	3	614	431531
C22C	0.1618	-0.0019	3	695	1254613
C22D	0.6302	0.18	3	197	6594
C22E	0.2677	-0.0026	3	10	13
C22F	0.238	0.0368	3	492	282112
C22G	0.3805	0.185	3	18	25
C22H	1.1188	0.1637	5	4	4
C22I	0.7682	0.0461	3	3	4
C22K	0.3581	-0.0421	3	39	167
C22L	0.3385	-0.0096	3	13	18
C22N	1.2533	0.3088	5	11	16
C22Q	1.3843	0.3659	5	6	7
C23B	0.4529	0.225	3	335	18730
C23C	0.1878	0.116	3	795	1650989
C23D	0.187	-0.0059	3	339	24494
C23E	0.3331	0.2734	3	24	51
C23F	0.2598	0.1477	3	640	376765
C23G	0.4421	0.0939	3	549	170387
C23K	0.2866	0.1602	3	22	35
C23L	0.2704	0.3046	3	35	98
C23P	0.2267	-0.115	3	5	5
C23Q	0.339	0.0905	3	14	20
C23T	0.3971	0.1618	3	4	4
C23U	0.6803	0.1522	3	4	4
C23X	0.1835	0.2257	3	44	123
C24B	0.5298	-0.2664	6	7	8
C24D	0.6102	0.1542	3	3	3
C24F	-0.047	0.609	2	9	9
C25B	0.4324	0.1832	3	585	274753
C25C	0.577	0.1511	3	473	98796
C25D	0.314	0.2226	3	648	405149
C25E	0.4005	0.2357	3	5	7
C25F	0.3273	0.0957	3	448	66084
C25G	0.4026	0.1858	3	9	13
C25K	0.5992	0.2841	3	3	3
C25L	0.7646	0.2299	3	1	1
C25P	0.3272	0.368	3	10	14
C25S	0.4375	0.3383	3	1	1
C25X	0.5676	0.3173	5	15	62
C26B	0.4435	-0.0523	3	19	23
C26C	0.5346	0.0962	3	18	24
C26D	0.4647	-0.0463	3	15	19
C26F	0.4206	-0.0361	3	2	3
C27B	0.4964	-0.225	3	4	4
C27C	0.826	0.3003	5	16	27
C27D	0.7028	-0.0284	3	8	9
C27F	0.28	0.3994	3	4	4
C27H	1.3056	0.2407	5	7	9
C27N	0.5617	-0.3053	3	6	6
C28B	0.3905	0.281	3	4	4
C28C	0.0319	-0.0853	6	2	2
C28D	0.5135	0.31	3	2	2
C28F	0.4409	0.0616	3	7	7
C28G	0.5218	0.1905	3	4	4
C28L	0.6968	0.0003	3	5	6
C29B	0.2646	0.0749	3	3	3
C29C	0.479	-0.3248	3	17	30
C30B	0.3355	0.4573	2	565	338480
C30C	0.358	0.3734	2	10	18
C30D	0.2566	0.648	2	2	2
C30H	1.279	0.1773	5	8	11
C30R	0.1435	0.6526	2	3	3
C31B	0.3275	0.4224	2	4	4
C32A	0.3451	0.1766	3	2	4
C32B	0.4795	-0.0825	3	18	32
C32C	-0.1027	-0.0369	3	3	4
C32D	0.3299	-0.0074	3	5	5
C32F	0.6727	-0.1442	3	1	1
C32G	0.6233	0.3999	5	2	2
C33B	0.2768	-0.0406	3	9	9
C33C	0.2503	0.2994	3	6	8
C33F	0.2034	-0.0395	3	3	3
C33G	0.6033	0.155	3	1	1
C33L	0.0845	0.7478	2	1	1
C34B	0.5	0.1889	3	8	8
C35B	0.9508	0.4359	5	2	2
C35C	0.2211	0.2767	3	4	4
C35D	0.2762	0.0483	3	3	3
C35F	0.1274	-0.1659	3	5	5
C36B	0.2869	0.5704	2	5	9
C36C	0.0475	0.6501	2	1	1
C36O	-0.0913	0.0952	3	1	1
C37B	0.4617	0.3233	5	2	2
C37D	1.2695	0.0979	5	4	4
C38F	0.8369	0.125	3	2	2
C39B	0.665	0.0908	3	22	57
C40A	0.5764	0.039	3	7	13
C40B	0.9143	0.3189	5	359	214819
C40C	0.7771	0.2408	3	3	7
C41F	-1.4989	0.0211	7	1	1
C41J	-0.1499	0.5795	2	2	2
C42N	1.5183	0.3215	5	3	3
C43B	0.3417	0.2002	3	2	2
C43C	0.2611	-0.2505	3	7	7
C45D	-0.0358	-0.8006	4	2	2
C47L	0.0656	-0.9806	4	1	1
C48A	0.6049	0.2701	3	4	8
C48B	0.2689	0.189	3	1	2
C48D	0.6049	0.0484	3	5	6
C50B	0.2568	0.6478	2	2	2
C56C	0.2689	0.1888	3	1	1
C60Q	-0.9766	-0.0077	1	3	4
C61B	0.3139	-0.1341	3	5	5
C61F	1.1327	0.0693	5	4	4
C61J	0.2718	-0.3513	4	2	2
C61K	1.3341	0.2405	5	26	124
C61N	1.5014	0.3087	5	1	1
C61P	1.4789	0.2501	5	5	7
C62F	0.1815	0.364	3	3	3
C64B	0.0425	0.4267	3	3	3
C65D	0.0849	-0.466	4	1	1
C65G	0.2267	0.3636	3	3	3
C66C	-0.9928	-0.533	1	2	2
C67C	1.3829	0.2278	5	4	4
C67D	1.3947	0.1895	5	3	4
C67H	1.509	0.2966	5	4	4
C68K	0.468	0.2644	3	3	3
C68L	1.0374	-0.0944	5	4	4
C69K	0.6321	-0.0126	3	1	1
C70C	1.2869	0.2082	5	1	1
C70D	1.3947	0.2562	5	6	13
C70H	1.3622	0.3024	5	9	15
C78C	-0.0113	-0.036	7	1	2
C78E	0.8939	0.2068	5	3	3
C80B	0.3793	-0.033	3	1	2
C80F	1.2749	0.1458	5	6	6
C81J	0.7563	-0.0519	3	1	1
C82C	1.4775	0.1924	5	4	4
C85B	0.7748	-0.1893	3	5	6
C85C	0.764	-0.1897	3	5	12
C86G	0.9299	0.0983	3	5	5
C89B	1.4044	-0.3122	5	2	2
C90J	0.4187	0.1524	3	8	8
C92F	0.5519	-0.0426	3	5	5
C93B	0.4128	0.2113	3	1	1
C96B	0.5384	0.0255	3	3	3
C97C	1.058	0.1283	5	9	12
C97D	1.4189	0.2285	5	6	21
C97H	1.4893	0.3241	5	4	6
C97K	1.3023	0.3157	5	9	23
C98L	0.882	0.0929	5	11	11
C99J	0.3735	-0.3086	3	3	3
C99Z	1.0771	0.0649	5	64	419
D00H	0.9994	-0.5712	3	1	1
D01A	0.6291	0.4863	5	1	1
D01B	0.6472	-0.3876	3	347	15295
D01C	0.798	-0.2791	3	301	13006
D01D	0.7396	-0.3699	3	571	283686
D01E	0.8603	-0.4625	3	3	4
D01F	0.729	-0.308	3	629	587538
D01G	0.5658	-0.5356	3	465	55051
D01H	0.5275	-0.5768	3	521	89009
D01J	0.807	-0.139	3	20	25
D01K	0.5243	-0.6923	3	7	7
D01L	0.96	-0.1393	5	13	22
D01M	0.7726	-0.414	3	14	19
D01N	0.7026	-0.2019	5	18	21
D01P	0.7526	-0.0582	3	8	9
D01Q	0.6509	-0.0252	3	2	2
D01R	0.8636	-0.1026	3	11	11
D01T	0.9548	-0.4979	3	1	1
D02A	0.6073	-0.3242	3	7	7
D02B	0.7216	-0.3247	3	14	15
D02C	0.5946	-0.5703	3	31	104
D02D	0.6376	-0.8626	3	71	351
D02E	0.3194	-0.3408	3	5	5
D02F	0.4248	-0.5148	3	38	131
D02G	0.6261	-0.4827	3	575	229705
D02H	0.4943	-0.6162	3	206	11912
D02J	0.6	-0.4189	3	466	87298
D02K	1.4506	0.2048	5	1	1
D02L	0.0364	-0.3226	3	1	1
D02M	0.4764	-0.2102	3	6	6
D02O	0.9467	-0.4196	3	1	1
D02P	0.8148	-0.6471	3	1	1
D02Q	0.7919	-0.6686	3	4	8
D03A	0.6821	-0.8396	3	1	1
D03B	0.263	-0.456	3	26	36
D03C	0.401	-0.5854	3	300	16400
D03D	0.527	-0.6355	3	622	306207
D03F	0.3474	-0.5642	3	24	35
D03G	0.6393	-0.3474	3	17	22
D03H	0.6973	-0.4388	3	10	11
D03J	0.8384	-1.1119	3	318	25790
D03K	0.6102	-0.7136	3	17	39
D03M	-0.2733	0.9546	2	7	7
D03O	1.0033	-1.3438	3	1	1
D04A	0.4448	-0.3094	3	3	3
D04B	0.5145	-0.8052	3	548	151849
D04C	0.3017	-0.6902	3	418	27681
D04D	0.1915	-0.3768	3	318	17154
D04F	0.4709	-0.5522	3	26	49
D04G	0.5735	-0.7344	3	245	7380
D04H	0.4247	-0.3656	3	651	500102
D04J	0.4769	-0.4921	3	19	37
D04K	-0.1108	-0.6976	3	2	2
D04L	0.3982	-0.9228	3	1	1
D04M	0.4492	-0.4863	3	16	34
D04N	0.5881	-0.3914	3	9	15
D04R	0.6112	-0.498	3	1	1
D05B	0.3339	-0.6241	3	515	66736
D05C	0.4018	-0.5888	3	379	38754
D05D	0.1034	-0.0535	3	31	41
D05E	0.5938	-0.4754	3	7	7
D05F	-0.2776	-0.3984	1	13	14
D05G	0.6469	-0.6503	3	3	3
D05H	0.5553	-0.5623	3	3	4
D05J	0.4435	-0.8442	3	1	1
D05L	0.4879	-0.8206	3	2	2
D05M	1.0816	-0.1366	3	18	23
D06B	0.5954	-0.3813	3	547	173985
D06C	0.5095	-0.4428	3	514	152587
D06D	0.6709	-0.2168	3	23	40
D06E	0.3811	-0.17	3	13	13
D06F	0.2042	-0.5139	4	644	219564
D06G	0.3983	-0.6403	3	279	25768
D06H	0.3238	-0.4614	3	457	88473
D06I	1.3329	0.1079	5	2	4
D06J	0.3746	-0.5469	3	163	5629
D06K	0.6208	-0.2679	3	26	41
D06L	0.9817	0.0055	5	430	128763
D06M	0.7656	-0.1645	3	668	708103
D06N	0.4495	-0.3544	3	539	223116
D06O	0.8926	-0.3766	3	2	2
D06P	0.9481	-0.0228	3	533	295773
D06Q	0.4201	-0.2775	3	346	36215
D06R	1.0947	-0.1237	3	7	16
D06S	0.2966	-0.9227	4	2	2
D06T	1.1995	-0.0378	3	1	1
D06X	0.6568	-0.4754	4	2	2
D07A	0.7922	-1.0874	3	1	1
D07B	0.1517	-0.5151	3	502	70308
D07C	1.261	0.1617	5	8	10
D07D	1.3475	0.1825	5	6	22
D07F	0.5352	-0.0861	3	14	15
D07G	0.7084	-0.1784	3	13	23
D07H	0.5682	-0.1594	3	14	15
D07J	-0.12	-0.6692	3	2	2
D07L	1.153	0.1135	5	1	1
D07M	1.0454	0.0183	3	5	5
D07N	0.3919	-0.0245	3	7	7
D07P	1.1072	-0.1446	3	6	7
D08B	-0.0894	0.1449	2	8	8
D08C	0.7331	-0.5652	3	2	2
D08D	0.2849	-0.7217	4	1	1
D08F	0.285	-0.7214	4	1	1
D08G	0.7555	-0.2028	3	6	6
D08H	0.4858	-0.4785	3	3	3
D08K	1.0782	-0.0017	5	6	8
D08L	0.9398	-0.2556	3	3	3
D08M	1.0737	-0.069	3	4	9
D08P	1.0975	-0.1333	3	2	2
D09B	1.2187	0.0071	3	2	3
D09D	0.5939	-0.0475	3	3	3
D09F	-0.1238	-0.0598	4	2	2
D09P	1.2557	0.0965	3	1	1
D10D	0.9714	-0.0106	3	4	4
D10H	0.6881	-0.7703	3	1	1
D11C	-0.3411	1.067	2	4	4
D11D	0.6517	0.4487	2	4	5
D11F	0.5177	0.1602	3	3	3
D11H	0.4342	-0.4094	3	4	4
D12C	0.9227	-0.1634	3	8	9
D12D	0.7581	-0.4933	3	2	2
D12F	0.4882	-0.6306	3	6	12
D12G	0.5711	-0.596	3	2	3
D12H	0.6973	-0.2136	3	9	11
D12N	1.3899	0.2264	5	6	6
D16C	-0.9981	-0.2748	1	3	3
D16K	-1.0812	-0.2112	1	4	4
D16L	-0.6433	-0.2721	1	1	1
D21B	0.7823	-0.4312	3	403	65699
D21C	0.8654	-0.2013	3	487	154311
D21D	0.6571	-0.3942	3	379	59322
D21E	0.5227	-0.5067	3	9	14
D21F	0.3771	-0.4433	3	568	168310
D21G	0.4161	-0.438	3	380	65192
D21H	0.6018	-0.2185	3	643	562484
D21J	0.4274	-0.4738	3	394	35736
D21K	0.4263	-0.222	3	5	5
D21L	1.213	-0.0246	5	3	3
D21M	0.7509	-0.1238	3	11	19
D21P	0.6374	-0.4991	3	3	3
D21S	0.5934	-0.375	3	1	1
D21V	-0.646	0.399	2	2	2
D23B	0.5679	-0.5835	6	2	2
D23C	1.1811	-0.3405	5	2	2
D23D	-0.021	-0.7214	6	6	6
D23F	0.6418	-0.4867	3	2	7
D23G	0.5911	-0.0721	3	2	2
D23H	0.3862	-0.5434	3	2	2
D23J	1.0036	-1.3437	3	1	1
D23K	-0.1303	0.0758	2	8	9
D23L	1.4626	0.1122	5	6	6
D23N	0.996	-0.4845	5	1	1
D23Q	-0.2994	-0.619	6	3	3
D24B	0.2264	-0.5411	6	1	1
D24C	0.3442	-0.7086	4	2	2
D24D	0.4218	-0.3975	6	3	4
D24F	-0.7475	-0.3638	1	2	2
D24H	0.4197	-0.5286	3	3	3
D25A	0.6505	-1.0353	3	1	7
D25B	-0.4074	0.1327	2	6	9
D25C	-0.5044	-0.7805	6	1	1
D25D	-0.0111	-0.1256	3	2	2
D25E	0.7284	-0.9496	3	1	1
D25F	0.4314	-0.0464	4	7	7
D26B	0.3293	-0.2637	3	6	7
D26D	-0.0305	-0.1669	6	9	18
D27B	0.7104	-0.5631	3	3	3
D27F	-0.116	-0.9264	6	3	3
D27J	0.4493	-0.1701	3	1	1
D27K	0.6614	-0.0661	3	5	5
D27N	0.5923	-0.6015	3	1	1
D28B	0.0924	-0.4815	3	1	1
D28D	0.4698	-0.2407	3	4	4
D29A	0.8147	-0.6473	3	1	1
D29B	0.9468	-0.4199	3	1	1
D29C	0.1947	-0.3563	3	17	20
D29D	0.5565	-0.2813	3	13	13
D29F	0.2847	-0.7214	4	1	1
D30B	-0.2073	-0.5714	6	2	2
D31B	0.3381	-0.5684	4	2	2
D31E	0.0844	-0.467	4	1	1
D32B	0.3275	-0.2822	3	15	15
D40D	0.1968	-0.3932	3	2	2
D41B	0.6889	-1.0054	4	2	2
D41J	0.0832	0.4139	2	2	4
D41N	0.5701	0.2949	3	2	2
D43D	0.1542	-0.5864	3	7	7
D43K	-0.0936	-0.8073	4	1	2
D43N	0.0996	-0.3846	4	2	2
D44C	-0.024	0.8648	2	2	2
D45D	-0.769	-0.9117	4	1	1
D46B	0.2566	-0.836	4	2	2
D47J	0.4342	-0.5525	4	2	2
D52A	0.234	-0.6873	3	4	4
D55A	0.843	-0.5508	3	5	8
D55B	0.9808	-0.2846	3	15	51
D55C	0.7623	-0.4618	3	12	25
D55D	0.2664	-0.5209	3	18	42
D55E	0.3783	-0.4802	3	7	9
D55F	0.7056	-0.3218	3	5	8
D60F	-0.0875	-0.3372	4	4	6
D60L	-1.0998	-0.5156	1	1	1
D60M	0.9216	-0.1206	3	11	17
D60P	0.9408	-0.0359	3	13	14
D60Q	-1.0559	0.0872	1	6	6
D60R	-0.9542	-0.0895	1	1	1
D60S	-1.1635	-0.2623	1	1	1
D61B	0.2418	0.1759	4	8	8
D61D	-0.9651	-0.4675	1	1	1
D61G	-1.1	-0.5151	1	1	1
D61H	0.4788	-0.6259	3	2	2
D61K	1.5259	0.2109	5	12	18
D61L	-1.0371	-0.5386	1	1	1
D61N	0.4018	0.4131	4	1	1
D62C	0.7382	-0.7174	3	1	1
D62D	-0.8881	-0.1005	1	7	10
D62F	0.5106	-0.2287	4	5	5
D63B	-0.3238	-0.4084	1	3	3
D63D	0.1771	0.6301	5	2	2
D63F	-0.4345	0.6343	2	1	2
D63G	-0.7205	-0.1735	1	3	3
D63H	-1.1446	-0.3285	1	1	1
D64B	0.6507	-1.0351	3	1	1
D64C	-0.9882	-0.2781	1	1	1
D64D	-0.5225	-0.3696	1	5	5
D64H	-0.1199	-0.6507	4	3	3
D65B	0.531	-0.2255	4	3	4
D65D	0.3832	-0.2935	4	12	16
D65F	0.2666	-0.5784	4	5	7
D65G	-0.0175	-0.3333	4	2	3
D65H	0.5249	-0.4143	5	2	2
D66B	-0.9492	-0.3429	1	1	2
D66F	-1.0374	-0.5382	1	1	1
D66P	1.2282	0.0294	3	2	2
D67B	0.1299	-0.5801	4	3	3
D73B	0.2151	-0.7262	3	1	1
D85B	0.4435	-0.844	3	1	1
D86G	1.0034	-1.344	3	1	1
D96M	1.0763	-0.0585	5	2	2
D99Z	0.3484	-0.0811	3	20	26
E00D	0.0936	-0.2956	3	3	3
E01B	-0.3978	-0.1658	1	515	94383
E01C	-0.1976	-0.2998	1	604	302875
E01D	-0.5589	-0.6282	1	467	154949
E01E	-0.4065	-0.297	1	10	15
E01F	-0.2933	-0.1242	1	553	245821
E01G	-0.6539	-0.5047	1	156	3751
E01H	-0.329	-0.5005	1	515	101465
E01J	0.1155	0.5961	2	9	11
E01K	-0.4611	-0.2956	1	7	9
E01L	-0.1058	-0.1941	1	15	19
