id,x,y,cluster,weight<Links>,weight<Total link strength>,label,score<AI2015>,Weight<AICount2015>,score<AI2016>,Weight<AICount2016>,score<AI2017>,Weight<AICount2017>,score<AI2018>,Weight<AICount2018>,score<AI2019>,Weight<AICount2019>,score<AI2020>,Weight<AICount2020>,score<AI2021>,Weight<AICount2021>,score<AI2022>,Weight<AICount2022>,score<AI2023>,Weight<AICount2023>,score<AI2024>,Weight<AICount2024>
G10B,-1.6891,-0.614,1,171,9075,ORGANS. HARMONIUMS OR SIMILAR WIND MUSICAL INSTRUMENTS WITH ASSOCIATED BLOWING APPARATUS (accordions. concertinas or the like or keyboards therefor G10D0011000000; automatic wind instruments G10F0001120000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G10C,-1.5354,-0.5755,1,280,14429,PIANOS. HARPSICHORDS. SPINETS OR SIMILAR STRINGED MUSICAL INSTRUMENTS WITH ONE OR MORE KEYBOARDS (automatic musical instruments G10F),3,3,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1
G10D,-1.3062,-0.5364,1,407,26073,STRINGED MUSICAL INSTRUMENTS; WIND MUSICAL INSTRUMENTS; ACCORDIONS OR CONCERTINAS; PERCUSSION MUSICAL INSTRUMENTS; AEOLIAN HARPS;  SINGING-FLAME MUSICAL INSTRUMENTS; MUSICAL INSTRUMENTS NOT OTHERWISE PROVIDED FOR (organs. harmoniums or similar wind musical instruments with associated blowing apparatus G10B; pianos. harpsichords. spinets or similar stringed musical instruments with one or more keyboards G10C; automatic musical instruments G10F; electrophonic musical instruments in which tones are generated by electromechanical means G10H),2,2,1,1,3,3,3,3,0,0,2,2,3,3,3,3,1,1,0,0
G10F,-1.4595,-0.5305,1,277,11180,AUTOMATIC MUSICAL INSTRUMENTS (non-musical aspects of musical toy instruments A63H0005000000;arrangements for the associated working of recording or reproducing apparatus with automatic musical instruments G11B0031020000),1,1,6,6,5,5,6,6,2,2,4,4,9,9,0,0,0,0,0,0
G10G,-1.4077,-0.5358,1,304,34318,REPRESENTATION OF MUSIC; RECORDING MUSIC IN NOTATION FORM; ACCESSORIES FOR MUSIC OR MUSICAL INSTRUMENTS NOT OTHERWISE PROVIDED FOR. e.g. SUPPORTS (music stands A47B;non-musical aspects of musical toy instruments A63H0005000000;metronomes G04F0005020000;teaching music G09B0015000000),2,2,10,10,2,2,10,10,10,10,21,21,32,32,18,18,9,9,6,6
G10H,-1.4383,-0.5033,1,372,107233,ELECTROPHONIC MUSICAL INSTRUMENTS; INSTRUMENTS IN WHICH THE TONES ARE GENERATED BY ELECTROMECHANICAL MEANS OR ELECTRONIC GENERATORS. OR IN WHICH THE TONES ARE SYNTHESISED FROM A DATA STORE,19,19,33,33,46,46,76,76,106,106,141,141,163,163,111,111,117,117,64,64
G10K,-0.7496,-0.1235,1,614,367059,SOUND-PRODUCING DEVICES; METHODS OR DEVICES FOR PROTECTING AGAINST. OR FOR DAMPING. NOISE OR OTHER ACOUSTIC WAVES IN GENERAL; ACOUSTICS NOT OTHERWISE PROVIDED FOR,23,23,31,31,69,69,59,59,64,64,122,122,85,85,87,87,103,103,39,39
G10L,-1.1499,-0.3017,1,475,571789,SPEECH ANALYSIS TECHNIQUES OR SPEECH SYNTHESIS; SPEECH RECOGNITION; SPEECH OR VOICE PROCESSING TECHNIQUES; SPEECH OR AUDIO CODING OR DECODING,1818,1818,2351,2351,3394,3394,4609,4609,6166,6166,6341,6341,6457,6457,5912,5912,5139,5139,2683,2683
G11B,-0.6066,-0.2645,1,613,1266274,INFORMATION STORAGE BASED ON RELATIVE MOVEMENT BETWEEN RECORD CARRIER AND TRANSDUCER (recording measured values in a way that does not require playback through a transducer G01D0009000000;recording or playback apparatus using mechanically marked tape. e.g. punched paper tape. or using unit records. e.g. punched or magnetically marked cards G06K;transferring data from one type of record carrier to another G06K0001180000; circuits for coupling output of reproducer to radio receiver H04B0001200000; gramophone pick-ups or like acoustic electromechanical transducers or circuits therefor H04R),128,128,137,137,152,152,154,154,126,126,204,204,207,207,156,156,95,95,35,35
G11C,-0.8013,-0.2611,1,523,714206,STATIC STORES (semiconductor memory devices H10B),10,10,46,46,113,113,259,259,464,464,430,430,398,398,336,336,206,206,115,115
G12B,-0.6687,0.0003,1,524,121772,CONSTRUCTIONAL DETAILS OF INSTRUMENTS. OR COMPARABLE DETAILS OF OTHER APPARATUS. NOT OTHERWISE PROVIDED FOR,1,1,4,4,1,1,5,5,1,1,6,6,9,9,4,4,0,0,2,2
G16B,0.2819,-0.3906,1,268,162044,BIOINFORMATICS. i.e. INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR GENETIC OR PROTEIN-RELATED DATA PROCESSING IN COMPUTATIONAL MOLECULAR BIOLOGY ,80,80,212,212,167,167,489,489,713,713,953,953,1223,1223,1512,1512,1515,1515,978,978
G16C,-0.4729,-0.3292,1,398,51090,COMPUTATIONAL CHEMISTRY; CHEMOINFORMATICS; COMPUTATIONAL MATERIALS SCIENCE,14,14,21,21,47,47,107,107,250,250,381,381,676,676,993,993,1346,1346,1305,1305
G16H,-0.5887,-0.373,1,437,514651,HEALTHCARE INFORMATICS. i.e. INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR THE HANDLING OR PROCESSING OF MEDICAL OR HEALTHCARE DATA,271,271,364,364,869,869,2843,2843,4421,4421,5852,5852,7054,7054,6871,6871,6623,6623,4617,4617
G16Y,-1.0714,-0.1587,1,403,69188,INFORMATION AND COMMUNICATION TECHNOLOGY SPECIALLY ADAPTED FOR THE INTERNET OF THINGS [IoT],0,0,1,1,2,2,13,13,42,42,391,391,534,534,486,486,405,405,296,296
G16Z,-0.7014,-0.4168,1,374,46870,INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR SPECIFIC APPLICATION FIELDS. NOT OTHERWISE PROVIDED FOR,88,88,61,61,50,50,75,75,33,33,30,30,21,21,20,20,20,20,10,10
G21B,-0.0308,0.4145,1,316,18314,FUSION REACTORS (uncontrolled fusion. applications thereof G21J),1,1,0,0,3,3,8,8,0,0,3,3,1,1,6,6,6,6,9,9
G21C,0.1914,0.4614,1,541,196330,NUCLEAR REACTORS (fusion reactors. hybrid fission-fusion reactors G21B;nuclear explosives G21J),16,16,11,11,17,17,32,32,41,41,47,47,40,40,38,38,37,37,18,18
G21D,0.219,0.6756,1,389,65519,NUCLEAR POWER PLANT,4,4,1,1,0,0,15,15,23,23,21,21,25,25,32,32,27,27,4,4
G21F,0.3963,0.2973,1,540,147025,PROTECTION AGAINST X-RADIATION. GAMMA RADIATION. CORPUSCULAR RADIATION OR PARTICLE BOMBARDMENT; TREATING RADIOACTIVELY CONTAMINATED MATERIAL; DECONTAMINATION ARRANGEMENTS THEREFOR (radiation protection by pharmaceutical means A61K0008000000. A61Q0017040000;in cosmonautic vehicles B64G0001540000;combined with a reactor G21C0011000000;combined with X-ray tubes H01J0035160000;combined with X-ray apparatus H05G0001020000),5,5,8,8,18,18,13,13,12,12,13,13,14,14,8,8,15,15,5,5
G21G,0.3081,0.0239,1,348,33150,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES,0,0,6,6,0,0,3,3,2,2,0,0,1,1,0,0,1,1,2,2
G21H,0.3708,0.0187,1,399,17921,OBTAINING ENERGY FROM RADIOACTIVE SOURCES; APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES. NOT OTHERWISE PROVIDED FOR; UTILISING COSMIC RADIATION (measurement of nuclear or X-radiation G01T;fusion reactors G21B;nuclear reactors G21C;lamps in which a gas filling is excited to luminescence by external corpuscular radiation or by radioactive material structurally associated with the lamp H01J0065040000. H01J0065060000),1,1,2,2,0,0,2,2,1,1,0,0,1,1,0,0,0,0,0,0
G21J,-0.3119,0.485,1,98,688,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G21K,-0.0943,-0.1678,1,474,174465,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,9,9,10,10,7,7,5,5,6,6,5,5,6,6,5,5,3,3,1,1
G99Z,-0.8967,-0.1537,1,103,267,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0
H01B,0.0228,-0.0617,1,620,1226007,CABLES; CONDUCTORS; INSULATORS; SELECTION OF MATERIALS FOR THEIR CONDUCTIVE. INSULATING OR DIELECTRIC PROPERTIES (selection for magnetic properties H01F0001000000;waveguides H01P),108,108,122,122,163,163,173,173,186,186,187,187,157,157,188,188,174,174,53,53
H01C,-0.3405,0.0227,1,514,195435,RESISTORS,4,4,3,3,10,10,2,2,4,4,4,4,2,2,1,1,8,8,1,1
H01F,-0.2732,0.1112,1,618,888131,MAGNETS; INDUCTANCES; TRANSFORMERS; SELECTION OF MATERIALS FOR THEIR MAGNETIC PROPERTIES,49,49,51,51,59,59,69,69,92,92,131,131,103,103,86,86,73,73,45,45
H01G,-0.0319,-0.0162,1,549,420887,CAPACITORS; CAPACITORS. RECTIFIERS. DETECTORS. SWITCHING DEVICES. LIGHT-SENSITIVE OR TEMPERATURE-SENSITIVE DEVICES OF THE ELECTROLYTIC TYPE  (selection of specified materials as dielectric H01B0003000000; capacitors having potential barriers H10D0001620000. H10K0010100000),6,6,7,7,10,10,3,3,12,12,18,18,10,10,10,10,9,9,8,8
H01H,-0.5857,0.0708,1,623,722585,ELECTRIC SWITCHES; RELAYS; SELECTORS; EMERGENCY PROTECTIVE DEVICES (contact cables H01B0007100000; electrolytic self-interrupters H01G0009180000; emergency protective circuit arrangements H02H; switching by electronic means without contact-making H03K0017000000),14,14,48,48,41,41,68,68,52,52,66,66,71,71,68,68,57,57,27,27
H01J,-0.2094,-0.0514,1,621,893329,ELECTRIC DISCHARGE TUBES OR DISCHARGE LAMPS (spark-gaps H01T;arc lamps with consumable electrodes H05B;particle accelerators H05H),53,53,46,46,29,29,96,96,124,124,157,157,115,115,137,137,90,90,41,41
H01K,-0.4282,-0.0771,1,444,50289,ELECTRIC INCANDESCENT LAMPS (details. apparatus or processes for manufacture applicable to both discharge devices and incandescent lamps H01J; light sources using a combination of incandescent and other types of light generation H01J0061960000. H05B0035000000),1,1,2,2,0,0,1,1,0,0,4,4,1,1,0,0,0,0,0,0
H01L,-0.2323,-0.1181,1,631,5209442,SEMICONDUCTOR DEVICES NOT COVERED BY CLASS H10 (use of semiconductor devices for measuring G01;  resistors in general H01C;  magnets. inductors or transformers H01F;  capacitors in general H01G;  electrolytic devices H01G0009000000;  batteries or accumulators H01M;  waveguides. resonators or lines of the waveguide type H01P;  line connectors or current collectors H01R;  stimulated-emission devices H01S;  electromechanical resonators H03H;  loudspeakers. microphones. gramophone pick-ups or like acoustic electromechanical transducers H04R;  electric light sources in general H05B;  printed circuits. hybrid circuits. casings or constructional details of electrical apparatus. manufacture of assemblages of electrical components H05K;  use of semiconductor devices in circuits having a particular application. see the subclass for the application),550,550,618,618,826,826,925,925,1201,1201,1328,1328,1256,1256,1190,1190,981,981,360,360
H01M,0.0973,0.1723,3,617,1468419,PROCESSES OR MEANS. e.g. BATTERIES. FOR THE DIRECT CONVERSION OF CHEMICAL ENERGY INTO ELECTRICAL ENERGY,104,104,273,273,339,339,416,416,446,446,549,549,578,578,594,594,631,631,294,294
H01P,-0.9833,-0.1395,1,456,189958,WAVEGUIDES; RESONATORS. LINES OR OTHER DEVICES OF THE WAVEGUIDE TYPE (operating at optical frequencies G02B),2,2,2,2,6,6,3,3,10,10,8,8,16,16,7,7,4,4,0,0
H01Q,-0.9378,-0.0867,1,561,492335,ANTENNAS. i.e. RADIO AERIALS (radiators or antennas for microwave heating H05B0006720000),47,47,154,154,212,212,220,220,286,286,357,357,254,254,316,316,234,234,108,108
H01R,-0.4409,0.0762,1,610,948351,ELECTRICALLY-CONDUCTIVE CONNECTIONS; STRUCTURAL ASSOCIATIONS OF A PLURALITY OF MUTUALLY-INSULATED ELECTRICAL CONNECTING ELEMENTS; COUPLING DEVICES; CURRENT COLLECTORS,91,91,128,128,336,336,306,306,318,318,436,436,358,358,392,392,393,393,138,138
H01S,-0.5104,-0.2118,1,536,417444,DEVICES USING THE PROCESS OF LIGHT AMPLIFICATION BY STIMULATED EMISSION OF RADIATION [LASER] TO AMPLIFY OR GENERATE LIGHT; DEVICES USING STIMULATED EMISSION OF ELECTROMAGNETIC RADIATION IN WAVE RANGES OTHER THAN OPTICAL,11,11,29,29,38,38,26,26,48,48,40,40,31,31,41,41,35,35,34,34
H01T,-0.271,0.2909,1,495,108912,SPARK GAPS; OVERVOLTAGE ARRESTERS USING SPARK GAPS; SPARKING PLUGS; CORONA DEVICES; GENERATING IONS TO BE INTRODUCED INTO NON-ENCLOSED GASES (overvoltage protection circuits H02H),1,1,2,2,9,9,5,5,3,3,4,4,5,5,4,4,2,2,3,3
H02B,-0.5677,0.1626,1,520,285580,BOARDS. SUBSTATIONS OR SWITCHING ARRANGEMENTS FOR THE SUPPLY OR DISTRIBUTION OF ELECTRIC POWER,21,21,49,49,51,51,121,121,146,146,173,173,161,161,166,166,121,121,89,89
H02G,-0.3533,0.1336,1,586,646356,INSTALLATION OF ELECTRIC CABLES OR LINES. OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES,265,265,423,423,514,514,661,661,653,653,910,910,842,842,867,867,856,856,458,458
H02H,-0.6989,0.1589,1,549,456048,EMERGENCY PROTECTIVE CIRCUIT ARRANGEMENTS (indicating or signalling undesired working conditions G01R. e.g. G01R0031000000. G08B;locating faults along lines G01R0031080000;emergency protective devices H01H),26,26,27,27,37,37,59,59,81,81,119,119,158,158,139,139,134,134,93,93
H02J,-0.5382,0.1793,1,611,1508768,CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY,621,621,957,957,1304,1304,1685,1685,1802,1802,2269,2269,2594,2594,2990,2990,3784,3784,2372,2372
H02K,-0.3458,0.3384,4,619,854275,DYNAMO-ELECTRIC MACHINES (dynamo-electric relays H01H0053000000;conversion of DC or AC input power into surge output power H02M0009000000),134,134,235,235,369,369,388,388,376,376,526,526,494,494,508,508,407,407,178,178
H02M,-0.7104,0.1306,1,569,678367,APPARATUS FOR CONVERSION BETWEEN AC AND AC. BETWEEN AC AND DC. OR BETWEEN DC AND DC. AND FOR USE WITH MAINS OR SIMILAR POWER SUPPLY SYSTEMS; CONVERSION OF DC OR AC INPUT POWER INTO SURGE OUTPUT POWER; CONTROL OR REGULATION THEREOF  (transformers H01F; dynamo-electric converters H02K0047000000; controlling transformers. reactors or choke coils. control or regulation of electric motors. generators or dynamo-electric converters H02P),31,31,57,57,64,64,105,105,92,92,117,117,145,145,136,136,143,143,104,104
H02N,-0.4106,0.1942,1,578,221333,ELECTRIC MACHINES NOT OTHERWISE PROVIDED FOR,86,86,129,129,87,87,93,93,72,72,98,98,91,91,73,73,48,48,29,29
H02P,-0.5482,0.2748,4,595,546967,CONTROL OR REGULATION OF ELECTRIC MOTORS. ELECTRIC GENERATORS OR DYNAMO-ELECTRIC CONVERTERS; CONTROLLING TRANSFORMERS. REACTORS OR CHOKE COILS,110,110,192,192,151,151,254,254,228,228,244,244,253,253,224,224,226,226,179,179
H02S,-0.3085,0.3213,7,547,325403,GENERATION OF ELECTRIC POWER BY CONVERSION OF INFRARED RADIATION. VISIBLE LIGHT OR ULTRAVIOLET LIGHT. e.g. USING PHOTOVOLTAIC [PV] MODULES   (obtaining electrical energy from radioactive sources G21H0001120000;  light sensitive inorganic semiconductor devices H10F; light sensitive organic semiconductor devices H10K0030000000;thermoelectric devices H10N0010000000;  pyroelectric devices H10N0015000000),100,100,150,150,212,212,306,306,380,380,459,459,563,563,615,615,884,884,413,413
H03B,-1.2781,-0.2034,1,447,148504,GENERATION OF OSCILLATIONS. DIRECTLY OR BY FREQUENCY-CHANGING. BY CIRCUITS EMPLOYING ACTIVE ELEMENTS WHICH OPERATE IN A NON-SWITCHING MANNER; GENERATION OF NOISE BY SUCH CIRCUITS (generators specially adapted for electrophonic musical instruments G10H;masers or lasers H01S; generation of oscillations in plasma H05H),0,0,1,1,0,0,9,9,10,10,1,1,4,4,2,2,0,0,1,1
H03C,-1.4537,-0.2624,1,308,56352,MODULATION (masers or lasers H01S;coding. decoding or code conversion H03M),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
H03D,-1.4369,-0.2537,1,337,126534,DEMODULATION OR TRANSFERENCE OF MODULATION FROM ONE CARRIER TO ANOTHER (masers. lasers H01S;circuits capable of acting both as modulator and demodulator H03C. e.g. balanced modulators H03C0001540000;details applicable to both modulators and frequency-changers H03C;demodulating pulses which have been modulated with a continuously-variable signal H03K0009000000;transforming types of pulse modulation H03K0011000000;relay systems. e.g. repeater stations H04B0007140000;demodulators adapted for digitally modulated-carrier systems H04L0027000000;synchronous demodulators adapted for colour television H04N0009660000),1,1,0,0,0,0,1,1,2,2,2,2,1,1,3,3,1,1,1,1
H03F,-1.2437,-0.2002,1,498,267221,AMPLIFIERS,3,3,4,4,15,15,12,12,29,29,44,44,45,45,42,42,26,26,9,9
H03G,-1.3715,-0.2585,1,399,180904,CONTROL OF AMPLIFICATION,6,6,9,9,4,4,17,17,31,31,28,28,13,13,16,16,10,10,8,8
H03H,-1.0611,-0.1636,1,500,385490,IMPEDANCE NETWORKS. e.g. RESONANT CIRCUITS; RESONATORS   (waveguides. resonators. lines or other devices of the waveguide type H01P),7,7,8,8,27,27,23,23,42,42,23,23,45,45,35,35,62,62,42,42
H03J,-1.2866,-0.1858,1,400,131516,TUNING RESONANT CIRCUITS; SELECTING RESONANT CIRCUITS,4,4,2,2,0,0,2,2,0,0,2,2,6,6,0,0,2,2,1,1
H03K,-0.9745,-0.1178,1,576,839436,PULSE TECHNIQUE (measuring pulse characteristics G01R;modulating sinusoidal oscillations with pulses H03C; transmission of digital information H04L;discriminator circuits detecting phase difference between two signals by counting or integrating cycles of oscillation H03D0003040000;automatic control. starting. synchronisation or stabilisation of generators of electronic oscillations or pulses where the type of generator is irrelevant or unspecified H03L;coding. decoding or code conversion. in general H03M),33,33,30,30,64,64,96,96,77,77,81,81,61,61,49,49,48,48,26,26
H03L,-1.3432,-0.2385,1,366,205722,AUTOMATIC CONTROL. STARTING. SYNCHRONISATION OR STABILISATION OF GENERATORS OF ELECTRONIC OSCILLATIONS OR PULSES (generation of oscillations H03B),7,7,6,6,7,7,4,4,14,14,16,16,6,6,5,5,11,11,4,4
H03M,-1.1705,-0.2621,1,471,604678,CODING. DECODING OR CODE CONVERSION. IN GENERAL (using fluidic means F15C0004000000;optical analogue/digital converters G02F0007000000;coding. decoding or code conversion. specially adapted for particular applications. see the relevant subclasses. e.g. G01D. G01R. G06F. G06T. G09G. G10L. G11B. G11C. H04B. H04L. H04M. H04N;ciphering or deciphering for cryptography or other purposes involving the need for secrecy G09C),35,35,50,50,96,96,203,203,269,269,336,336,231,231,239,239,189,189,128,128
H04B,-1.0791,-0.1821,1,607,2896413,TRANSMISSION,285,285,481,481,801,801,1136,1136,1410,1410,1481,1481,1833,1833,2044,2044,2059,2059,1298,1298
H04H,-1.2884,-0.3024,1,385,297697,BROADCAST COMMUNICATION (multiplex communication H04J;pictorial communication aspects of broadcast systems H04N),19,19,17,17,34,34,37,37,45,45,40,40,31,31,32,32,22,22,13,13
H04J,-1.317,-0.2587,1,429,855255,MULTIPLEX COMMUNICATION (peculiar to transmission of digital information H04L0005000000;systems for the simultaneous or sequential transmission of more than one television signal H04N0007080000;in exchanges H04Q0011000000),12,12,13,13,36,36,40,40,55,55,60,60,69,69,71,71,68,68,35,35
H04K,-1.3665,-0.3072,1,303,96831,SECRET COMMUNICATION; JAMMING OF COMMUNICATION,9,9,44,44,80,80,125,125,115,115,130,130,129,129,142,142,151,151,98,98
H04L,-1.0569,-0.2166,1,603,4354504,TRANSMISSION OF DIGITAL INFORMATION. e.g. TELEGRAPHIC COMMUNICATION (arrangements common to telegraphic and telephonic communication H04M),1346,1346,2199,2199,3606,3606,4946,4946,6161,6161,6839,6839,6452,6452,8441,8441,7909,7909,4854,4854
H04M,-0.9849,-0.2172,1,587,1753096,TELEPHONIC COMMUNICATION (circuits for controlling other apparatus via a telephone cable and not involving telephone switching apparatus G08),410,410,595,595,828,828,866,866,943,943,914,914,855,855,655,655,526,526,250,250
H04N,-0.7276,-0.2375,1,627,4469263,PICTORIAL COMMUNICATION. e.g. TELEVISION,8731,8731,9381,9381,10370,10370,10955,10955,12183,12183,13062,13062,12053,12053,10340,10340,8631,8631,4129,4129
H04Q,-1.0878,-0.1697,1,572,1279187,SELECTING (switches. relays. selectors H01H; wireless communication networks H04W),52,52,52,52,69,69,87,87,130,130,148,148,258,258,268,268,244,244,144,144
H04R,-0.9435,-0.2271,1,588,543469,LOUDSPEAKERS. MICROPHONES. GRAMOPHONE PICK-UPS OR LIKE ACOUSTIC ELECTROMECHANICAL TRANSDUCERS; DEAF-AID SETS; PUBLIC ADDRESS SYSTEMS (producing sounds with frequency not determined by supply frequency G10K),115,115,210,210,362,362,349,349,471,471,595,595,553,553,487,487,316,316,142,142
H04S,-1.3525,-0.3358,1,235,99103,STEREOPHONIC SYSTEMS,11,11,15,15,29,29,27,27,67,67,56,56,66,66,67,67,54,54,27,27
H04W,-1.0592,-0.1768,1,558,2778766,WIRELESS COMMUNICATION NETWORKS (broadcast communication H04H;communication systems using wireless links for non-selective communication. e.g. wireless extensions H04M0001720000),766,766,1178,1178,1799,1799,2461,2461,3170,3170,3971,3971,4270,4270,4501,4501,4396,4396,2592,2592
H05B,-0.1148,0.0494,1,642,1577311,ELECTRIC HEATING;  ELECTRIC LIGHT SOURCES NOT OTHERWISE PROVIDED FOR; CIRCUIT ARRANGEMENTS FOR ELECTRIC LIGHT SOURCES. IN GENERAL,134,134,201,201,229,229,294,294,253,253,337,337,282,282,290,290,323,323,200,200
H05C,-0.3884,-0.065,8,280,6483,ELECTRIC CIRCUITS OR APPARATUS SPECIALLY DESIGNED FOR USE IN EQUIPMENT FOR KILLING. STUNNING. ENCLOSING OR GUIDING LIVING BEINGS (stationary means for catching or killing insects by electric means A01M0001220000;apparatus for the destruction of noxious animals. other than insects. by electricity A01M0019000000;electric traps for animals A01M0023380000;slaughtering or stunning by electric current A22B0003060000),1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
H05F,-0.1238,-0.2233,1,548,80661,STATIC ELECTRICITY; NATURALLY-OCCURRING ELECTRICITY,0,0,3,3,6,6,11,11,12,12,23,23,25,25,14,14,14,14,5,5
