id,x,y,cluster,weight<Links>,weight<Total link strength>,label,score<AI2015>,Weight<AICount2015>,score<AI2016>,Weight<AICount2016>,score<AI2017>,Weight<AICount2017>,score<AI2018>,Weight<AICount2018>,score<AI2019>,Weight<AICount2019>,score<AI2020>,Weight<AICount2020>,score<AI2021>,Weight<AICount2021>,score<AI2022>,Weight<AICount2022>,score<AI2023>,Weight<AICount2023>,score<AI2024>,Weight<AICount2024>
C12F,1.5254,-0.025,3,184,10078,RECOVERY OF BY-PRODUCTS OF FERMENTED SOLUTIONS (removal of yeast from wine or sparkling wine C12G0001080000); DENATURED ALCOHOL; PREPARATION THEREOF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12G,1.479,-0.1334,3,370,116866,WINE; PREPARATION THEREOF; ALCOHOLIC BEVERAGES (beer C12C); PREPARATION OF ALCOHOLIC BEVERAGES NOT PROVIDED FOR IN SUBCLASSES C12C OR C12H,3,3,25,25,9,9,25,25,25,25,17,17,12,12,11,11,13,13,3,3
C12H,1.4656,-0.0938,3,343,59755,PASTEURISATION. STERILISATION. PRESERVATION. PURIFICATION. CLARIFICATION OR AGEING OF ALCOHOLIC BEVERAGES; METHODS FOR ALTERING THE ALCOHOL CONTENT OF FERMENTED SOLUTIONS OR ALCOHOLIC BEVERAGES  (deacidification of wine C12G0001100000;preventing winestone precipitation C12G0001120000;simulation ageing by flavouring C12G0003060000),4,4,11,11,2,2,10,10,14,14,12,12,8,8,19,19,12,12,5,5
C12J,1.6523,-0.1903,3,152,13048,VINEGAR; PREPARATION OR PURIFICATION THEREOF,0,0,0,0,0,0,2,2,2,2,0,0,1,1,3,3,0,0,0,0
C12L,1.1235,-0.0601,3,136,2598,PITCHING OR DEPITCHING MACHINES; CELLAR TOOLS,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
C12M,0.8757,-0.0797,3,541,604452,APPARATUS FOR ENZYMOLOGY OR MICROBIOLOGY  (installations for fermenting manure A01C0003020000; preservation of living parts of humans or animals A01N0001100000; brewing apparatus C12C; fermentation apparatus for wine C12G; apparatus for preparing vinegar C12J0001100000),46,46,73,73,74,74,105,105,127,127,178,178,203,203,166,166,139,139,74,74
C12N,1.1232,-0.1813,3,583,5498886,MICROORGANISMS OR ENZYMES; COMPOSITIONS THEREOF; PROPAGATING. PRESERVING. OR MAINTAINING MICROORGANISMS; MUTATION OR GENETIC ENGINEERING; CULTURE MEDIA (microbiological testing media C12Q0001000000),21,21,63,63,34,34,55,55,83,83,119,119,124,124,147,147,140,140,84,84
C12P,1.282,-0.1883,3,521,2537341,FERMENTATION OR ENZYME-USING PROCESSES TO SYNTHESISE A DESIRED CHEMICAL COMPOUND OR COMPOSITION OR TO SEPARATE OPTICAL ISOMERS FROM A RACEMIC MIXTURE,4,4,5,5,0,0,0,0,15,15,7,7,15,15,14,14,9,9,7,7
C12Q,0.9068,-0.2197,3,521,2281910,MEASURING OR TESTING PROCESSES INVOLVING ENZYMES. NUCLEIC ACIDS OR MICROORGANISMS (immunoassay G01N0033530000); COMPOSITIONS OR TEST PAPERS THEREFOR; PROCESSES OF PREPARING SUCH COMPOSITIONS; CONDITION-RESPONSIVE CONTROL IN MICROBIOLOGICAL OR ENZYMOLOGICAL PROCESSES,45,45,96,96,97,97,175,175,232,232,349,349,332,332,353,353,277,277,149,149
C12R,1.3586,-0.1867,3,436,1557377,INDEXING SCHEME ASSOCIATED WITH SUBCLASSES C12C-C12Q. RELATING TO MICROORGANISMS,2,2,4,4,0,0,6,6,5,5,6,6,11,11,25,25,35,35,21,21
C13B,1.3556,-0.0277,3,338,34479,PRODUCTION OF SUCROSE; APPARATUS SPECIALLY ADAPTED THEREFOR (chemically synthesised sugars or sugar derivatives C07H; fermentation or enzyme-using processes for preparing compounds containing saccharide radicals C12P0019000000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C13K,1.5327,-0.1657,3,246,50797,SACCHARIDES OBTAINED FROM NATURAL SOURCES OR BY HYDROLYSIS OF NATURALLY OCCURRING DISACCHARIDES. OLIGOSACCHARIDES OR POLYSACCHARIDES (production of sucrose C13B;chemically synthesised sugars or sugar derivatives C07H;polysaccharides. e.g. starch. derivatives thereof C08B;malt C12C;fermentation or enzyme-using processes for preparing compounds containing saccharide radicals C12P0019000000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
C14B,0.4255,-0.7126,2,379,20407,MECHANICAL TREATMENT OR PROCESSING OF SKINS. HIDES. OR LEATHER IN GENERAL; PELT-SHEARING MACHINES; INTESTINE-SPLITTING MACHINES (mechanical cleaning of hides or the like D06G),0,0,2,2,1,1,8,8,3,3,3,3,1,1,3,3,1,1,2,2
C14C,0.7838,-0.5737,2,376,50455,TREATING SKINS. HIDES OR LEATHER WITH CHEMICALS. ENZYMES OR MICROORGANISMS. e.g. TANNING. IMPREGNATING OR FINISHING; APPARATUS THEREFOR; COMPOSITIONS FOR TANNING (bleaching  of leather or furs D06L;dyeing of leather or furs D06P),0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
C21B,0.7261,0.622,7,455,161870,MANUFACTURE OF IRON OR STEEL (preliminary treatment of ferrous ores or scrap C22B0001000000),5,5,12,12,9,9,17,17,16,16,23,23,31,31,22,22,20,20,14,14
C21C,0.603,0.5672,7,487,206800,PROCESSING OF PIG-IRON. e.g. REFINING. MANUFACTURE OF WROUGHT-IRON OR STEEL; TREATMENT IN MOLTEN STATE OF FERROUS ALLOYS,5,5,10,10,10,10,14,14,22,22,21,21,32,32,33,33,43,43,31,31
C21D,0.2456,0.2953,5,572,641518,MODIFYING THE PHYSICAL STRUCTURE OF FERROUS METALS; GENERAL DEVICES FOR HEAT TREATMENT OF FERROUS OR NON-FERROUS METALS OR ALLOYS; MAKING METAL MALLEABLE. e.g. BY DECARBURISATION OR TEMPERING (cementation by diffusion processes C23C;surface treatment of metallic material involving at least one process provided for in class C23 and at least one process covered by this subclass C23F0017000000;unidirectional solidification of eutectic materials or unidirectional demixing of eutectoid materials C30B),29,29,30,30,36,36,51,51,44,44,53,53,79,79,54,54,57,57,30,30
C22B,0.7195,0.3918,3,547,429672,PRODUCTION OR REFINING OF METALS (making metallic powder or suspensions thereof B22F0009000000; production of metals by electrolysis or electrophoresis  C25); PRETREATMENT OF RAW MATERIALS,3,3,4,4,4,4,6,6,13,13,22,22,18,18,25,25,26,26,6,6
C22C,0.2141,0.2436,5,612,1253798,ALLOYS (treatment of alloys C21D. C22F),7,7,17,17,39,39,28,28,22,22,21,21,24,24,28,28,32,32,27,27
C22F,0.251,0.3063,5,470,281908,CHANGING THE PHYSICAL STRUCTURE OF NON-FERROUS METALS OR NON-FERROUS ALLOYS (processes specific to heat treatment of ferrous alloys or steels and devices for heat treatment of metals or alloys C21D),2,2,1,1,15,15,6,6,7,7,12,12,8,8,5,5,17,17,11,11
C23C,0.1399,0.0535,5,626,1647438,COATING METALLIC MATERIAL; COATING MATERIAL WITH METALLIC MATERIAL; SURFACE TREATMENT OF METALLIC MATERIAL BY DIFFUSION INTO THE SURFACE. BY CHEMICAL CONVERSION OR SUBSTITUTION; COATING BY VACUUM EVAPORATION. BY SPUTTERING. BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION. IN GENERAL (making metal-coated products by extrusion B21C0023220000;covering with metal by connecting pre-existing layers to articles. see the relevant places. e.g. B21D0039000000. B23K;metallising of glass C03C;metallising mortars. concrete. artificial stone. ceramics or natural stone C04B0041000000;enamelling of. or applying a vitreous layer to. metals C23D;treating metal surfaces or coating of metals by electrolysis or electrophoresis C25D;single-crystal film growth C30B;by metallising textiles D06M0011830000;decorating textiles by locally metallising D06Q0001040000),33,33,55,55,78,78,89,89,120,120,159,159,145,145,111,111,99,99,66,66
C23D,0.4219,0.0664,5,331,24370,ENAMELLING OF. OR APPLYING A VITREOUS LAYER TO. METALS,4,4,4,4,2,2,0,0,4,4,0,0,0,0,2,2,0,0,0,0
C23F,0.3244,0.043,5,577,374992,NON-MECHANICAL REMOVAL OF METALLIC MATERIAL FROM SURFACES (working of metal by electro-erosion B23H;desurfacing by applying flames B23K0007000000;working metal by laser beam B23K0026000000); INHIBITING CORROSION OF METALLIC MATERIAL; INHIBITING INCRUSTATION IN GENERAL (treating metal surfaces or coating of metals by electrolysis or electrophoresis C25D. C25F); MULTI-STEP PROCESSES FOR SURFACE TREATMENT OF METALLIC MATERIAL INVOLVING AT LEAST ONE PROCESS PROVIDED FOR IN CLASS C23 AND AT LEAST ONE PROCESS COVERED BY SUBCLASS C21D OR C22F OR CLASS C25,4,4,2,2,1,1,7,7,6,6,7,7,5,5,10,10,8,8,3,3
C23G,0.5237,0.0713,5,515,169848,CLEANING OR DEGREASING OF METALLIC MATERIAL BY CHEMICAL METHODS OTHER THAN ELECTROLYSIS,7,7,4,4,2,2,2,2,2,2,4,4,12,12,9,9,6,6,8,8
C25B,0.6379,0.2429,3,544,270711,ELECTROLYTIC OR ELECTROPHORETIC PROCESSES FOR THE PRODUCTION OF COMPOUNDS OR NON- METALS; APPARATUS THEREFOR (anodic or cathodic protection C23F0013000000;single-crystal growth C30B),0,0,1,1,4,4,7,7,3,3,4,4,15,15,29,29,18,18,16,16
C25C,0.6722,0.3225,3,448,95426,PROCESSES FOR THE ELECTROLYTIC PRODUCTION. RECOVERY OR REFINING OF METALS; APPARATUS THEREFOR (anodic or cathodic protection C23F0013000000;single-crystal growth C30B),8,8,7,7,5,5,5,5,14,14,14,14,10,10,23,23,19,19,9,9
C25D,0.2485,0.0059,5,587,396231,PROCESSES FOR THE ELECTROLYTIC OR ELECTROPHORETIC PRODUCTION OF COATINGS; ELECTROFORMING (manufacturing printed circuits by metal deposition H05K0003180000); JOINING WORKPIECES BY ELECTROLYSIS; APPARATUS THEREFOR (anodic or cathodic protection C23F0013000000;single-crystal growth C30B),13,13,9,9,9,9,15,15,20,20,20,20,31,31,38,38,18,18,8,8
C25F,0.3366,0.0379,5,423,65282,PROCESSES FOR THE ELECTROLYTIC REMOVAL OF MATERIALS FROM OBJECTS; APPARATUS THEREFOR (treatment of water. waste water or sewage by electrochemical methods C02F0001460000;anodic or cathodic protection C23F0013000000),0,0,0,0,2,2,0,0,2,2,3,3,2,2,2,2,4,4,0,0
C30B,0.1595,-0.0054,1,511,338294,SINGLE-CRYSTAL GROWTH (by using ultra-high pressure. e.g. for the formation of diamonds. B01J0003060000); UNIDIRECTIONAL SOLIDIFICATION OF EUTECTIC MATERIAL OR UNIDIRECTIONAL DEMIXING OF EUTECTOID MATERIAL; REFINING BY ZONE-MELTING OF MATERIAL (zone-refining of metals or alloys C22B); PRODUCTION OF A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE (casting of metals. casting of other substances by the same processes or devices B22D;working of plastics B29;modifying the physical structure of metals or alloys C21D. C22F); SINGLE CRYSTALS OR HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE; AFTER-TREATMENT OF SINGLE CRYSTALS OR A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE (for producing semiconductor devices or parts thereof H01L. H10); APPARATUS THEREFOR,4,4,3,3,9,9,12,12,18,18,37,37,50,50,30,30,36,36,19,19
C40B,1.0259,-0.2027,3,327,214762,COMBINATORIAL CHEMISTRY; LIBRARIES. e.g. CHEMICAL LIBRARIES   (in silico combinatorial libraries of nucleic acids. proteins or peptides G16B0035000000;in silico combinatorial chemistry G16C0020600000),7,7,9,9,10,10,13,13,11,11,20,20,11,11,15,15,11,11,4,4
C99Z,1.3115,-0.276,3,63,387,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D01B,0.8254,-0.6316,2,337,15225,MECHANICAL TREATMENT OF NATURAL FIBROUS OR FILAMENTARY MATERIAL TO OBTAIN FIBRES OR FILAMENTS. e.g. FOR SPINNING (crude extraction of asbestos fibres from ores B03B;apparatus for retting D01C),1,1,0,0,0,0,6,6,1,1,0,0,2,2,4,4,0,0,1,1
D01C,0.9584,-0.6735,2,291,12794,CHEMICAL OR BIOLOGICAL TREATMENT OF NATURAL FILAMENTARY OR FIBROUS MATERIAL TO OBTAIN FILAMENTS OR FIBRES FOR SPINNING; CARBONISING RAGS TO RECOVER ANIMAL FIBRES,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
D01D,0.563,-0.6664,2,531,282994,MECHANICAL METHODS OR APPARATUS IN THE MANUFACTURE OF MAN-MADE FILAMENTS. THREADS. FIBRES. BRISTLES OR RIBBONS (working or processing of metal wire B21F;fibres or filaments of softened glass. minerals or slag C03B0037000000),0,0,12,12,28,28,13,13,13,13,19,19,15,15,9,9,14,14,7,7
D01F,0.5614,-0.5698,2,557,587024,CHEMICAL FEATURES IN THE MANUFACTURE OF MAN-MADE FILAMENTS. THREADS. FIBRES. BRISTLES OR RIBBONS; APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OF CARBON FILAMENTS,1,1,0,0,9,9,3,3,2,2,4,4,7,7,1,1,5,5,5,5
D01G,0.5349,-0.703,2,443,54878,PRELIMINARY TREATMENT OF FIBRES. e.g. FOR SPINNING (winding or unwinding. conducting or guiding laps. webs. slivers. or rovings in general. sliver or roving cans. depositing in sliver or roving cans B65H;preparation of fibres for paper-making D21),3,3,5,5,1,1,4,4,2,2,11,11,3,3,10,10,2,2,1,1
D01H,0.3228,-0.7765,2,483,88706,SPINNING OR TWISTING (twisting oakum D01G0035000000;crimping or curling of fibres. filaments. or yarns D02G0001000000),13,13,8,8,20,20,9,9,46,46,34,34,27,27,9,9,26,26,10,10
D02G,0.4336,-0.7737,2,527,229411,CRIMPING OR CURLING FIBRES. FILAMENTS. YARNS. OR THREADS; YARNS OR THREADS,2,2,1,1,2,2,9,9,2,2,7,7,7,7,4,4,3,3,3,3
D02H,0.3079,-1.0295,2,203,11906,WARPING. BEAMING. OR LEASING,0,0,1,1,0,0,3,3,0,0,2,2,4,4,5,5,2,2,0,0
D02J,0.5397,-0.8686,2,441,87223,FINISHING OR DRESSING OF FILAMENTS. YARNS. THREADS. CORDS. ROPES. OR THE LIKE (curling or crimping D02G;by treatment with liquids. gases or vapours D06B;finishing other than by liquid treatment. of yarns in warp or sheet form D06C;for chemical matters. seeD06L. D06M. D06P. D06Q;treatment during rope-making. apparatus for treating ropes auxiliary to rope-making D07B),0,0,0,0,2,2,6,6,0,0,1,1,4,4,0,0,2,2,0,0
D03C,0.1649,-0.9266,2,293,16383,SHEDDING MECHANISMS; PATTERN CARDS OR CHAINS; PUNCHING OF CARDS; DESIGNING PATTERNS,2,2,3,3,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1
D03D,0.2764,-0.7752,2,569,305914,WOVEN FABRICS; METHODS OF WEAVING; LOOMS,1,1,2,2,12,12,7,7,9,9,18,18,18,18,9,9,9,9,3,3
D03J,0.3254,-1.008,2,308,25770,AUXILIARY WEAVING APPARATUS; WEAVERS' TOOLS; SHUTTLES,0,0,0,0,1,1,2,2,0,0,5,5,3,3,4,4,4,4,1,1
D04B,0.2537,-0.817,2,514,151764,KNITTING,2,2,4,4,9,9,6,6,4,4,16,16,10,10,4,4,7,7,5,5
D04C,0.2772,-0.7107,2,405,27659,BRAIDING OR MANUFACTURE OF LACE. INCLUDING BOBBIN-NET OR CARBONISED LACE; BRAIDING MACHINES; BRAID; LACE (machines for making soles from strips of material A43D0029000000;cane working B27J0001000000),2,2,2,2,1,1,4,4,2,2,5,5,2,2,2,2,0,0,3,3
D04D,0.2025,-0.8904,2,305,17115,TRIMMINGS; RIBBONS. TAPES. OR BANDS. NOT OTHERWISE PROVIDED FOR (fittings or trimmings for hats. e.g. hat bands. A42C0005000000;decorating art B44;yarns or threads D02G;weaving D03;braid or lace D04C;non-woven fabrics D04H),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D04G,0.309,-0.8211,2,238,7363,MAKING NETS BY KNOTTING OF FILAMENTARY MATERIAL; MAKING KNOTTED CARPETS OR TAPESTRIES; KNOTTING NOT OTHERWISE PROVIDED FOR (binding knotters for harvesters A01D0059040000;wire netting B21F;tying articles by knotting B65B;knotting in association with winding or unwinding B65H0069000000;knotting in weaving D03J),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
D04H,0.4211,-0.5754,2,570,499118,MAKING TEXTILE FABRICS. e.g. FROM FIBRES OR FILAMENTARY MATERIAL (weaving D03;knitting D04B;braiding D04C;net-making D04G;sewing D05B;tufting D05C;finishing non-woven fabrics D06); FABRICS MADE BY SUCH PROCESSES OR APPARATUS. e.g. FELTS. NON-WOVEN FABRICS; COTTON-WOOL; WADDING (non-woven fabrics having an intermediate or external layer of a different kind. e.g. of woven fabric. B32B),0,0,3,3,4,4,10,10,7,7,7,7,4,4,4,4,4,4,4,4
D05B,0.0712,-0.7609,2,489,66690,SEWING (appliances for the tailoring trade A41H;sewing tables A47B0029000000;sewing in bookbinding B42B0002000000;sewing machines modified for knitting D04B0039080000),10,10,11,11,29,29,25,25,33,33,40,40,30,30,36,36,37,37,13,13
D05C,0.1965,-0.8932,2,366,38731,EMBROIDERING (programme-controlled sewing machines with embroidering capability D05B0019000000. D05B0021000000); TUFTING (making non-woven fabrics D04H;sewing D05B),2,2,3,3,7,7,22,22,16,16,18,18,11,11,2,2,4,4,2,2
D06B,0.5097,-0.7552,2,508,173641,TREATING TEXTILE MATERIALS USING LIQUIDS. GASES OR VAPOURS (mechanical treatment of natural fibrous or filamentary material to obtain fibres or filaments D01B),1,1,5,5,7,7,11,11,10,10,6,6,8,8,17,17,6,6,8,8
D06C,0.4378,-0.7932,2,480,152394,FINISHING. DRESSING. TENTERING OR STRETCHING TEXTILE FABRICS,2,2,1,1,7,7,8,8,5,5,7,7,8,8,11,11,9,9,1,1
D06F,0.1361,-0.1042,6,580,219218,LAUNDERING. DRYING. IRONING. PRESSING OR FOLDING TEXTILE ARTICLES,17,17,25,25,40,40,93,93,281,281,127,127,112,112,146,146,104,104,17,17
D06G,0.4577,-0.8494,2,274,25761,MECHANICAL OR PRESSURE CLEANING OF CARPETS. RUGS. SACKS. HIDES. OR OTHER SKIN OR TEXTILE ARTICLES OR FABRICS; TURNING INSIDE-OUT FLEXIBLE TUBULAR OR OTHER HOLLOW ARTICLES,0,0,0,0,0,0,1,1,6,6,5,5,4,4,9,9,11,11,1,1
D06H,0.2688,-0.7589,2,444,88408,MARKING. INSPECTING. SEAMING OR SEVERING TEXTILE MATERIALS (seaming by sewing D05B),10,10,11,11,14,14,24,24,25,25,35,35,25,25,29,29,21,21,9,9
D06J,0.3269,-0.9191,2,162,5627,PLEATING. KILTING OR GOFFERING TEXTILE FABRICS OR WEARING APPAREL (by sewing D05B),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D06L,0.9778,-0.5137,3,402,126998,DRY-CLEANING. WASHING OR BLEACHING FIBRES. FILAMENTS. THREADS. YARNS. FABRICS. FEATHERS OR MADE-UP FIBROUS GOODS; BLEACHING LEATHER OR FURS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
D06M,0.5817,-0.5572,2,585,705234,TREATMENT. NOT PROVIDED FOR ELSEWHERE IN CLASS D06. OF FIBRES. THREADS. YARNS. FABRICS. FEATHERS OR FIBROUS GOODS MADE FROM SUCH MATERIALS,0,0,1,1,0,0,7,7,3,3,5,5,7,7,5,5,4,4,6,6
D06N,0.3814,-0.5882,2,503,222657,WALL. FLOOR. OR LIKE COVERING MATERIALS. e.g. LINOLEUM. OILCLOTH. ARTIFICIAL LEATHER. ROOFING FELT. CONSISTING OF A FIBROUS WEB COATED WITH A LAYER OF MACROMOLECULAR MATERIAL; FLEXIBLE SHEET MATERIAL NOT OTHERWISE PROVIDED FOR,1,1,0,0,0,0,1,1,4,4,0,0,1,1,1,1,0,0,2,2
D06P,0.7048,-0.6484,2,488,294795,DYEING OR PRINTING TEXTILES; DYEING LEATHER. FURS OR SOLID MACROMOLECULAR SUBSTANCES IN ANY FORM,0,0,1,1,7,7,4,4,4,4,6,6,5,5,4,4,3,3,3,3
D06Q,0.3639,-0.8451,2,329,36112,DECORATING TEXTILES (textile threads. filaments. yarns or tow. glued on macromolecular material D06N0007000000),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D07B,0.0871,-0.3819,2,478,70003,ROPES OR CABLES IN GENERAL (joining ropes or cables to one another or to other objects B65H0069000000. F16G0011000000;mechanical finishing or dressing of ropes D02J;decorative ropes or cords D04D;suspension cables for bridges E01D0019160000;specially adapted for driving. or for being driven by. pulleys or other gearing elements F16G0009000000;electric cables or joints insofar as electrical aspects are essential H01B. H01R),1,1,1,1,1,1,2,2,2,2,0,0,2,2,0,0,4,4,2,2
D21B,1.0741,-0.2855,3,374,65328,FIBROUS RAW MATERIALS OR THEIR MECHANICAL TREATMENT,0,0,0,0,2,2,1,1,0,0,0,0,0,0,3,3,1,1,0,0
D21C,1.0858,-0.216,3,453,151208,PRODUCTION OF CELLULOSE BY REMOVING NON-CELLULOSE SUBSTANCES FROM CELLULOSE- CONTAINING MATERIALS; REGENERATION OF PULPING LIQUORS; APPARATUS THEREFOR,0,0,0,0,0,0,2,2,0,0,7,7,0,0,2,2,0,0,1,1
D21D,1.0474,-0.1953,3,358,59138,TREATMENT OF THE MATERIALS BEFORE PASSING TO THE PAPER-MAKING MACHINE,1,1,0,0,2,2,3,3,1,1,7,7,0,0,1,1,0,0,0,0
D21F,0.6359,-0.4093,2,513,167891,PAPER-MAKING MACHINES; METHODS OF PRODUCING PAPER THEREON,1,1,1,1,11,11,1,1,4,4,4,4,7,7,10,10,1,1,0,0
D21G,0.5165,-0.4096,2,363,65150,CALENDERS; ACCESSORIES FOR PAPER-MAKING MACHINES (winders or rewinders for finished products. means for adjustment of wrinkles or lateral extensions B65H),0,0,9,9,11,11,5,5,7,7,3,3,4,4,5,5,1,1,1,1
D21H,0.6329,-0.4164,2,557,560788,PULP COMPOSITIONS; PREPARATION THEREOF NOT COVERED BY SUBCLASSES D21C. D21D; IMPREGNATING OR COATING OF PAPER; TREATMENT OF FINISHED PAPER NOT COVERED BY CLASS B31 OR SUBCLASS D21G; PAPER NOT OTHERWISE PROVIDED FOR,2,2,2,2,5,5,0,0,1,1,4,4,3,3,4,4,7,7,3,3
D21J,0.6857,-0.4534,2,378,35196,FIBREBOARD; MANUFACTURE OF ARTICLES FROM CELLULOSIC FIBROUS SUSPENSIONS OR FROM PAPIER-MÂCHÉ (manufacture of articles by dry processes B27N),0,0,1,1,2,2,5,5,5,5,14,14,11,11,11,11,3,3,3,3
D99Z,0.3901,-0.4789,2,20,26,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01B,-0.542,0.4476,4,491,94307,PERMANENT WAY; PERMANENT-WAY TOOLS; MACHINES FOR MAKING RAILWAYS OF ALL KINDS (derailing or rerailing blocks on track. track brakes or retarders B61K;removal of foreign matter from the permanent way. vegetation control. applying liquids E01H),9,9,20,20,22,22,43,43,39,39,57,57,42,42,33,33,41,41,14,14
E01C,-0.037,0.1856,6,557,302246,CONSTRUCTION OF. OR SURFACES FOR. ROADS. SPORTS GROUNDS. OR THE LIKE; MACHINES OR AUXILIARY TOOLS FOR CONSTRUCTION OR REPAIR (forming road or like surfaces by compacting or grading snow or ice E01H),18,18,71,71,80,80,74,74,97,97,128,128,130,130,132,132,175,175,84,84
E01D,-0.2385,0.3059,6,447,154869,BRIDGES (bridges extending between terminal buildings and aircraft for embarking or disembarking passengers B64F0001305000),50,50,56,56,75,75,76,76,100,100,131,131,101,101,111,111,130,130,100,100
E01F,-0.3738,0.1342,6,519,244914,ADDITIONAL WORK. SUCH AS EQUIPPING ROADS OR THE CONSTRUCTION OF PLATFORMS. HELICOPTER LANDING STAGES. SIGNS. SNOW FENCES. OR THE LIKE,46,46,48,48,157,157,143,143,184,184,291,291,260,260,237,237,195,195,58,58
E01H,-0.0468,0.3313,6,493,101237,STREET CLEANING; CLEANING OF PERMANENT WAYS; CLEANING BEACHES; CLEANING LAND; DISPERSING FOG IN GENERAL (mowers convertible to apparatus for sweeping or cleaning lawns or other surfaces. e.g. to remove snow. or capable of sweeping or cleaning lawns or other surfaces A01D0042060000;cleaning in general B08B),17,17,71,71,117,117,140,140,189,189,208,208,254,254,230,230,218,218,57,57
E02B,-0.1279,0.4592,6,563,309809,HYDRAULIC ENGINEERING (ship-lifting E02C;dredging E02F),28,28,70,70,76,76,106,106,159,159,208,208,157,157,153,153,171,171,80,80
E02C,-0.4563,0.6712,6,181,3021,SHIP-LIFTING DEVICES OR MECHANISMS,0,0,0,0,0,0,0,0,0,0,9,9,0,0,2,2,0,0,1,1
E02D,-0.1124,0.3422,6,578,525454,FOUNDATIONS; EXCAVATIONS; EMBANKMENTS (specially adapted for hydraulic engineering E02B); UNDERGROUND OR UNDERWATER STRUCTURES,16,16,23,23,45,45,50,50,62,62,99,99,106,106,135,135,164,164,123,123
E02F,-0.2783,0.4784,4,539,317513,DREDGING; SOIL-SHIFTING (winning peat E21C0049000000),50,50,141,141,88,88,121,121,197,197,211,211,204,204,250,250,201,201,59,59
E03B,0.0598,0.415,6,528,209974,INSTALLATIONS OR METHODS FOR OBTAINING. COLLECTING. OR DISTRIBUTING WATER (drilling wells. obtaining fluids in general from wells E21B;pipe-line systems in general F17D),1,1,10,10,10,10,29,29,26,26,30,30,34,34,24,24,22,22,23,23
E03C,0.1353,0.3401,6,487,184440,DOMESTIC PLUMBING INSTALLATIONS FOR FRESH WATER OR WASTE WATER (not connected to either water-supply main or to waste pipe A47K;devices of the kind used in the ground E03B. E03F); SINKS,2,2,1,1,8,8,17,17,23,23,10,10,21,21,7,7,13,13,2,2
E03D,0.0728,0.2507,6,453,106614,WATER-CLOSETS OR URINALS WITH FLUSHING DEVICES; FLUSHING VALVES THEREFOR,3,3,8,8,21,21,36,36,23,23,20,20,32,32,11,11,13,13,8,8
E03F,0.0704,0.4137,6,486,233754,SEWERS; CESSPOOLS,12,12,39,39,52,52,66,66,103,103,121,121,134,134,135,135,141,141,67,67
E04B,-0.0991,0.0892,6,619,1183831,GENERAL BUILDING CONSTRUCTIONS; WALLS. e.g. PARTITIONS; ROOFS; FLOORS; CEILINGS; INSULATION OR OTHER PROTECTION OF BUILDINGS (border constructions of openings in walls. floors. or ceilings E06B0001000000),11,11,5,5,30,30,52,52,58,58,73,73,76,76,62,62,66,66,32,32
E04C,0.0012,0.0175,6,588,592815,STRUCTURAL ELEMENTS; BUILDING MATERIALS (for bridges E01D;specially designed for insulation or other protection E04B;elements used as building aids E04G;for mining E21;for tunnels E21D;structural elements with broader range of application than for building engineering F16. particularly F16S),1,1,2,2,9,9,11,11,12,12,12,12,20,20,11,11,21,21,15,15
E04D,-0.0411,0.1495,6,539,290370,ROOF COVERINGS; SKY-LIGHTS; GUTTERS; ROOF-WORKING TOOLS (coverings of outer walls by plaster or other porous material E04F0013000000),0,0,3,3,7,7,13,13,15,15,22,22,19,19,15,15,24,24,12,12
E04F,-0.001,-0.0255,6,588,625210,FINISHING WORK ON BUILDINGS. e.g. STAIRS. FLOORS (windows. doors E06B),27,27,57,57,80,80,114,114,352,352,340,340,227,227,229,229,197,197,91,91
