,id,x,y,cluster,weight<Links>,weight<Total link strength>,label
1127,B62H,-0.9418,-0.3065,1,318,50612,CYCLE STANDS; SUPPORTS OR HOLDERS FOR PARKING OR STORING CYCLES; APPLIANCES PREVENTING OR INDICATING UNAUTHORISED USE OR THEFT OF CYCLES; LOCKS INTEGRAL WITH CYCLES; DEVICES FOR LEARNING TO RIDE CYCLES
1129,B62J,-0.9064,-0.2498,1,495,209955,CYCLE SADDLES OR SEATS; AUXILIARY DEVICES OR ACCESSORIES SPECIALLY ADAPTED TO CYCLES AND NOT OTHERWISE PROVIDED FOR， e.g. ARTICLE CARRIERS OR CYCLE PROTECTORS
1130,B62K,-0.7934,-0.2716,1,516,213853,CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS， FORECARS， OR THE LIKE
1131,B62L,-1.0399,-0.3891,1,279,43059,BRAKES SPECIALLY ADAPTED FOR CYCLES
1132,B62M,-0.8931,-0.2536,1,474,164077,RIDER PROPULSION OF WHEELED VEHICLES OR SLEDGES; POWERED PROPULSION OF SLEDGES OR CYCLES; TRANSMISSIONS SPECIALLY ADAPTED FOR SUCH VEHICLES (arrangements or mounting of transmissions in vehicles in general B60K;transmission elements per seF16)
1142,B63B,-0.482,-0.284,1,670,470225,SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (arrangements of vessel ventilation， heating， cooling， or air-conditioning B63J0002000000;floating substructures as supports of dredgers or soil-shifting machines E02F0009060000)
1143,B63C,-0.6092,-0.2281,1,529,116511,LAUNCHING， HAULING-OUT， OR DRY-DOCKING OF VESSELS; LIFE-SAVING IN WATER; EQUIPMENT FOR DWELLING OR WORKING UNDER WATER; MEANS FOR SALVAGING OR SEARCHING FOR UNDERWATER OBJECTS (floating nets， floating slipways， or the like for recovering aircraft from the water B63B0035520000)
1147,B63G,-0.635,-0.1035,1,431,52344,OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS; MINE-LAYING; MINE-SWEEPING; SUBMARINES; AIRCRAFT CARRIERS (means of attack or defence in general， e.g. turrets， F41H)
1148,B63H,-0.8852,-0.2533,1,558,196222,MARINE PROPULSION OR STEERING (propulsion of air-cushion vehicles B60V0001140000;specially adapted for submarines， other than nuclear propulsion， B63G; specially adapted for torpedoes F42B0019000000)
1149,B63J,-0.6815,-0.259,1,387,57194,AUXILIARIES ON VESSELS
1158,B64B,-0.6442,-0.0569,1,355,15632,LIGHTER-THAN-AIR AIRCRAFT (ground installations for aircraft in general B64F)
1159,B64C,-0.856,-0.1252,1,611,414656,AEROPLANES; HELICOPTERS 
1160,B64D,-0.7297,-0.0385,1,616,441344,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLIGHT SUITS; PARACHUTES; ARRANGEMENT OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS IN AIRCRAFT
1162,B64F,-0.5573,-0.1296,1,498,135508,GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS SPECIALLY ADAPTED FOR USE IN CONNECTION WITH AIRCRAFT; DESIGNING， MANUFACTURING， ASSEMBLING， CLEANING， MAINTAINING OR REPAIRING AIRCRAFT， NOT OTHERWISE PROVIDED FOR; HANDLING， TRANSPORTING， TESTING OR INSPECTING AIRCRAFT COMPONENTS， NOT OTHERWISE PROVIDED FOR
1163,B64G,-0.7635,0.2139,1,528,82718,COSMONAUTICS; VEHICLES OR EQUIPMENT THEREFOR
1172,B64U,-0.6785,0.0897,1,357,45635,UNMANNED AERIAL VEHICLES [UAV]; EQUIPMENT THEREFOR
1174,B65B,0.1218,-0.2763,4,712,710015,MACHINES， APPARATUS OR DEVICES FOR， OR METHODS OF， PACKAGING ARTICLES OR MATERIALS; UNPACKING (bundling and pressing devices for cigars A24C0001440000; devices for tensioning and securing binders adapted to be supported by the article or articles to be bound B25B0025000000; applying closure members to bottles， jars or similar containers B67B0001000000-B67B0006000000; concurrent cleaning， filling and closing of bottles B67C0007000000; emptying bottles， jars， cans， casks， barrels or similar containers B67C0009000000)
1175,B65C,0.0924,-0.1392,4,510,89033,LABELLING OR TAGGING MACHINES， APPARATUS， OR PROCESSES (nailing or stapling in general B25C， B27F;processes for applying decalcomanias B44C0001160000;applying labels for packaging purposes B65B;labels， name-plates G09F)
1176,B65D,0.0512,-0.3189,4,889,2128655,CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS， e.g. BAGS， BARRELS， BOTTLES， BOXES， CANS， CARTONS， CRATES， DRUMS， JARS， TANKS， HOPPERS， FORWARDING CONTAINERS; ACCESSORIES， CLOSURES， OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES
1178,B65F,-0.0987,-0.2475,4,533,116190,GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE (disinfecting refuse A61L;refuse disintegrators B02C;sorting refuse B03B， B07B;handcarts for transporting refuse receptacles B62B;sack holders B65B0067000000;converting refuse into fertilisers C05F;converting refuse into solid fuels C10L;sewers， cesspools E03F;arrangements in buildings for the disposal of refuse E04F0017100000;refuse-consuming furnaces F23G)
1179,B65G,-0.1191,-0.1899,4,775,1364421,TRANSPORT OR STORAGE DEVICES， e.g. CONVEYORS FOR LOADING OR TIPPING， SHOP CONVEYOR SYSTEMS OR PNEUMATIC TUBE CONVEYORS (packaging B65B;handling thin or filamentary materials， e.g. paper sheets or thread， B65H;cranes B66C;portable or mobile lifting or hauling appliances， e.g. hoists， B66D;devices for lifting or lowering goods for loading or unloading purposes， e.g. fork-lift trucks， B66F0009000000;emptying bottles， jars， cans， casks， barrels or similar containers， not otherwise provided for， B67C0009000000;delivering or transferring liquids B67D; filling or discharging vessels for liquefied， solidified or compressed gases F17C;pipe-line systems for fluids F17D)
1180,B65H,0.1723,-0.3157,3,764,1136185,HANDLING THIN OR FILAMENTARY MATERIAL， e.g. SHEETS， WEBS， CABLES
1196,B66B,-0.7192,-0.2553,1,553,150481,ELEVATORS; ESCALATORS OR MOVING WALKWAYS (life-saving devices used as an alternative to normal egress means， e.g. stairs， during rescue to lower persons in cages， bags， or similar supports from buildings or other structures  A62B0001020000; equipment for handling freight or for facilitating passenger embarkation or the like to aircraft B64D0009000000;braking or detent devices characterised by their application to lifting or hoisting gear B66D0005000000)
1197,B66C,-0.5612,-0.2849,1,622,296708,CRANES; LOAD-ENGAGING ELEMENTS OR DEVICES FOR CRANES， CAPSTANS， WINCHES， OR TACKLES (rope， cable， or chain winding mechanisms， braking or detent devices therefor B66D;specially adapted for nuclear reactors G21)
1198,B66D,-0.9724,-0.5095,1,542,109680,CAPSTANS; WINCHES; TACKLES， e.g. PULLEY BLOCKS; HOISTS (winding or unwinding ropes or cables for feeding or storage purposes B65H;rope or cable-winding or unwinding mechanisms for lifts B66B;hoisting devices specially adapted for suspended scaffolds E04G0003320000)
1200,B66F,-0.8052,-0.4046,1,617,276276,HOISTING， LIFTING， HAULING， OR PUSHING， NOT OTHERWISE PROVIDED FOR， e.g. DEVICES WHICH APPLY A LIFTING OR PUSHING FORCE DIRECTLY TO THE SURFACE OF A LOAD (mounting artificial islands on piles or like supports E02B0017000000;scaffolds combined with lifting devices E04G0001220000， E04G0003280000;lifting devices for sliding forms E04G0011240000;lifting of buildings E04G0023060000;shores or struts E04G0025000000;lifts or other hoisting devices on ladders E06C0007120000;props for mining E21D0015000000)
1214,B67B,-0.1717,-0.5795,4,508,62214,APPLYING CLOSURE MEMBERS TO BOTTLES， JARS， OR SIMILAR CONTAINERS; OPENING CLOSED CONTAINERS (opening or closing devices attached to， or incorporated in， containers or container closures B65D)
1215,B67C,0.0651,-0.3661,4,467,78556,FILLING WITH LIQUIDS OR SEMILIQUIDS， OR EMPTYING， OF BOTTLES， JARS， CANS， CASKS， BARRELS， OR SIMILAR CONTAINERS， NOT OTHERWISE PROVIDED FOR; FUNNELS
1216,B67D,-0.0408,-0.2812,4,643,254378,DISPENSING， DELIVERING， OR TRANSFERRING LIQUIDS， NOT OTHERWISE PROVIDED FOR (cleaning pipes or tubes or systems of pipes or tubes B08B0009020000;emptying or filling of bottles， jars， cans， casks， barrels， or similar containers， not otherwise provided for B67C;water supply E03;pipe systems F17D;domestic hot-water supply systems F24D;measuring volume， volume flow， mass flow or liquid level， metering by volume G01F;coin-freed or like apparatus G07F)
1225,B68B,0.172,-0.1622,5,182,2755,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE
1226,B68C,0.1785,-0.2172,5,173,2489,SADDLES; STIRRUPS
1228,B68F,0.1725,-0.4214,3,171,2573,MAKING ARTICLES FROM LEATHER， CANVAS， OR THE LIKE
1229,B68G,-0.0028,-0.5167,3,366,55754,METHODS， EQUIPMENT， OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR
1270,B81B,-0.1286,0.4087,2,473,204851,MICROSTRUCTURAL DEVICES OR SYSTEMS， e.g. MICROMECHANICAL DEVICES  (piezoelectric， electrostrictive or magnetostrictive elements per seH10N0030000000， H10N0035000000)
1271,B81C,-0.0264,0.3461,2,416,148633,PROCESSES OR APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OR TREATMENT OF MICROSTRUCTURAL DEVICES OR SYSTEMS (making microcapsules or microballoons B01J0013020000;processes or apparatus specially adapted for the manufacture or treatment of piezoelectric， electrostrictive or magnetostrictive elements per seH10N0030010000)
1276,B82B,0.4506,0.2834,3,448,121129,NANOSTRUCTURES FORMED BY MANIPULATION OF INDIVIDUAL ATOMS， MOLECULES， OR LIMITED COLLECTIONS OF ATOMS OR MOLECULES AS DISCRETE UNITS; MANUFACTURE OR TREATMENT THEREOF
1277,B82Y,0.4177,0.2446,3,538,406720,SPECIFIC USES OR APPLICATIONS OF NANOSTRUCTURES; MEASUREMENT OR ANALYSIS OF NANOSTRUCTURES; MANUFACTURE  OR TREATMENT OF NANOSTRUCTURES
1294,B99Z,-0.3702,0.2378,2,13,26,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
1302,C01B,0.49,0.0439,3,740,1519468,NON-METALLIC ELEMENTS; COMPOUNDS THEREOF (fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000; production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B)
1303,C01C,0.5771,0.0098,3,423,83095,AMMONIA; CYANOGEN; COMPOUNDS THEREOF (salts of oxyacids of halogens C01B0011000000;peroxides， salts of peroxyacids C01B0015000000;thiosulfates， dithionites， polythionates C01B0017640000;compounds containing selenium or tellurium C01B0019000000;azides C01B0021080000;metal amides C01B0021092000;nitrites C01B0021500000;phosphides C01B0025080000;salts of oxyacids of phosphorus C01B0025160000;compounds containing silicon C01B0033000000;compounds containing boron C01B0035000000;fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000;production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B)
1304,C01D,0.5352,0.0205,3,452,98392,COMPOUNDS OF ALKALI METALS， i.e. LITHIUM， SODIUM， POTASSIUM， RUBIDIUM， CAESIUM， OR FRANCIUM (metal hydrides C01B0006000000; salts of oxyacids of halogens C01B0011000000; peroxides， salts of peroxyacids C01B0015000000; sulfides or polysulfides C01B0017220000; thiosulfates， dithionites， polythionates C01B0017640000; compounds containing selenium or tellurium C01B0019000000; binary compounds of nitrogen with metals C01B0021060000; azides C01B0021080000; metal amides C01B0021092000; nitrites C01B0021500000; phosphides C01B0025080000; salts of oxyacids of phosphorus C01B0025160000; carbides C01B0032900000; compounds containing silicon C01B0033000000; compounds containing boron C01B0035000000; cyanides C01C0003080000; salts of cyanic acid C01C0003140000; salts of cyanamide C01C0003160000; thiocyanates C01C0003200000; fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000; obtaining metal compounds from mixtures， e.g. ores， which are intermediate compounds in a metallurgical process for obtaining a free metal C22B; production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B)
1306,C01F,0.4785,0.1028,3,558,283310,COMPOUNDS OF THE METALS BERYLLIUM， MAGNESIUM， ALUMINIUM， CALCIUM， STRONTIUM， BARIUM， RADIUM， THORIUM， OR OF THE RARE EARTH METALS (metal hydrides C01B0006000000;salts of oxyacids of halogens C01B0011000000;peroxides， salts of peroxyacids C01B0015000000;sulfides or polysulfides of magnesium， calcium， strontium， or barium C01B0017420000;thiosulfates， dithionites， polythionates C01B0017640000;compounds containing selenium or tellurium C01B0019000000;binary compounds of nitrogen with metals C01B0021060000;azides C01B0021080000;metal amides C01B0021092000;nitrites C01B0021500000;phosphides C01B0025080000;salts of oxyacids of phosphorus C01B0025160000;carbides C01B0032900000;  compounds containing silicon C01B0033000000;compounds containing boron C01B0035000000;compounds having molecular sieve properties but not having base-exchange properties C01B0037000000;compounds having molecular sieve and base-exchange properties， e.g. crystalline zeolites， C01B0039000000;cyanides C01C0003080000;salts of cyanic acid C01C0003140000;salts of cyanamide C01C0003160000;thiocyanates C01C0003200000;  fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000;obtaining metal compounds from mixtures， e.g. ores， which are intermediate compounds in a metallurgical process for obtaining a free metal C22B;production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B)
1307,C01G,0.4664,0.1282,3,596,609378,COMPOUNDS CONTAINING METALS NOT COVERED BY SUBCLASSES C01D OR C01F (metal hydrides C01B0006000000; salts of oxyacids of halogens C01B0011000000; peroxides， salts of peroxyacids C01B0015000000; thiosulfates， dithionites， polythionates C01B0017640000; compounds containing selenium or tellurium C01B0019000000; binary compounds of nitrogen with metals C01B0021060000; azides C01B0021080000; metal amides C01B0021092000; nitrites C01B0021500000; phosphides C01B0025080000; salts of oxyacids of phosphorus C01B0025160000; carbides C01B0032900000; compounds containing silicon C01B0033000000; compounds containing boron C01B0035000000; compounds having molecular sieve properties but not having base-exchange properties C01B0037000000; compounds having molecular sieve and base-exchange properties， e.g. crystalline zeolites， C01B0039000000; cyanides C01C0003080000; salts of cyanic acid C01C0003140000; salts of cyanamide C01C0003160000; thiocyanates C01C0003200000; fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000; obtaining metal compounds from mixtures， e.g. ores， which are intermediate compounds in a metallurgical process for obtaining a free metal C21B， C22B; production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B)
1327,C02F,0.4928,-0.1024,3,709,1512892,TREATMENT OF WATER， WASTE WATER， SEWAGE， OR SLUDGE (processes for making harmful chemical substances harmless， or less harmful， by effecting a chemical change in the substances A62D0003000000;separation， settling tanks or filter devices  B01D;special arrangements on waterborne vessels of installations for treating water， waste water or sewage， e.g. for producing fresh water， B63J;adding materials to water to prevent corrosion C23F;treating radioactively-contaminated liquids G21F0009040000)
1341,C03B,0.1931,0.0838,3,638,370342,MANUFACTURE OR SHAPING OF GLASS， OR OF MINERAL OR SLAG WOOL; SUPPLEMENTARY PROCESSES IN THE MANUFACTURE OR SHAPING OF GLASS， OR OF MINERAL OR SLAG WOOL (surface treatment C03C)
1342,C03C,0.2949,0.1318,3,689,769886,CHEMICAL COMPOSITION OF GLASSES， GLAZES OR VITREOUS ENAMELS; SURFACE TREATMENT OF GLASS; SURFACE TREATMENT OF FIBRES OR FILAMENTS MADE FROM GLASS， MINERALS OR SLAGS; JOINING GLASS TO GLASS OR OTHER MATERIALS
1354,C04B,0.2682,-0.0342,3,771,1443019,LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF， e.g. MORTARS， CONCRETE OR LIKE BUILDING MATERIALS; ARTIFICIAL STONE; CERAMICS (devitrified glass-ceramics C03C0010000000); REFRACTORIES (alloys based on refractory metals C22C); TREATMENT OF NATURAL STONE
1367,C05B,1.0156,-0.0549,3,319,37870,PHOSPHATIC FERTILISERS
1368,C05C,1.06,-0.0396,3,326,53262,NITROGENOUS FERTILISERS
1369,C05D,1.0627,-0.0629,3,336,59136,INORGANIC FERTILISERS NOT COVERED BY SUBCLASSES C05B， C05C; FERTILISERS PRODUCING CARBON DIOXIDE
1370,C05F,1.0638,-0.1224,3,504,202397,ORGANIC FERTILISERS NOT COVERED BY SUBCLASSES C05B， C05C， e.g. FERTILISERS FROM WASTE OR REFUSE
1371,C05G,0.9846,-0.0537,3,432,218825,MIXTURES OF FERTILISERS COVERED INDIVIDUALLY BY DIFFERENT SUBCLASSES OF CLASS C05; MIXTURES OF ONE OR MORE FERTILISERS WITH ADDITIVES NOT HAVING A SPECIFIC FERTILISING ACTIVITY (organic fertilisers containing added bacterial cultures， mycelia or the like C05F0011080000;organic fertilisers containing plant vitamins or hormones C05F0011100000); FERTILISERS CHARACTERISED BY THEIR FORM
1378,C06B,-0.0151,-0.0394,7,484,63006,EXPLOSIVE OR THERMIC COMPOSITIONS (blasting F42D); MANUFACTURE THEREOF; USE OF SINGLE SUBSTANCES AS EXPLOSIVES
1379,C06C,-0.3365,0.0057,7,337,22128,DETONATING OR PRIMING DEVICES; FUSES; CHEMICAL LIGHTERS; PYROPHORIC COMPOSITIONS
1380,C06D,-0.139,-0.0968,7,332,32096,MEANS FOR GENERATING SMOKE OR MIST; GAS-ATTACK COMPOSITIONS; GENERATION OF GAS FOR BLASTING OR PROPULSION (CHEMICAL PART)
1382,C06F,0.164,0.0688,7,226,2243,MATCHES; MANUFACTURE OF MATCHES
1394,C07B,0.997,0.1901,5,554,1049212,GENERAL METHODS OF ORGANIC CHEMISTRY; APPARATUS THEREFOR (preparation of carboxylic acid esters by telomerisation C07C0067470000;processes for preparing macromolecular compounds， e.g. telomerisation C08F， C08G)
1395,C07C,1.0328,0.157,5,808,3890791,ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08;production of organic compounds by electrolysis or electrophoresis C25B0003000000， C25B0007000000)
1396,C07D,1.1567,0.1705,5,805,5583093,HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)
1398,C07F,0.8954,0.2059,5,639,1339046,ACYCLIC， CARBOCYCLIC， OR HETEROCYCLIC COMPOUNDS CONTAINING ELEMENTS OTHER THAN CARBON， HYDROGEN， HALOGEN， OXYGEN， NITROGEN， SULFUR， SELENIUM OR TELLURIUM (metal-containing porphyrins C07D0487220000;macromolecular compounds C08)
1399,C07G,1.3368,0.1751,5,377,157561,COMPOUNDS OF UNKNOWN CONSTITUTION (sulfonated fats， oils or waxes of undetermined constution C07C0309620000)
1400,C07H,1.2669,0.2528,5,597,1443414,SUGARS; DERIVATIVES THEREOF; NUCLEOSIDES; NUCLEOTIDES; NUCLEIC ACIDS (derivatives of aldonic or saccharic acids C07C， C07D;aldonic acids， saccharic acids C07C0059105000， C07C0059285000;cyanohydrins C07C0255160000;glycals C07D;compounds of unknown constitution C07G;polysaccharides， derivatives thereof C08B;DNA or RNA concerning genetic engineering， vectors， e.g. plasmids， or their isolation， preparation or purification C12N0015000000;sugar industry C13)
1402,C07J,1.3337,0.2203,5,435,223699,STEROIDS (seco-steroids C07C)
1403,C07K,1.2573,0.2669,5,691,4248242,PEPTIDES (peptides containing β-lactam rings C07D;cyclic dipeptides not having in their molecule any other peptide link than those which form their ring， e.g. piperazine-2，5-diones， C07D;ergot alkaloids of the cyclic peptide type C07D0519020000; single cell proteins， enzymes C12N;genetic engineering processes for obtaining peptides C12N0015000000)
1418,C08B,1.273,0.0465,5,541,422054,POLYSACCHARIDES; DERIVATIVES THEREOF (polysaccharides containing less than six saccharide radicals attached to each other by glycosidic linkages C07H;fermentation or enzyme-using processes C12P0019000000;production of cellulose D21)
1419,C08C,0.6701,0.0463,3,414,108688,TREATMENT OR CHEMICAL MODIFICATION OF RUBBERS
1422,C08F,0.6617,0.1107,3,771,2291750,MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS (production of liquid hydrocarbon mixtures from lower carbon number hydrocarbons， e.g. by oligomerisation， C10G0050000000;fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture C12P;graft polymerisation of monomers containing carbon-to-carbon unsaturated bonds on to fibres， threads， yarns， fabrics or fibrous goods made from such materials D06M0014000000)
1423,C08G,0.6141,0.046,3,785,2731596,MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS (fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture C12P)
1424,C08H,0.958,0.0578,3,386,83218,DERIVATIVES OF NATURAL MACROMOLECULAR COMPOUNDS (polysaccharides C08B;natural rubber C08C;natural resins or their derivatives C09F;working up pitch， asphalt or bitumen C10C0003000000)
1426,C08J,0.5616,-0.0401,3,763,3021108,WORKING-UP; GENERAL PROCESSES OF COMPOUNDING; AFTER-TREATMENT NOT COVERED BY SUBCLASSES C08B， C08C， C08F， C08G or C08H (working， e.g. shaping， of plastics B29)
1427,C08K,0.5348,0.033,3,773,3304738,USE OF INORGANIC OR NON-MACROMOLECULAR ORGANIC SUBSTANCES AS COMPOUNDING INGREDIENTS (paints， inks， varnishes， dyes， polishes， adhesives C09)
1428,C08L,0.5607,0.0063,3,841,4922731,COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F， C08G;artificial filaments or fibres D01F;textile treating compositions D06)
1440,C09B,1.001,0.077,3,617,533651,ORGANIC DYES OR CLOSELY-RELATED COMPOUNDS FOR PRODUCING DYES; MORDANTS; LAKES (fermentation or enzyme-using processes to synthesise a desired chemical compound C12P)
1441,C09C,0.6264,0.0607,3,529,334233,TREATMENT OF INORGANIC MATERIALS， OTHER THAN FIBROUS FILLERS， TO ENHANCE THEIR PIGMENTING OR FILLING PROPERTIES (treatment of materials specially adapted to enhance their filling properties in mortars， concrete or artificial stone C04B0014000000， C04B0018000000， C04B0020000000); PREPARATION OF CARBON BLACK
1442,C09D,0.562,0.0998,3,777,2268926,COATING COMPOSITIONS， e.g. PAINTS， VARNISHES OR LACQUERS; FILLING PASTES; CHEMICAL PAINT OR INK REMOVERS; INKS; CORRECTING FLUIDS; WOODSTAINS; PASTES OR SOLIDS FOR COLOURING OR PRINTING; USE OF MATERIALS THEREFOR (cosmetics A61K;processes for applying liquids or other fluent materials to surfaces， in general， B05D;staining wood B27K0005020000;glazes or vitreous enamels C03C;natural resins， French polish， drying-oils， driers， turpentine， per se， C09F;polishing compositions other than French polish， ski waxes C09G;adhesives or use of materials as adhesives C09J;materials for sealing or packing joints or covers C09K0003100000;materials for stopping leaks C09K0003120000;processes for the electrolytic or electrophoretic production of coatings C25D)
1444,C09F,0.8977,0.1094,3,314,20558,NATURAL RESINS; FRENCH POLISH; DRYING-OILS; OIL DRYING AGENTS， i.e. SICCATIVES; TURPENTINE
1445,C09G,0.4324,0.0627,3,340,80185,POLISHING COMPOSITIONS (French polish C09F0011000000); SKI WAXES
1446,C09H,0.9919,0.0188,5,205,10314,PREPARATION OF GLUE OR GELATINE
1448,C09J,0.4878,-0.0519,3,695,1094571,ADHESIVES; NON-MECHANICAL ASPECTS OF ADHESIVE PROCESSES IN GENERAL; ADHESIVE PROCESSES NOT PROVIDED FOR ELSEWHERE; USE OF MATERIALS AS ADHESIVES   (preparation of glue or gelatine C09H)
1449,C09K,0.4817,0.0173,3,788,2347108,MATERIALS FOR APPLICATIONS NOT OTHERWISE PROVIDED FOR; APPLICATIONS OF MATERIALS NOT OTHERWISE PROVIDED FOR
1463,C10B,0.3668,-0.0709,3,537,144979,DESTRUCTIVE DISTILLATION OF CARBONACEOUS MATERIALS FOR PRODUCTION OF GAS， COKE， TAR， OR SIMILAR MATERIALS (cracking oils C10G;underground gasification of minerals E21B0043295000)
1464,C10C,0.6285,-0.004,3,363,39654,WORKING-UP TAR， PITCH， ASPHALT， BITUMEN; PYROLIGNEOUS ACID
1467,C10F,0.5355,-0.2469,3,197,5442,DRYING OR WORKING-UP OF PEAT
1468,C10G,0.9299,0.138,3,592,485062,CRACKING HYDROCARBON OILS; PRODUCTION OF LIQUID HYDROCARBON MIXTURES， e.g. BY DESTRUCTIVE HYDROGENATION， OLIGOMERISATION， POLYMERISATION (cracking to hydrogen or synthesis gas C01B;cracking or pyrolysis of hydrocarbon gases to individual hydrocarbons or mixtures thereof of definite or specified constitution C07C;cracking to cokes C10B); RECOVERY OF HYDROCARBON OILS FROM OIL-SHALE， OIL-SAND， OR GASES; REFINING MIXTURES MAINLY CONSISTING OF HYDROCARBONS; REFORMING OF NAPHTHA; MINERAL WAXES
1469,C10H,0.3906,0.0653,3,178,1833,PRODUCTION OF ACETYLENE BY WET METHODS
1471,C10J,0.3546,-0.0904,3,426,116588,PRODUCTION OF GASES CONTAINING CARBON MONOXIDE AND HYDROGEN FROM SOLID CARBONACEOUS MATERIALS BY PARTIAL OXIDATION PROCESSES INVOLVING OXYGEN OR STEAM  (underground gasification of minerals E21B0043295000); CARBURETTING AIR OR OTHER GASES
1472,C10K,0.559,-0.0306,3,337,77870,PURIFYING OR MODIFYING THE CHEMICAL COMPOSITION OF COMBUSTIBLE GASES CONTAINING CARBON MONOXIDE
1473,C10L,0.5071,-0.0168,3,579,340327,FUELS NOT OTHERWISE PROVIDED FOR; NATURAL GAS; SYNTHETIC NATURAL GAS OBTAINED BY PROCESSES NOT COVERED BY SUBCLASSES C10G OR  C10K; LIQUEFIED PETROLEUM GAS;  USE OF ADDITIVES TO FUELS OR FIRES;  FIRE-LIGHTERS
1474,C10M,0.5853,0.0541,3,587,432265,LUBRICATING COMPOSITIONS (well drilling compositions C09K0008020000); USE OF CHEMICAL SUBSTANCES EITHER ALONE OR AS LUBRICATING INGREDIENTS IN A LUBRICATING COMPOSITION (mould release， i.e. separating， agents for metals B22C0003000000， for plastics or substances in a plastic state， in general B29C0033560000， for glass C03B0040020000;textile lubricating compositions D06M0011000000， D06M0013000000， D06M0015000000;immersion oils for microscopy G02B0021330000)
1475,C10N,0.6818,0.1043,3,484,272153,INDEXING SCHEME ASSOCIATED WITH SUBCLASS C10M
1482,C11B,1.1204,-0.0388,5,499,300508,PRODUCING， e.g. BY PRESSING RAW MATERIALS OR BY EXTRACTION FROM WASTE MATERIALS， REFINING OR PRESERVING FATS， FATTY SUBSTANCES， e.g. LANOLIN， FATTY OILS OR WAXES; ESSENTIAL OILS; PERFUMES (drying-oils C09F)
1483,C11C,1.1597,-0.0133,5,403,105304,FATTY ACIDS OBTAINED FROM FATS， OILS OR WAXES; CANDLES; FATS， OILS OR FATTY ACIDS OBTAINED BY CHEMICAL MODIFICATION OF FATS， OILS OR FATTY ACIDS
1484,C11D,0.9114,0.085,5,670,700924,DETERGENT COMPOSITIONS; USE OF SINGLE SUBSTANCES AS DETERGENTS; SOAP OR SOAP-MAKING; RESIN SOAPS; RECOVERY OF GLYCEROL
1497,C12C,1.1428,0.0333,5,377,55278,BEER; PREPARATION OF BEER BY FERMENTATION (ageing or ripening by storing C12H0001220000;methods for reducing the alcohol content after fermentation C12H0003000000;  methods for increasing the alcohol content after fermentation C12H0006000000;venting devices for casks， barrels or the like C12L0009000000); PREPARATION OF MALT FOR MAKING BEER; PREPARATION OF HOPS FOR MAKING BEER
1500,C12F,1.1421,-0.0011,5,196,10191,RECOVERY OF BY-PRODUCTS OF FERMENTED SOLUTIONS (removal of yeast from wine or sparkling wine C12G0001080000); DENATURED ALCOHOL; PREPARATION THEREOF
