,id,x,y,cluster,weight<Links>,weight<Total link strength>,label
2273,F02K,-0.8688,-0.1247,1,473,109628,JET-PROPULSION PLANTS (arrangement or mounting of jet-propulsion plants in land vehicles or vehicles in general B60K;arrangement or mounting of jet-propulsion plants in waterborne vessels B63H;controlling aircraft attitude， flight direction or altitude by jet reaction B64C0015000000， B64U0050100000;arrangement or mounting of jet-propulsion plants in aircraft B64D0027000000， B64U0050100000;plants characterised by the power of the working fluid being divided between jet propulsion and another form of propulsion， e.g. propeller， F02B， F02C;features of jet-propulsion plants common to gas-turbine plants， air intakes or fuel supply control of air-breathing jet-propulsion plants F02C)
2275,F02M,-0.9442,-0.2062,1,648,693547,SUPPLYING COMBUSTION ENGINES IN GENERAL WITH COMBUSTIBLE MIXTURES OR CONSTITUENTS THEREOF
2276,F02N,-0.9568,-0.1047,1,425,133877,STARTING OF COMBUSTION ENGINES; STARTING AIDS FOR SUCH ENGINES， NOT OTHERWISE PROVIDED FOR
2278,F02P,-1.174,0.0617,1,457,169565,IGNITION， OTHER THAN COMPRESSION IGNITION， FOR INTERNAL-COMBUSTION ENGINES; TESTING OF IGNITION TIMING IN COMPRESSION-IGNITION ENGINES  (specially adapted for rotary-piston or oscillating-piston engines F02B0053120000; ignition of combustion apparatus in general， glowing plugs F23Q; measuring of physical variables in general G01; controlling in general G05; data processing in general G06; electrical components in general， see section H; sparking plugs H01T)
2286,F03B,-0.7286,-0.2288,1,513,111459,MACHINES OR ENGINES FOR LIQUIDS (machines or engines for liquids and elastic fluids F01;positive-displacement engines for liquids F03C;positive-displacement machines for liquids F04)
2287,F03C,-0.8021,-0.265,1,378,52359,POSITIVE-DISPLACEMENT ENGINES DRIVEN BY LIQUIDS (positive-displacement engines for liquids and elastic fluids F01;positive-displacement machines for liquids F04;fluid-pressure actuators F15B;fluid gearing F16H)
2288,F03D,-0.7419,-0.1079,1,540,196844,WIND MOTORS
2291,F03G,-0.5245,-0.0824,1,547,110556,SPRING， WEIGHT， INERTIA， OR LIKE MOTORS; MECHANICAL-POWER-PRODUCING DEVICES OR MECHANISMS， NOT OTHERWISE PROVIDED FOR OR USING ENERGY SOURCES NOT OTHERWISE PROVIDED FOR (arrangements in connection with power supply in vehicles from force of nature B60K0016000000;electric propulsion with power supply in vehicles from force of nature B60L0008000000)
2292,F03H,-0.3711,0.2802,2,270,9678,PRODUCING A REACTIVE PROPULSIVE THRUST， NOT OTHERWISE PROVIDED FOR (from combustion products F02K)
2300,F04B,-0.6712,-0.235,1,697,582557,POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS; PUMPS (machines for liquids， or pumps， of rotary-piston or oscillating-piston type F04C; non-positive-displacement pumps F04D; pumping of fluid by direct contact of another fluid or by using inertia of fluid to be pumped F04F)
2301,F04C,-0.6622,-0.2643,1,559,212472,ROTARY-PISTON， OR OSCILLATING-PISTON， POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS (engines driven by liquids F03C); ROTARY-PISTON， OR OSCILLATING-PISTON， POSITIVE-DISPLACEMENT PUMPS (engine fuel-injection pumps F02M)
2302,F04D,-0.7429,-0.2238,1,676,490185,NON-POSITIVE-DISPLACEMENT PUMPS (engine fuel-injection pumps F02M;ion pumps H01J0041120000;electrodynamic pumps H02K0044020000)
2304,F04F,-0.429,-0.2869,1,497,57549,PUMPING OF FLUID BY DIRECT CONTACT OF ANOTHER FLUID OR BY USING INERTIA OF FLUID TO BE PUMPED (containers or packages with special means for dispensing liquid or semi-liquid contents by internal gaseous pressure B65D0083140000); SIPHONS
2413,F15B,-0.6826,-0.2684,1,659,432547,SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL; FLUID-PRESSURE ACTUATORS， e.g. SERVOMOTORS; DETAILS OF FLUID-PRESSURE SYSTEMS， NOT OTHERWISE PROVIDED FOR
2414,F15C,-0.4296,-0.0226,1,443,39446,FLUID-CIRCUIT ELEMENTS PREDOMINANTLY USED FOR COMPUTING OR CONTROL PURPOSES (transducers F15B0005000000;fluid dynamics in general F15D;computers comprising fluid elements G06D， G06G)
2415,F15D,-0.5747,-0.1799,1,478,45004,FLUID DYNAMICS， i.e. METHODS OR MEANS FOR INFLUENCING THE FLOW OF GASES OR LIQUIDS
2425,F16B,-0.3498,-0.3219,1,730,832248,DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER， e.g. NAILS， BOLTS， CIRCLIPS， CLAMPS， CLIPS OR WEDGES; JOINTS OR JOINTING (couplings for transmitting rotation F16D)
2426,F16C,-0.3769,-0.2749,1,689,790554,SHAFTS; FLEXIBLE SHAFTS; MECHANICAL MEANS FOR TRANSMITTING MOVEMENT IN A FLEXIBLE SHEATHING; ELEMENTS OF CRANKSHAFT MECHANISMS; PIVOTS; PIVOTAL CONNECTIONS; ROTARY ENGINEERING ELEMENTS OTHER THAN GEARING， COUPLING， CLUTCH OR BRAKE ELEMENTS; BEARINGS
2427,F16D,-0.857,-0.3913,1,717,673472,COUPLINGS FOR TRANSMITTING ROTATION (gearing for conveying rotation F16H， e.g. fluid gearing F16H0039000000-F16H0047000000); CLUTCHES (dynamo-electric clutches H02K0049000000;clutches using electrostatic attraction H02N0013000000); BRAKES (electrodynamic brake systems for vehicles in general B60L0007000000;dynamo-electric brakes H02K0049000000)
2429,F16F,-0.6782,-0.2634,1,692,837211,SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION
2430,F16G,-0.3047,-0.4308,1,570,139501,BELTS， CABLES， OR ROPES， PREDOMINANTLY USED FOR DRIVING PURPOSES; CHAINS; FITTINGS PREDOMINANTLY USED THEREFOR
2431,F16H,-0.7311,-0.3114,1,727,1025859,GEARING
2433,F16J,-0.5261,-0.3089,1,677,533831,PISTONS; CYLINDERS; PRESSURE VESSELS IN GENERAL; SEALINGS
2434,F16K,-0.4758,-0.1993,1,739,845371,VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING
2435,F16L,-0.3859,-0.3662,1,765,1091345,PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES， CABLES OR PROTECTIVE TUBING; MEANS FOR THERMAL INSULATION IN GENERAL
2436,F16M,-0.5445,-0.0001,1,660,587195,FRAMES， CASINGS OR BEDS OF ENGINES， MACHINES OR APPARATUS， NOT SPECIFIC TO ENGINES， MACHINES OR APPARATUS PROVIDED FOR ELSEWHERE; STANDS; SUPPORTS
2437,F16N,-0.436,-0.4841,1,573,150277,LUBRICATING
2439,F16P,-0.1798,-0.4549,6,540,60023,SAFETY DEVICES IN GENERAL
2442,F16S,-0.3385,-0.3198,1,468,57025,CONSTRUCTIONAL ELEMENTS IN GENERAL; STRUCTURES BUILT-UP FROM SUCH ELEMENTS， IN GENERAL
2443,F16T,-0.5853,-0.0408,1,325,16089,STEAM TRAPS OR LIKE APPARATUS FOR DRAINING-OFF LIQUIDS FROM ENCLOSURES PREDOMINANTLY CONTAINING GASES OR VAPOURS
2449,F17B,-0.1884,-0.2058,1,239,3854,GAS-HOLDERS OF VARIABLE CAPACITY (self-acting gas cut-off devices A47J0027620000， G05D;flame traps A62C0004000000;gas mixers B01F， F16K0011000000， G05D0011000000;construction or assembling of bulk storage containers employing civil-engineering techniques E04H0007000000;gas compressors F04;valves F16K;damping pulsations in valves or pipes F16K， F16L;pipes F16L;stopping devices for gas mains F16L0055100000;vessels adapted for storing compressed， liquefied， or solidified gases F17C;gas distribution systems F17D0001040000;detecting leakage F17D0005020000， G01M;supervising or alarm devices F17D0005020000， G08B;control of combustion in burners F23N;gas flow or pressure regulators G05D)
2450,F17C,-0.314,-0.2313,1,607,251625,VESSELS FOR CONTAINING OR STORING COMPRESSED， LIQUEFIED， OR SOLIDIFIED GASES; FIXED-CAPACITY GAS-HOLDERS; FILLING VESSELS WITH， OR DISCHARGING FROM VESSELS， COMPRESSED， LIQUEFIED， OR SOLIDIFIED GASES (storing fluids in natural or artificial cavities or chambers in the earth B65G0005000000;construction or assembling of bulk storage containers employing civil-engineering techniques E04H0007000000;variable-capacity gas-holders F17B;liquefaction or refrigeration machines， plants， or systems F25)
2451,F17D,-0.2841,-0.1032,1,572,147130,PIPE-LINE SYSTEMS; PIPE-LINES (distributing water E03B;pumps or compressors F04;fluid dynamics F15D;valves or the like F16K;pipes， laying pipes， supports， joints， branches， repairing， work on the entire line， accessories F16L;steam traps or the like F16T;fluid-pressure electric cables H01B0009060000)
2489,F21H,-0.3583,0.1064,2,92,920,INCANDESCENT MANTLES; OTHER INCANDESCENT BODIES HEATED BY COMBUSTION
2491,F21K,-0.3831,0.3276,2,484,225117,NON-ELECTRIC LIGHT SOURCES USING LUMINESCENCE; LIGHT SOURCES USING ELECTROCHEMILUMINESCENCE; LIGHT SOURCES USING CHARGES OF COMBUSTIBLE MATERIAL; LIGHT SOURCES USING SEMICONDUCTOR DEVICES AS LIGHT-GENERATING ELEMENTS; LIGHT SOURCES NOT OTHERWISE PROVIDED FOR
2492,F21L,-0.459,0.2382,2,468,118788,LIGHTING DEVICES OR SYSTEMS THEREOF， BEING PORTABLE OR SPECIALLY ADAPTED FOR TRANSPORTATION
2498,F21S,-0.504,0.2968,2,629,1433364,NON-PORTABLE LIGHTING DEVICES; SYSTEMS THEREOF; VEHICLE LIGHTING DEVICES SPECIALLY ADAPTED FOR VEHICLE EXTERIORS
2500,F21V,-0.448,0.2729,2,705,2161746,FUNCTIONAL FEATURES OR DETAILS OF LIGHTING DEVICES OR SYSTEMS THEREOF; STRUCTURAL COMBINATIONS OF LIGHTING DEVICES WITH OTHER ARTICLES， NOT OTHERWISE PROVIDED FOR
2501,F21W,-0.4896,0.2871,2,528,549002,INDEXING SCHEME ASSOCIATED WITH SUBCLASSES F21K， F21L， F21S and F21V， RELATING TO USES OR APPLICATIONS OF LIGHTING DEVICES OR SYSTEMS
2503,F21Y,-0.4502,0.2993,2,572,1131720,INDEXING SCHEME ASSOCIATED WITH SUBCLASSES F21K， F21L， F21S and F21V， RELATING TO THE FORM OR THE KIND OF THE LIGHT SOURCES OR OF THE COLOUR OF THE LIGHT EMITTED
2504,F22B,-0.1702,-0.3394,1,561,228525,METHODS OF STEAM GENERATION; STEAM BOILERS
2506,F22D,-0.1791,-0.3157,1,363,56446,PREHEATING， OR ACCUMULATING PREHEATED， FEED-WATER FOR STEAM GENERATION; FEED-WATER SUPPLY FOR STEAM GENERATION; CONTROLLING WATER LEVEL FOR STEAM GENERATION; AUXILIARY DEVICES FOR PROMOTING WATER CIRCULATION WITHIN STEAM BOILERS
2508,F22G,-0.201,-0.3977,1,309,26442,SUPERHEATING OF STEAM
2517,F23B,-0.115,-0.438,1,332,46830,METHODS OR APPARATUS FOR COMBUSTION USING ONLY SOLID FUEL (for combustion of fuels that are solid at room temperatures， but burned in melted form， e.g. candle wax， C11C0005000000， F23C， F23D;using solid fuel suspended in air F23C， F23D0001000000;using solid fuel suspended in liquids F23C， F23D0011000000;using solid fuel together with fluid fuel or with solid fuel suspended in air， simultaneously or alternately， F23C， F23D0017000000)
2518,F23C,-0.3329,-0.3772,1,491,184990,METHODS OR APPARATUS FOR COMBUSTION USING FLUID FUEL OR SOLID FUEL SUSPENDED IN AIR (burners F23D)
2519,F23D,-0.2906,-0.2644,1,610,237951,BURNERS
2521,F23G,0.0317,-0.2968,1,550,257006,CREMATION FURNACES; CONSUMING WASTE OR LOW GRADE FUELS BY COMBUSTION
2522,F23H,-0.0979,-0.4529,1,251,18493,GRATES (inlets for fluidisation air for fluidised bed combustion apparatus F23C0010200000); CLEANING OR RAKING GRATES
2523,F23J,-0.1367,-0.4116,1,503,235830,REMOVAL OR TREATMENT OF COMBUSTION PRODUCTS OR COMBUSTION RESIDUES; FLUES (combustion apparatus for consuming smoke or fumes， e.g. exhaust gases， F23G0007060000)
2524,F23K,-0.2034,-0.3057,1,477,108306,FEEDING FUEL TO COMBUSTION APPARATUS (fuel feeders specially adapted for fluidised bed combustion apparatus F23C0010220000)
2525,F23L,-0.3203,-0.4452,1,446,157619,SUPPLYING AIR OR NON-COMBUSTIBLE LIQUIDS OR GASES TO COMBUSTION APPARATUS IN GENERAL (firebridges with means for feeding air or steam F23M0003040000;baffles or shields with air supply passages F23M0009040000); VALVES OR DAMPERS SPECIALLY ADAPTED FOR CONTROLLING AIR SUPPLY OR DRAUGHT IN COMBUSTION APPARATUS; INDUCING DRAUGHT IN COMBUSTION APPARATUS; TOPS FOR CHIMNEYS OR VENTILATING SHAFTS; TERMINALS FOR FLUES
2526,F23M,-0.2132,-0.3728,1,429,73854,CASINGS， LININGS， WALLS OR DOORS SPECIALLY ADAPTED FOR COMBUSTION CHAMBERS， e.g. FIREBRIDGES; DEVICES FOR DEFLECTING AIR， FLAMES OR COMBUSTION PRODUCTS IN COMBUSTION CHAMBERS; SAFETY ARRANGEMENTS SPECIALLY ADAPTED FOR COMBUSTION APPARATUS; DETAILS OF COMBUSTION CHAMBERS， NOT OTHERWISE PROVIDED FOR
2527,F23N,-0.3575,-0.2741,1,487,156663,REGULATING OR CONTROLLING COMBUSTION (control devices specially adapted for combustion apparatus in which combustion takes place in a fluidised bed of fuel or other particles F23C0010280000;condition responsive controls for regulating combustion in domestic stoves with open fires for solid fuel F24B0001187000)
2530,F23Q,-0.5067,0.0122,1,534,77717,IGNITION (devices for igniting matches A24F; chemical igniters C06C0009000000); EXTINGUISHING DEVICES
2531,F23R,-0.9765,-0.2603,1,368,85215,GENERATING COMBUSTION PRODUCTS OF HIGH PRESSURE OR HIGH VELOCITY， e.g. GAS-TURBINE COMBUSTION CHAMBERS (fluidised bed combustion apparatus specially adapted for operation at superatmospheric pressures F23C0010160000)
2537,F24B,-0.2371,-0.6335,1,412,37120,DOMESTIC STOVES OR RANGES FOR SOLID FUELS  (for solid fuels in combination with gaseous fuels， liquid fuels or other kinds of energy supply F24C0001020000); IMPLEMENTS FOR USE IN CONNECTION WITH STOVES OR RANGES
2538,F24C,-0.1696,-0.3197,1,586,317768,DOMESTIC STOVES OR RANGES (exclusively for solid fuels F24B); DETAILS OF DOMESTIC STOVES OR RANGES， OF GENERAL APPLICATION
2539,F24D,-0.3797,-0.3863,1,576,288161,DOMESTIC- OR SPACE-HEATING SYSTEMS， e.g. CENTRAL HEATING SYSTEMS; DOMESTIC HOT-WATER SUPPLY SYSTEMS; ELEMENTS OR COMPONENTS THEREFOR (using steam or condensate extracted or exhausted from steam engine plants for heating purposes F01K0017020000)
2541,F24F,-0.3734,-0.301,1,702,756498,AIR-CONDITIONING; AIR-HUMIDIFICATION; VENTILATION; USE OF AIR CURRENTS FOR SCREENING (removing dirt or fumes from areas where they are produced B08B0015000000;vertical ducts for carrying away waste gases from buildings E04F0017020000;tops for chimneys or ventilating shafts， terminals for flues F23L0017020000)
2543,F24H,-0.3597,-0.4104,1,631,368774,FLUID HEATERS， e.g. WATER OR AIR HEATERS， HAVING HEAT-GENERATING MEANS， e.g. HEAT PUMPS， IN GENERAL  (steam generation F22)
2552,F24S,-0.3009,-0.0906,1,531,234241,SOLAR HEAT COLLECTORS; SOLAR HEAT SYSTEMS (for producing mechanical power from solar energy F03G0006000000)
2553,F24T,-0.3534,-0.288,1,233,12961,GEOTHERMAL COLLECTORS; GEOTHERMAL SYSTEMS
2554,F24V,0.1258,-0.2217,1,375,25031,COLLECTION， PRODUCTION OR USE OF HEAT NOT OTHERWISE PROVIDED FOR
2556,F25B,-0.2419,-0.3162,1,653,600927,REFRIGERATION MACHINES， PLANTS OR SYSTEMS; COMBINED HEATING AND REFRIGERATION SYSTEMS; HEAT PUMP SYSTEMS
2557,F25C,-0.1165,-0.3696,1,486,55032,PRODUCING， WORKING OR HANDLING ICE
2558,F25D,-0.112,-0.3422,1,676,500494,REFRIGERATORS; COLD ROOMS; ICE-BOXES; COOLING OR FREEZING APPARATUS NOT OTHERWISE PROVIDED FOR (refrigerated showcases A47F0003040000;thermally-insulated vessels for domestic use A47J0041000000;refrigerated vehicles， see the appropriate subclasses of classes B60-B64;containers with thermal insulation in general B65D0081380000;heat-transfer， heat-exchange or heat-storage materials， e.g. refrigerants， or materials for the production of heat or cold by chemical reactions other than by combustion C09K0005000000;thermally-insulated vessels for liquefied or solidified gases F17C;air-conditioning or air-humidification F24F;refrigeration machines， plants， or systems F25B;cooling of instruments or comparable apparatus without refrigeration G12B)
2564,F25J,0.2358,-0.1107,3,427,82978,LIQUEFACTION， SOLIDIFICATION， OR SEPARATION OF GASES OR GASEOUS MIXTURES BY PRESSURE AND COLD TREATMENT (cryogenic pumps F04B0037080000;gas storage vessels， gas-holders F17;filling vessels with， or discharging from vessels， compressed， liquefied， or solidified gases F17C;refrigeration machines， plants， or systems F25B)
2574,F26B,0.2958,-0.3417,3,677,534657,DRYING SOLID MATERIALS OR OBJECTS BY REMOVING LIQUID THEREFROM (drying devices for combines A01D0041133000;racks for drying fruit or vegetables A01F0025120000;drying foodstuffs A23;drying hair A45D0020000000;body-drying implements A47K0010000000;drying household articles A47L;drying gases or vapours B01D;chemical or physical processes for dewatering or like separating liquids from solids B01D0043000000;centrifugal apparatus B04;drying ceramics C04B0033300000;drying yarns or fabrics in association with some other form of treatment D06C;drying frames for laundry without heating or positive air circulation， domestic laundry-or spin-driers， wringing or hot pressing laundry D06F;furnaces， kilns， ovens F27)
2581,F27B,0.1915,-0.1509,3,617,408529,FURNACES， KILNS， OVENS OR RETORTS IN GENERAL; OPEN SINTERING OR LIKE APPARATUS
2583,F27D,0.1615,-0.2028,3,598,503598,DETAILS OR ACCESSORIES OF FURNACES， KILNS， OVENS OR RETORTS， IN SO FAR AS THEY ARE OF KINDS OCCURRING IN MORE THAN ONE KIND OF FURNACE
2591,F28B,-0.1029,-0.288,1,438,48368,STEAM OR VAPOUR CONDENSERS (condensation of vapours B01D0005000000;condensation during pretreatment of gases prior to electrostatic precipitation of dispersed particles B03C0003014000;steam engine plants having condensers F01K;liquefaction of gases F25J;details of heat-exchange or heat-transfer arrangements of general application F28F)
2592,F28C,-0.0517,-0.5392,1,460,73623,HEAT-EXCHANGE APPARATUS， NOT PROVIDED FOR IN ANOTHER SUBCLASS， IN WHICH THE HEAT-EXCHANGE MEDIA COME INTO DIRECT CONTACT WITHOUT CHEMICAL INTERACTION (heat-transfer， heat-exchange or heat-storage materials C09K0005000000; fluid heaters having heat generating means F24H;with an intermediate heat-transfer medium coming into direct contact with heat-exchange media F28D0015000000-F28D0019000000;details of heat-exchange apparatus of general application F28F)
2593,F28D,-0.1471,-0.2586,1,657,623456,HEAT-EXCHANGE APPARATUS， NOT PROVIDED FOR IN ANOTHER SUBCLASS， IN WHICH THE HEAT-EXCHANGE MEDIA DO NOT COME INTO DIRECT CONTACT (heat-transfer， heat-exchange or heat-storage materials C09K0005000000; fluid heaters having heat generating means and heat transferring means F24H;furnaces F27;details of heat-exchange apparatus of general application F28F); HEAT STORAGE PLANTS OR APPARATUS IN GENERAL
2595,F28F,-0.1985,-0.2357,1,642,640203,DETAILS OF HEAT-EXCHANGE OR HEAT-TRANSFER APPARATUS， OF GENERAL APPLICATION (heat-transfer， heat-exchange or heat-storage materials C09K0005000000;water or air traps， air venting F16)
2596,F28G,-0.1475,-0.4199,1,409,59907,CLEANING OF INTERNAL OR EXTERNAL SURFACES OF HEAT-EXCHANGE OR HEAT-TRANSFER CONDUITS， e.g. WATER TUBES OF BOILERS (cleaning pipes or tubes in general B08B0009020000;devices or arrangements for removing water， minerals， or sludge from boilers while the boiler is in operation， or which remain in position while the boiler is in operation， or are specifically adapted to boilers without any other utility F22B0037480000;removal or treatment of combustion products or combustion residues F23J;removing ice from heat-exchange apparatus F28F0017000000)
2633,F41A,-1.2137,0.0109,7,505,77399,FUNCTIONAL FEATURES OR DETAILS COMMON TO BOTH SMALLARMS AND ORDNANCE， e.g. CANNONS; MOUNTINGS FOR SMALLARMS OR ORDNANCE
2634,F41B,-0.7889,0.0975,7,452,30579,WEAPONS FOR PROJECTING MISSILES WITHOUT USE OF EXPLOSIVE OR COMBUSTIBLE PROPELLANT CHARGE; WEAPONS NOT OTHERWISE PROVIDED FOR (projectiles for fishing， e.g. fish-spears， A01K0081000000; sports implements for throwing A63B0065000000， e.g. boomerangs A63B0065080000; stationary apparatus for projecting sports balls， e.g. tennis balls， A63B0069400000; throwing or slinging toys A63H0033180000;knives， axes B26B; projectiles or missiles other than those incorporating springs as projecting means F42B0006000000)
2635,F41C,-0.9204,-0.1203,7,375,33146,SMALLARMS， e.g. PISTOLS OR RIFLES (projecting missiles without use of explosive or combustible propellant charge F41B); ACCESSORIES THEREFOR
2637,F41F,-0.934,0.0448,7,356,30055,APPARATUS FOR LAUNCHING PROJECTILES OR MISSILES FROM BARRELS， e.g. CANNONS (smallarms F41C); LAUNCHERS FOR ROCKETS OR TORPEDOES; HARPOON GUNS (functional features or details common to both smallarms and ordnance， mountings therefor F41A;projecting missiles without use of explosive or combustible propellant charge F41B)
2638,F41G,-0.674,0.1441,7,401,75191,WEAPON SIGHTS; AIMING (optical aspects thereof G02B)
2639,F41H,-0.4931,0.0163,7,554,90668,ARMOUR; ARMOURED TURRETS; ARMOURED OR ARMED VEHICLES; MEANS OF ATTACK OR DEFENCE， e.g. CAMOUFLAGE， IN GENERAL
2640,F41J,-0.9218,0.2015,7,392,21636,TARGETS; TARGET RANGES; BULLET CATCHERS
2647,F42B,-0.8507,0.0181,7,625,147764,EXPLOSIVE CHARGES， e.g. FOR BLASTING; FIREWORKS; AMMUNITION (explosive compositions C06B;fuzes F42C;blasting F42D)
2648,F42C,-1.0222,0.1319,7,412,41214,AMMUNITION FUZES (blasting cartridge initiators F42B0003100000;chemical aspects C06C); ARMING OR SAFETY MEANS THEREFOR (filling fuzes F42B0033020000;fitting or extracting primers in or from fuzes F42B0033040000;containers for fuzes F42B0039300000)
2649,F42D,-0.5136,-0.0851,7,435,45931,BLASTING (fuses， e.g. fuse cords， C06C0005000000;blasting cartridges F42B0003000000)
2728,F99Z,-0.6187,0.033,1,18,19,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
2737,G01B,-0.1417,0.1802,2,733,1261692,MEASURING LENGTH， THICKNESS OR SIMILAR LINEAR DIMENSIONS; MEASURING ANGLES; MEASURING AREAS; MEASURING IRREGULARITIES OF SURFACES OR CONTOURS
2738,G01C,-0.4629,0.3443,2,647,994710,MEASURING DISTANCES， LEVELS OR BEARINGS; SURVEYING; NAVIGATION; GYROSCOPIC INSTRUMENTS; PHOTOGRAMMETRY OR VIDEOGRAMMETRY (measuring liquid level G01F; radio navigation， determining distance or velocity by use of propagation effects， e.g. Doppler effect， propagation time， of radio waves， analogous arrangements using other waves G01S)
2739,G01D,-0.2679,0.3114,2,707,951804,MEASURING NOT SPECIALLY ADAPTED FOR A SPECIFIC VARIABLE; ARRANGEMENTS FOR MEASURING TWO OR MORE VARIABLES NOT COVERED BY A SINGLE OTHER SUBCLASS; TARIFF METERING APPARATUS; TRANSFERRING OR TRANSDUCING ARRANGEMENTS NOT SPECIALLY ADAPTED FOR A SPECIFIC VARIABLE; MEASURING OR TESTING NOT OTHERWISE PROVIDED FOR
2741,G01F,-0.2293,0.1159,2,687,511782,MEASURING VOLUME， VOLUME FLOW， MASS FLOW， OR LIQUID LEVEL; METERING BY VOLUME
2742,G01G,-0.2127,0.1085,2,634,189186,WEIGHING
2743,G01H,-0.3187,0.3529,2,540,179620,MEASUREMENT OF MECHANICAL VIBRATIONS OR ULTRASONIC， SONIC OR INFRASONIC WAVES
2745,G01J,0.0792,0.4864,2,677,519474,MEASUREMENT OF INTENSITY， VELOCITY， SPECTRAL CONTENT， POLARISATION， PHASE OR PULSE CHARACTERISTICS OF INFRARED， VISIBLE OR ULTRAVIOLET LIGHT; COLORIMETRY; RADIATION PYROMETRY
2746,G01K,-0.1427,0.2151,2,650,381181,MEASURING TEMPERATURE; MEASURING QUANTITY OF HEAT; THERMALLY-SENSITIVE ELEMENTS NOT OTHERWISE PROVIDED FOR (radiation pyrometry G01J0005000000)
2747,G01L,-0.3984,0.2248,2,668,534280,MEASURING FORCE， STRESS， TORQUE， WORK， MECHANICAL POWER， MECHANICAL EFFICIENCY， OR FLUID PRESSURE (weighing G01G)
2748,G01M,-0.4081,0.1589,1,666,756839,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES; TESTING OF STRUCTURES OR APPARATUS， NOT OTHERWISE PROVIDED FOR
2749,G01N,0.4722,0.3403,5,945,5327490,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES (measuring or testing apparatus or processes other than immunoassay， involving enzymes or microorganisms C12M， C12Q)
2751,G01P,-0.4028,0.3433,2,645,422663,MEASURING LINEAR OR ANGULAR SPEED， ACCELERATION， DECELERATION OR SHOCK; INDICATING PRESENCE OR ABSENCE OF MOVEMENT;  INDICATING DIRECTION OF MOVEMENT  (measuring angular rate using gyroscopic effects G01C0019000000;combined measuring devices for measuring two or more variables of movement G01C0023000000;measuring velocity of sound G01H0005000000;measuring velocity of light G01J0007000000;determining direction or velocity of solid objects by reflection or reradiation of radio or other waves and based on propagation effects， e.g. Doppler effect， propagation time or direction of propagation， G01S;measuring speed of nuclear radiation G01T)
2752,G01Q,0.1248,0.5647,2,343,78260,SCANNING-PROBE TECHNIQUES OR APPARATUS; APPLICATIONS OF SCANNING-PROBE TECHNIQUES， e.g. SCANNING-PROBE MICROSCOPY [SPM]
2753,G01R,-0.23,0.55,2,774,1534779,MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES (indicating correct tuning of resonant circuits H03J0003120000)
2754,G01S,-0.4086,0.4829,2,701,1172709,RADIO DIRECTION-FINDING; RADIO NAVIGATION; DETERMINING DISTANCE OR VELOCITY BY USE OF RADIO WAVES; LOCATING OR PRESENCE-DETECTING BY USE OF THE REFLECTION OR RERADIATION OF RADIO WAVES; ANALOGOUS ARRANGEMENTS USING OTHER WAVES
2755,G01T,0.1797,0.5986,2,531,203934,MEASUREMENT OF NUCLEAR OR X-RADIATION (radiation analysis of materials， mass spectrometry G01N0023000000;tubes for determining the presence， intensity， density or energy of radiation or particles  H01J0047000000)
2757,G01V,-0.2424,0.5492,2,637,405465,GEOPHYSICS; GRAVITATIONAL MEASUREMENTS; DETECTING MASSES OR OBJECTS; TAGS (means for indicating the location of accidentally buried， e.g. snow-buried， persons A63B0029020000)
2758,G01W,-0.3957,0.3055,2,428,83526,METEOROLOGY (radar， sonar， lidar or analogous systems， designed for meteorological use G01S0013950000， G01S0015880000， G01S0017950000)
2762,G02B,-0.0848,0.4688,2,823,3269359,OPTICAL ELEMENTS， SYSTEMS OR APPARATUS 
2763,G02C,0.5454,0.2136,6,541,270300,SPECTACLES; SUNGLASSES OR GOGGLES INSOFAR AS THEY HAVE THE SAME FEATURES AS SPECTACLES; CONTACT LENSES
2766,G02F,-0.0755,0.6404,2,670,1748929,OPTICAL DEVICES OR ARRANGEMENTS FOR THE CONTROL OF LIGHT BY MODIFICATION OF THE OPTICAL PROPERTIES OF THE MEDIA OF THE ELEMENTS INVOLVED THEREIN; NON-LINEAR OPTICS; FREQUENCY-CHANGING OF LIGHT; OPTICAL LOGIC ELEMENTS; OPTICAL ANALOGUE/DIGITAL CONVERTERS
2781,G03B,-0.138,0.4611,2,710,1240273,APPARATUS OR ARRANGEMENTS FOR TAKING PHOTOGRAPHS OR FOR PROJECTING OR VIEWING THEM; APPARATUS OR ARRANGEMENTS EMPLOYING ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES; ACCESSORIES THEREFOR (optical parts of such apparatus G02B;photosensitive materials or processes for photographic purposes G03C;apparatus for processing exposed photographic materials G03D)
