id,x,y,cluster,weight<Links>,weight<Total link strength>,label
B62J,-0.8165,0.4455,4,473,209091,CYCLE SADDLES OR SEATS; AUXILIARY DEVICES OR ACCESSORIES SPECIALLY ADAPTED TO CYCLES AND NOT OTHERWISE PROVIDED FOR. e.g. ARTICLE CARRIERS OR CYCLE PROTECTORS
B62K,-0.8293,0.5196,4,490,213775,CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS. FORECARS. OR THE LIKE
B62L,-0.9641,0.712,4,268,43042,BRAKES SPECIALLY ADAPTED FOR CYCLES
B62M,-0.8121,0.5609,4,451,164036,RIDER PROPULSION OF WHEELED VEHICLES OR SLEDGES; POWERED PROPULSION OF SLEDGES OR CYCLES; TRANSMISSIONS SPECIALLY ADAPTED FOR SUCH VEHICLES (arrangements or mounting of transmissions in vehicles in general B60K;transmission elements per seF16)
B63B,-0.3186,0.4597,4,600,469152,SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (arrangements of vessel ventilation. heating. cooling. or air-conditioning B63J0002000000;floating substructures as supports of dredgers or soil-shifting machines E02F0009060000)
B63C,-0.5163,0.3942,4,504,116373,LAUNCHING. HAULING-OUT. OR DRY-DOCKING OF VESSELS; LIFE-SAVING IN WATER; EQUIPMENT FOR DWELLING OR WORKING UNDER WATER; MEANS FOR SALVAGING OR SEARCHING FOR UNDERWATER OBJECTS (floating nets. floating slipways. or the like for recovering aircraft from the water B63B0035520000)
B63G,-0.6571,0.5614,4,420,52331,OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS; MINE-LAYING; MINE-SWEEPING; SUBMARINES; AIRCRAFT CARRIERS (means of attack or defence in general. e.g. turrets. F41H)
B63H,-0.3738,0.6883,4,528,196123,MARINE PROPULSION OR STEERING (propulsion of air-cushion vehicles B60V0001140000;specially adapted for submarines. other than nuclear propulsion. B63G; specially adapted for torpedoes F42B0019000000)
B63J,-0.1537,0.7838,4,375,57065,AUXILIARIES ON VESSELS
B64B,-0.7182,0.3688,4,344,15557,LIGHTER-THAN-AIR AIRCRAFT (ground installations for aircraft in general B64F)
B64C,-0.582,0.3948,4,569,414498,AEROPLANES; HELICOPTERS 
B64D,-0.5516,0.3761,4,562,441088,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLIGHT SUITS; PARACHUTES; ARRANGEMENT OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS IN AIRCRAFT
B64F,-0.6388,0.3268,4,479,135093,GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS SPECIALLY ADAPTED FOR USE IN CONNECTION WITH AIRCRAFT; DESIGNING. MANUFACTURING. ASSEMBLING. CLEANING. MAINTAINING OR REPAIRING AIRCRAFT. NOT OTHERWISE PROVIDED FOR; HANDLING. TRANSPORTING. TESTING OR INSPECTING AIRCRAFT COMPONENTS. NOT OTHERWISE PROVIDED FOR
B64G,-0.5101,0.4237,1,500,82382,COSMONAUTICS; VEHICLES OR EQUIPMENT THEREFOR
B64U,-0.8001,0.3908,4,357,45635,UNMANNED AERIAL VEHICLES [UAV]; EQUIPMENT THEREFOR
B65B,0.2563,-0.2242,2,628,709656,MACHINES. APPARATUS OR DEVICES FOR. OR METHODS OF. PACKAGING ARTICLES OR MATERIALS; UNPACKING (bundling and pressing devices for cigars A24C0001440000; devices for tensioning and securing binders adapted to be supported by the article or articles to be bound B25B0025000000; applying closure members to bottles. jars or similar containers B67B0001000000-B67B0006000000; concurrent cleaning. filling and closing of bottles B67C0007000000; emptying bottles. jars. cans. casks. barrels or similar containers B67C0009000000)
B65C,-0.0852,-0.5731,2,493,88963,LABELLING OR TAGGING MACHINES. APPARATUS. OR PROCESSES (nailing or stapling in general B25C. B27F;processes for applying decalcomanias B44C0001160000;applying labels for packaging purposes B65B;labels. name-plates G09F)
B65D,0.1284,-0.148,2,639,2124457,CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS. e.g. BAGS. BARRELS. BOTTLES. BOXES. CANS. CARTONS. CRATES. DRUMS. JARS. TANKS. HOPPERS. FORWARDING CONTAINERS; ACCESSORIES. CLOSURES. OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES
B65F,0.0971,0.0398,6,514,116040,GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE (disinfecting refuse A61L;refuse disintegrators B02C;sorting refuse B03B. B07B;handcarts for transporting refuse receptacles B62B;sack holders B65B0067000000;converting refuse into fertilisers C05F;converting refuse into solid fuels C10L;sewers. cesspools E03F;arrangements in buildings for the disposal of refuse E04F0017100000;refuse-consuming furnaces F23G)
B65G,0.0238,0.0413,4,637,1362066,TRANSPORT OR STORAGE DEVICES. e.g. CONVEYORS FOR LOADING OR TIPPING. SHOP CONVEYOR SYSTEMS OR PNEUMATIC TUBE CONVEYORS (packaging B65B;handling thin or filamentary materials. e.g. paper sheets or thread. B65H;cranes B66C;portable or mobile lifting or hauling appliances. e.g. hoists. B66D;devices for lifting or lowering goods for loading or unloading purposes. e.g. fork-lift trucks. B66F0009000000;emptying bottles. jars. cans. casks. barrels or similar containers. not otherwise provided for. B67C0009000000;delivering or transferring liquids B67D; filling or discharging vessels for liquefied. solidified or compressed gases F17C;pipe-line systems for fluids F17D)
B65H,-0.0022,-0.5451,2,624,1135192,HANDLING THIN OR FILAMENTARY MATERIAL. e.g. SHEETS. WEBS. CABLES
B66B,-0.5236,0.2331,4,528,150326,ELEVATORS; ESCALATORS OR MOVING WALKWAYS (life-saving devices used as an alternative to normal egress means. e.g. stairs. during rescue to lower persons in cages. bags. or similar supports from buildings or other structures  A62B0001020000; equipment for handling freight or for facilitating passenger embarkation or the like to aircraft B64D0009000000;braking or detent devices characterised by their application to lifting or hoisting gear B66D0005000000)
B66C,-0.3676,0.354,4,579,296126,CRANES; LOAD-ENGAGING ELEMENTS OR DEVICES FOR CRANES. CAPSTANS. WINCHES. OR TACKLES (rope. cable. or chain winding mechanisms. braking or detent devices therefor B66D;specially adapted for nuclear reactors G21)
B66D,-0.4782,0.4129,4,509,109611,CAPSTANS; WINCHES; TACKLES. e.g. PULLEY BLOCKS; HOISTS (winding or unwinding ropes or cables for feeding or storage purposes B65H;rope or cable-winding or unwinding mechanisms for lifts B66B;hoisting devices specially adapted for suspended scaffolds E04G0003320000)
B66F,-0.4368,0.3298,4,579,275872,HOISTING. LIFTING. HAULING. OR PUSHING. NOT OTHERWISE PROVIDED FOR. e.g. DEVICES WHICH APPLY A LIFTING OR PUSHING FORCE DIRECTLY TO THE SURFACE OF A LOAD (mounting artificial islands on piles or like supports E02B0017000000;scaffolds combined with lifting devices E04G0001220000. E04G0003280000;lifting devices for sliding forms E04G0011240000;lifting of buildings E04G0023060000;shores or struts E04G0025000000;lifts or other hoisting devices on ladders E06C0007120000;props for mining E21D0015000000)
B67B,0.3083,-0.1725,2,479,62171,APPLYING CLOSURE MEMBERS TO BOTTLES. JARS. OR SIMILAR CONTAINERS; OPENING CLOSED CONTAINERS (opening or closing devices attached to. or incorporated in. containers or container closures B65D)
B67C,0.3972,-0.1016,2,452,78517,FILLING WITH LIQUIDS OR SEMILIQUIDS. OR EMPTYING. OF BOTTLES. JARS. CANS. CASKS. BARRELS. OR SIMILAR CONTAINERS. NOT OTHERWISE PROVIDED FOR; FUNNELS
B67D,0.2023,0.1415,2,583,254114,DISPENSING. DELIVERING. OR TRANSFERRING LIQUIDS. NOT OTHERWISE PROVIDED FOR (cleaning pipes or tubes or systems of pipes or tubes B08B0009020000;emptying or filling of bottles. jars. cans. casks. barrels. or similar containers. not otherwise provided for B67C;water supply E03;pipe systems F17D;domestic hot-water supply systems F24D;measuring volume. volume flow. mass flow or liquid level. metering by volume G01F;coin-freed or like apparatus G07F)
B68B,-0.0847,-0.5254,8,182,2755,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE
B68C,-0.0652,-0.573,8,171,2477,SADDLES; STIRRUPS
B68F,0.0852,-0.7786,2,171,2573,MAKING ARTICLES FROM LEATHER. CANVAS. OR THE LIKE
B68G,-0.0414,-0.5598,6,350,55705,METHODS. EQUIPMENT. OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR
B81B,-0.3838,-0.0469,1,447,204804,MICROSTRUCTURAL DEVICES OR SYSTEMS. e.g. MICROMECHANICAL DEVICES  (piezoelectric. electrostrictive or magnetostrictive elements per seH10N0030000000. H10N0035000000)
B81C,-0.3238,-0.1283,1,401,148613,PROCESSES OR APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OR TREATMENT OF MICROSTRUCTURAL DEVICES OR SYSTEMS (making microcapsules or microballoons B01J0013020000;processes or apparatus specially adapted for the manufacture or treatment of piezoelectric. electrostrictive or magnetostrictive elements per seH10N0030010000)
B82B,0.4687,-0.1072,3,440,121084,NANOSTRUCTURES FORMED BY MANIPULATION OF INDIVIDUAL ATOMS. MOLECULES. OR LIMITED COLLECTIONS OF ATOMS OR MOLECULES AS DISCRETE UNITS; MANUFACTURE OR TREATMENT THEREOF
B82Y,0.4373,-0.065,3,535,406689,SPECIFIC USES OR APPLICATIONS OF NANOSTRUCTURES; MEASUREMENT OR ANALYSIS OF NANOSTRUCTURES; MANUFACTURE  OR TREATMENT OF NANOSTRUCTURES
B99Z,-0.7226,0.0827,1,13,26,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
C01B,0.668,0.2295,3,617,1516529,NON-METALLIC ELEMENTS; COMPOUNDS THEREOF (fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000; production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B)
C01C,1.0216,0.3372,3,400,82823,AMMONIA; CYANOGEN; COMPOUNDS THEREOF (salts of oxyacids of halogens C01B0011000000;peroxides. salts of peroxyacids C01B0015000000;thiosulfates. dithionites. polythionates C01B0017640000;compounds containing selenium or tellurium C01B0019000000;azides C01B0021080000;metal amides C01B0021092000;nitrites C01B0021500000;phosphides C01B0025080000;salts of oxyacids of phosphorus C01B0025160000;compounds containing silicon C01B0033000000;compounds containing boron C01B0035000000;fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000;production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B)
C01D,0.9728,0.2542,3,422,97808,COMPOUNDS OF ALKALI METALS. i.e. LITHIUM. SODIUM. POTASSIUM. RUBIDIUM. CAESIUM. OR FRANCIUM (metal hydrides C01B0006000000; salts of oxyacids of halogens C01B0011000000; peroxides. salts of peroxyacids C01B0015000000; sulfides or polysulfides C01B0017220000; thiosulfates. dithionites. polythionates C01B0017640000; compounds containing selenium or tellurium C01B0019000000; binary compounds of nitrogen with metals C01B0021060000; azides C01B0021080000; metal amides C01B0021092000; nitrites C01B0021500000; phosphides C01B0025080000; salts of oxyacids of phosphorus C01B0025160000; carbides C01B0032900000; compounds containing silicon C01B0033000000; compounds containing boron C01B0035000000; cyanides C01C0003080000; salts of cyanic acid C01C0003140000; salts of cyanamide C01C0003160000; thiocyanates C01C0003200000; fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000; obtaining metal compounds from mixtures. e.g. ores. which are intermediate compounds in a metallurgical process for obtaining a free metal C22B; production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B)
C01F,0.8159,0.1531,3,520,282727,COMPOUNDS OF THE METALS BERYLLIUM. MAGNESIUM. ALUMINIUM. CALCIUM. STRONTIUM. BARIUM. RADIUM. THORIUM. OR OF THE RARE EARTH METALS (metal hydrides C01B0006000000;salts of oxyacids of halogens C01B0011000000;peroxides. salts of peroxyacids C01B0015000000;sulfides or polysulfides of magnesium. calcium. strontium. or barium C01B0017420000;thiosulfates. dithionites. polythionates C01B0017640000;compounds containing selenium or tellurium C01B0019000000;binary compounds of nitrogen with metals C01B0021060000;azides C01B0021080000;metal amides C01B0021092000;nitrites C01B0021500000;phosphides C01B0025080000;salts of oxyacids of phosphorus C01B0025160000;carbides C01B0032900000;  compounds containing silicon C01B0033000000;compounds containing boron C01B0035000000;compounds having molecular sieve properties but not having base-exchange properties C01B0037000000;compounds having molecular sieve and base-exchange properties. e.g. crystalline zeolites. C01B0039000000;cyanides C01C0003080000;salts of cyanic acid C01C0003140000;salts of cyanamide C01C0003160000;thiocyanates C01C0003200000;  fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000;obtaining metal compounds from mixtures. e.g. ores. which are intermediate compounds in a metallurgical process for obtaining a free metal C22B;production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B)
C01G,0.5722,0.1346,3,539,608265,COMPOUNDS CONTAINING METALS NOT COVERED BY SUBCLASSES C01D OR C01F (metal hydrides C01B0006000000; salts of oxyacids of halogens C01B0011000000; peroxides. salts of peroxyacids C01B0015000000; thiosulfates. dithionites. polythionates C01B0017640000; compounds containing selenium or tellurium C01B0019000000; binary compounds of nitrogen with metals C01B0021060000; azides C01B0021080000; metal amides C01B0021092000; nitrites C01B0021500000; phosphides C01B0025080000; salts of oxyacids of phosphorus C01B0025160000; carbides C01B0032900000; compounds containing silicon C01B0033000000; compounds containing boron C01B0035000000; compounds having molecular sieve properties but not having base-exchange properties C01B0037000000; compounds having molecular sieve and base-exchange properties. e.g. crystalline zeolites. C01B0039000000; cyanides C01C0003080000; salts of cyanic acid C01C0003140000; salts of cyanamide C01C0003160000; thiocyanates C01C0003200000; fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000; obtaining metal compounds from mixtures. e.g. ores. which are intermediate compounds in a metallurgical process for obtaining a free metal C21B. C22B; production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B)
C02F,0.6447,0.2287,3,610,1477077,TREATMENT OF WATER. WASTE WATER. SEWAGE. OR SLUDGE (processes for making harmful chemical substances harmless. or less harmful. by effecting a chemical change in the substances A62D0003000000;separation. settling tanks or filter devices  B01D;special arrangements on waterborne vessels of installations for treating water. waste water or sewage. e.g. for producing fresh water. B63J;adding materials to water to prevent corrosion C23F;treating radioactively-contaminated liquids G21F0009040000)
C03B,0.2468,-0.0448,5,583,369768,MANUFACTURE OR SHAPING OF GLASS. OR OF MINERAL OR SLAG WOOL; SUPPLEMENTARY PROCESSES IN THE MANUFACTURE OR SHAPING OF GLASS. OR OF MINERAL OR SLAG WOOL (surface treatment C03C)
C03C,0.1928,-0.1294,5,598,768427,CHEMICAL COMPOSITION OF GLASSES. GLAZES OR VITREOUS ENAMELS; SURFACE TREATMENT OF GLASS; SURFACE TREATMENT OF FIBRES OR FILAMENTS MADE FROM GLASS. MINERALS OR SLAGS; JOINING GLASS TO GLASS OR OTHER MATERIALS
C04B,0.333,0.1113,3,629,1441058,LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF. e.g. MORTARS. CONCRETE OR LIKE BUILDING MATERIALS; ARTIFICIAL STONE; CERAMICS (devitrified glass-ceramics C03C0010000000); REFRACTORIES (alloys based on refractory metals C22C); TREATMENT OF NATURAL STONE
C05B,1.4404,0.2263,3,305,37824,PHOSPHATIC FERTILISERS
C05C,1.4212,0.2082,3,309,53192,NITROGENOUS FERTILISERS
C05D,1.4094,0.1834,3,321,59044,INORGANIC FERTILISERS NOT COVERED BY SUBCLASSES C05B. C05C; FERTILISERS PRODUCING CARBON DIOXIDE
C05F,1.2272,0.1352,3,471,200760,ORGANIC FERTILISERS NOT COVERED BY SUBCLASSES C05B. C05C. e.g. FERTILISERS FROM WASTE OR REFUSE
C05G,1.2706,0.1478,3,409,218700,MIXTURES OF FERTILISERS COVERED INDIVIDUALLY BY DIFFERENT SUBCLASSES OF CLASS C05; MIXTURES OF ONE OR MORE FERTILISERS WITH ADDITIVES NOT HAVING A SPECIFIC FERTILISING ACTIVITY (organic fertilisers containing added bacterial cultures. mycelia or the like C05F0011080000;organic fertilisers containing plant vitamins or hormones C05F0011100000); FERTILISERS CHARACTERISED BY THEIR FORM
C06B,0.1029,0.5009,8,453,62783,EXPLOSIVE OR THERMIC COMPOSITIONS (blasting F42D); MANUFACTURE THEREOF; USE OF SINGLE SUBSTANCES AS EXPLOSIVES
C06C,-0.2534,0.6584,8,324,22069,DETONATING OR PRIMING DEVICES; FUSES; CHEMICAL LIGHTERS; PYROPHORIC COMPOSITIONS
C06D,0.0462,0.595,8,321,32081,MEANS FOR GENERATING SMOKE OR MIST; GAS-ATTACK COMPOSITIONS; GENERATION OF GAS FOR BLASTING OR PROPULSION (CHEMICAL PART)
C06F,0.193,-0.1086,2,223,2239,MATCHES; MANUFACTURE OF MATCHES
C07B,1.0791,-0.0237,3,481,1048536,GENERAL METHODS OF ORGANIC CHEMISTRY; APPARATUS THEREFOR (preparation of carboxylic acid esters by telomerisation C07C0067470000;processes for preparing macromolecular compounds. e.g. telomerisation C08F. C08G)
C07C,0.8793,-0.0292,3,624,3887137,ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08;production of organic compounds by electrolysis or electrophoresis C25B0003000000. C25B0007000000)
C07D,0.9163,-0.1876,3,613,5578521,HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)
C07F,0.9062,-0.1652,3,540,1338011,ACYCLIC. CARBOCYCLIC. OR HETEROCYCLIC COMPOUNDS CONTAINING ELEMENTS OTHER THAN CARBON. HYDROGEN. HALOGEN. OXYGEN. NITROGEN. SULFUR. SELENIUM OR TELLURIUM (metal-containing porphyrins C07D0487220000;macromolecular compounds C08)
C07G,1.4273,-0.2562,3,351,153963,COMPOUNDS OF UNKNOWN CONSTITUTION (sulfonated fats. oils or waxes of undetermined constution C07C0309620000)
C07H,1.2812,-0.2303,3,488,1440119,SUGARS; DERIVATIVES THEREOF; NUCLEOSIDES; NUCLEOTIDES; NUCLEIC ACIDS (derivatives of aldonic or saccharic acids C07C. C07D;aldonic acids. saccharic acids C07C0059105000. C07C0059285000;cyanohydrins C07C0255160000;glycals C07D;compounds of unknown constitution C07G;polysaccharides. derivatives thereof C08B;DNA or RNA concerning genetic engineering. vectors. e.g. plasmids. or their isolation. preparation or purification C12N0015000000;sugar industry C13)
C07J,1.382,-0.2598,3,403,223461,STEROIDS (seco-steroids C07C)
C07K,1.149,-0.2219,3,531,4245306,PEPTIDES (peptides containing β-lactam rings C07D;cyclic dipeptides not having in their molecule any other peptide link than those which form their ring. e.g. piperazine-2.5-diones. C07D;ergot alkaloids of the cyclic peptide type C07D0519020000; single cell proteins. enzymes C12N;genetic engineering processes for obtaining peptides C12N0015000000)
C08B,1.1562,-0.2759,3,497,418815,POLYSACCHARIDES; DERIVATIVES THEREOF (polysaccharides containing less than six saccharide radicals attached to each other by glycosidic linkages C07H;fermentation or enzyme-using processes C12P0019000000;production of cellulose D21)
C08C,0.7462,-0.3794,2,397,106386,TREATMENT OR CHEMICAL MODIFICATION OF RUBBERS
C08F,0.533,-0.2627,2,609,2285553,MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS (production of liquid hydrocarbon mixtures from lower carbon number hydrocarbons. e.g. by oligomerisation. C10G0050000000;fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture C12P;graft polymerisation of monomers containing carbon-to-carbon unsaturated bonds on to fibres. threads. yarns. fabrics or fibrous goods made from such materials D06M0014000000)
C08G,0.5129,-0.2697,2,616,2728019,MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS (fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture C12P)
C08H,1.15,-0.3307,3,361,82934,DERIVATIVES OF NATURAL MACROMOLECULAR COMPOUNDS (polysaccharides C08B;natural rubber C08C;natural resins or their derivatives C09F;working up pitch. asphalt or bitumen C10C0003000000)
C08J,0.4315,-0.2643,2,625,3015318,WORKING-UP; GENERAL PROCESSES OF COMPOUNDING; AFTER-TREATMENT NOT COVERED BY SUBCLASSES C08B. C08C. C08F. C08G or C08H (working. e.g. shaping. of plastics B29)
C08K,0.428,-0.2357,2,631,3301290,USE OF INORGANIC OR NON-MACROMOLECULAR ORGANIC SUBSTANCES AS COMPOUNDING INGREDIENTS (paints. inks. varnishes. dyes. polishes. adhesives C09)
C08L,0.4623,-0.2507,2,636,4915342,COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F. C08G;artificial filaments or fibres D01F;textile treating compositions D06)
C09B,0.673,-0.4767,2,550,533289,ORGANIC DYES OR CLOSELY-RELATED COMPOUNDS FOR PRODUCING DYES; MORDANTS; LAKES (fermentation or enzyme-using processes to synthesise a desired chemical compound C12P)
C09C,0.6962,-0.1688,2,482,333831,TREATMENT OF INORGANIC MATERIALS. OTHER THAN FIBROUS FILLERS. TO ENHANCE THEIR PIGMENTING OR FILLING PROPERTIES (treatment of materials specially adapted to enhance their filling properties in mortars. concrete or artificial stone C04B0014000000. C04B0018000000. C04B0020000000); PREPARATION OF CARBON BLACK
C09D,0.3977,-0.2888,2,628,2266499,COATING COMPOSITIONS. e.g. PAINTS. VARNISHES OR LACQUERS; FILLING PASTES; CHEMICAL PAINT OR INK REMOVERS; INKS; CORRECTING FLUIDS; WOODSTAINS; PASTES OR SOLIDS FOR COLOURING OR PRINTING; USE OF MATERIALS THEREFOR (cosmetics A61K;processes for applying liquids or other fluent materials to surfaces. in general. B05D;staining wood B27K0005020000;glazes or vitreous enamels C03C;natural resins. French polish. drying-oils. driers. turpentine. per se. C09F;polishing compositions other than French polish. ski waxes C09G;adhesives or use of materials as adhesives C09J;materials for sealing or packing joints or covers C09K0003100000;materials for stopping leaks C09K0003120000;processes for the electrolytic or electrophoretic production of coatings C25D)
C09F,1.0352,-0.301,3,298,20515,NATURAL RESINS; FRENCH POLISH; DRYING-OILS; OIL DRYING AGENTS. i.e. SICCATIVES; TURPENTINE
C09G,0.5544,-0.208,5,324,80148,POLISHING COMPOSITIONS (French polish C09F0011000000); SKI WAXES
C09H,1.1614,-0.4215,3,194,10240,PREPARATION OF GLUE OR GELATINE
C09J,0.3439,-0.364,2,609,1093050,ADHESIVES; NON-MECHANICAL ASPECTS OF ADHESIVE PROCESSES IN GENERAL; ADHESIVE PROCESSES NOT PROVIDED FOR ELSEWHERE; USE OF MATERIALS AS ADHESIVES   (preparation of glue or gelatine C09H)
C09K,0.4819,-0.063,3,624,2342717,MATERIALS FOR APPLICATIONS NOT OTHERWISE PROVIDED FOR; APPLICATIONS OF MATERIALS NOT OTHERWISE PROVIDED FOR
C10B,0.9259,0.511,3,502,144695,DESTRUCTIVE DISTILLATION OF CARBONACEOUS MATERIALS FOR PRODUCTION OF GAS. COKE. TAR. OR SIMILAR MATERIALS (cracking oils C10G;underground gasification of minerals E21B0043295000)
C10C,0.9738,0.1666,3,348,39579,WORKING-UP TAR. PITCH. ASPHALT. BITUMEN; PYROLIGNEOUS ACID
C10F,0.9967,0.3809,3,186,5419,DRYING OR WORKING-UP OF PEAT
C10G,0.9308,0.317,3,539,484088,CRACKING HYDROCARBON OILS; PRODUCTION OF LIQUID HYDROCARBON MIXTURES. e.g. BY DESTRUCTIVE HYDROGENATION. OLIGOMERISATION. POLYMERISATION (cracking to hydrogen or synthesis gas C01B;cracking or pyrolysis of hydrocarbon gases to individual hydrocarbons or mixtures thereof of definite or specified constitution C07C;cracking to cokes C10B); RECOVERY OF HYDROCARBON OILS FROM OIL-SHALE. OIL-SAND. OR GASES; REFINING MIXTURES MAINLY CONSISTING OF HYDROCARBONS; REFORMING OF NAPHTHA; MINERAL WAXES
C10H,0.784,0.3213,3,177,1832,PRODUCTION OF ACETYLENE BY WET METHODS
C10J,0.9412,0.6463,3,406,116362,PRODUCTION OF GASES CONTAINING CARBON MONOXIDE AND HYDROGEN FROM SOLID CARBONACEOUS MATERIALS BY PARTIAL OXIDATION PROCESSES INVOLVING OXYGEN OR STEAM  (underground gasification of minerals E21B0043295000); CARBURETTING AIR OR OTHER GASES
C10K,1.0238,0.5381,3,325,77766,PURIFYING OR MODIFYING THE CHEMICAL COMPOSITION OF COMBUSTIBLE GASES CONTAINING CARBON MONOXIDE
C10L,0.8884,0.2976,3,527,339775,FUELS NOT OTHERWISE PROVIDED FOR; NATURAL GAS; SYNTHETIC NATURAL GAS OBTAINED BY PROCESSES NOT COVERED BY SUBCLASSES C10G OR  C10K; LIQUEFIED PETROLEUM GAS;  USE OF ADDITIVES TO FUELS OR FIRES;  FIRE-LIGHTERS
C10M,0.8093,0.0822,3,543,431853,LUBRICATING COMPOSITIONS (well drilling compositions C09K0008020000); USE OF CHEMICAL SUBSTANCES EITHER ALONE OR AS LUBRICATING INGREDIENTS IN A LUBRICATING COMPOSITION (mould release. i.e. separating. agents for metals B22C0003000000. for plastics or substances in a plastic state. in general B29C0033560000. for glass C03B0040020000;textile lubricating compositions D06M0011000000. D06M0013000000. D06M0015000000;immersion oils for microscopy G02B0021330000)
C10N,0.8625,0.0902,3,457,271997,INDEXING SCHEME ASSOCIATED WITH SUBCLASS C10M
C11B,1.3098,-0.1607,3,462,299904,PRODUCING. e.g. BY PRESSING RAW MATERIALS OR BY EXTRACTION FROM WASTE MATERIALS. REFINING OR PRESERVING FATS. FATTY SUBSTANCES. e.g. LANOLIN. FATTY OILS OR WAXES; ESSENTIAL OILS; PERFUMES (drying-oils C09F)
C11C,1.4085,-0.1076,3,384,105208,FATTY ACIDS OBTAINED FROM FATS. OILS OR WAXES; CANDLES; FATS. OILS OR FATTY ACIDS OBTAINED BY CHEMICAL MODIFICATION OF FATS. OILS OR FATTY ACIDS
C11D,0.8909,-0.2494,3,564,696896,DETERGENT COMPOSITIONS; USE OF SINGLE SUBSTANCES AS DETERGENTS; SOAP OR SOAP-MAKING; RESIN SOAPS; RECOVERY OF GLYCEROL
C12C,1.5094,-0.116,3,354,54238,BEER; PREPARATION OF BEER BY FERMENTATION (ageing or ripening by storing C12H0001220000;methods for reducing the alcohol content after fermentation C12H0003000000;  methods for increasing the alcohol content after fermentation C12H0006000000;venting devices for casks. barrels or the like C12L0009000000); PREPARATION OF MALT FOR MAKING BEER; PREPARATION OF HOPS FOR MAKING BEER
C12F,1.5254,-0.025,3,184,10078,RECOVERY OF BY-PRODUCTS OF FERMENTED SOLUTIONS (removal of yeast from wine or sparkling wine C12G0001080000); DENATURED ALCOHOL; PREPARATION THEREOF
C12G,1.479,-0.1334,3,370,116866,WINE; PREPARATION THEREOF; ALCOHOLIC BEVERAGES (beer C12C); PREPARATION OF ALCOHOLIC BEVERAGES NOT PROVIDED FOR IN SUBCLASSES C12C OR C12H
C12H,1.4656,-0.0938,3,343,59755,PASTEURISATION. STERILISATION. PRESERVATION. PURIFICATION. CLARIFICATION OR AGEING OF ALCOHOLIC BEVERAGES; METHODS FOR ALTERING THE ALCOHOL CONTENT OF FERMENTED SOLUTIONS OR ALCOHOLIC BEVERAGES  (deacidification of wine C12G0001100000;preventing winestone precipitation C12G0001120000;simulation ageing by flavouring C12G0003060000)
C12J,1.6523,-0.1903,3,152,13048,VINEGAR; PREPARATION OR PURIFICATION THEREOF
C12L,1.1235,-0.0601,3,136,2598,PITCHING OR DEPITCHING MACHINES; CELLAR TOOLS
