id,x,y,cluster,weight<Links>,weight<Total link strength>,label
G04R,-1.4664,-0.3041,1,189,25754,RADIO-CONTROLLED TIME-PIECES
G05B,-0.3581,0.0399,1,637,1115856,CONTROL OR REGULATING SYSTEMS IN GENERAL; FUNCTIONAL ELEMENTS OF SUCH SYSTEMS; MONITORING OR TESTING ARRANGEMENTS FOR SUCH SYSTEMS OR ELEMENTS   (systems for controlling or regulating non-electric variables G05D;  systems for regulating electric or magnetic variables G05F;  control devices or systems insofar as characterised by mechanical features only G05G)
G05D,-0.2762,0.2734,4,639,1172640,SYSTEMS FOR CONTROLLING OR REGULATING NON-ELECTRIC VARIABLES
G05F,-0.9258,0.0476,1,511,253200,SYSTEMS FOR REGULATING ELECTRIC OR MAGNETIC VARIABLES
G05G,-0.6358,0.3601,4,554,213226,CONTROL DEVICES OR SYSTEMS INSOFAR AS CHARACTERISED BY MECHANICAL FEATURES ONLY ('Bowden' or like mechanisms F16C0001100000;gearings or mechanisms not peculiar to this purpose F16H;speed changing or reversing mechanisms for gearings conveying rotary motion F16H0059000000-F16H0063000000)
G06C,-0.9549,-0.4042,1,384,19262,DIGITAL COMPUTERS IN WHICH ALL THE COMPUTATION IS EFFECTED MECHANICALLY (score computers for card games A63F0001180000)
G06D,-0.8086,0.2822,4,180,2253,DIGITAL FLUID-PRESSURE COMPUTING DEVICES
G06E,-1.0542,-0.3679,1,210,18144,OPTICAL COMPUTING DEVICES (digital storage using optical elements G11C0013040000)
G06F,-0.7075,-0.1932,1,646,7552400,ELECTRIC DIGITAL DATA PROCESSING (computer systems based on specific computational models G06N)
G06G,-0.9966,-0.1915,1,518,120612,ANALOGUE COMPUTERS (analogue optical computing devices G06E0003000000;computer systems based on specific computational models G06N)
G06J,-1.264,-0.2472,1,174,11636,HYBRID COMPUTING ARRANGEMENTS (optical hybrid computing devices G06E0003000000;computer systems based on specific computational models G06N;neural networks for image data processing G06T;analogue/digital conversion. in general H03M0001000000)
G06K,-0.6651,-0.3048,1,617,2374256,GRAPHICAL DATA READING (image or video recognition or understanding G06V); PRESENTATION OF DATA; RECORD CARRIERS; HANDLING RECORD CARRIERS
G06M,-0.6364,-0.2565,1,516,70205,COUNTING MECHANISMS; COUNTING OF OBJECTS NOT OTHERWISE PROVIDED FOR (counting by measuring volume or weight of articles to be counted G01F. G01G;adaptation of counters to electricity meters in electromechanical arrangements for measuring time integral of electric power or current G01R0011160000;computers G06C-G06J;counting electric pulses H03K;counting characters. words or messages in switching networks for transmission of digital information H04L0012080000;metering arrangements in telephonic systems H04M0015000000)
G06N,-0.7816,-0.2148,1,595,1537466,COMPUTING ARRANGEMENTS BASED ON SPECIFIC COMPUTATIONAL MODELS
G06Q,-0.7252,-0.194,1,628,2768090,INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR ADMINISTRATIVE. COMMERCIAL. FINANCIAL. MANAGERIAL OR SUPERVISORY PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE. COMMERCIAL. FINANCIAL. MANAGERIAL OR SUPERVISORY PURPOSES. NOT OTHERWISE PROVIDED FOR
G06T,-0.6745,-0.245,1,603,2493859,IMAGE DATA PROCESSING OR GENERATION. IN GENERAL
G06V,-0.8041,-0.2255,1,563,983504,IMAGE OR VIDEO RECOGNITION OR UNDERSTANDING
G07B,-0.9749,-0.3463,1,388,156445,TICKET-ISSUING APPARATUS; TAXIMETERS; ARRANGEMENTS OR APPARATUS FOR COLLECTING FARES. TOLLS OR ENTRANCE FEES AT ONE OR MORE CONTROL POINTS;  FRANKING APPARATUS
G07C,-0.826,-0.1246,1,561,597429,TIME OR ATTENDANCE REGISTERS; REGISTERING OR INDICATING THE WORKING OF MACHINES; GENERATING RANDOM NUMBERS; VOTING OR LOTTERY APPARATUS; ARRANGEMENTS. SYSTEMS OR APPARATUS FOR CHECKING NOT PROVIDED FOR ELSEWHERE
G07D,-0.7344,-0.4813,1,440,211770,HANDLING OF COINS OR OF VALUABLE PAPERS. e.g. TESTING. SORTING BY DENOMINATIONS. COUNTING. DISPENSING. CHANGING OR DEPOSITING
G07F,-0.7688,-0.306,1,548,595675,COIN-FREED OR LIKE APPARATUS (coin sorting G07D0003000000;coin testing G07D0005000000)
G07G,-0.9989,-0.3952,1,347,129553,REGISTERING THE RECEIPT OF CASH. VALUABLES. OR TOKENS (digital computing in general G06C. G06F)
G08B,-0.6065,-0.015,1,625,1139428,SIGNALLING OR CALLING SYSTEMS; ORDER TELEGRAPHS; ALARM SYSTEMS
G08C,-0.8253,-0.0631,1,571,529096,TRANSMISSION SYSTEMS FOR MEASURED VALUES. CONTROL OR SIMILAR SIGNALS (fluid pressure transmission systems F15B; mechanical means for transferring the output of a sensing member into a different variable G01D0005000000; mechanical control systems G05G)
G08G,-0.8665,0.0397,1,473,859358,TRAFFIC CONTROL SYSTEMS (guiding railway traffic. ensuring the safety of railway traffic B61L;radar or analogous systems. sonar systems or lidar systems specially adapted for traffic control G01S0013910000. G01S0015880000. G01S0017880000;radar or analogous systems. sonar systems or lidar systems specially adapted for anti-collision purposes G01S0013930000. G01S0015930000. G01S0017930000;control of position. course. altitude or attitude of land. water. air or space vehicles. not being specific to a traffic environment G05D0001000000)
G09B,-0.839,-0.2854,1,608,551174,EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING. OR COMMUNICATING WITH. THE BLIND. DEAF OR MUTE; MODELS; PLANETARIA; GLOBES; MAPS; DIAGRAMS
G09C,-1.222,-0.3839,1,308,164148,CIPHERING OR DECIPHERING APPARATUS FOR CRYPTOGRAPHIC OR OTHER PURPOSES INVOLVING THE NEED FOR SECRECY
G09D,-0.9913,-0.5425,1,257,7950,RAILWAY OR LIKE TIME OR FARE TABLES; PERPETUAL CALENDARS
G09F,-0.4187,-0.2884,1,628,1390113,DISPLAYING; ADVERTISING; SIGNS; LABELS OR NAME-PLATES; SEALS
G09G,-0.7592,-0.3042,1,526,1103260,ARRANGEMENTS OR CIRCUITS FOR CONTROL OF INDICATING DEVICES USING STATIC MEANS TO PRESENT VARIABLE INFORMATION  (arrangements for transferring data between digital computers and displays G06F0003140000; static indicating arrangements comprising an association of a number of separate sources or light control cells G09F0009000000; static indicating arrangements comprising integral associations of a number of light sources H01J. H01K. H05B0033120000. H10H; scanning. transmission or reproduction of documents or the like. e.g. facsimile transmission. details thereof H04N0001000000)
G10B,-1.6891,-0.614,1,171,9075,ORGANS. HARMONIUMS OR SIMILAR WIND MUSICAL INSTRUMENTS WITH ASSOCIATED BLOWING APPARATUS (accordions. concertinas or the like or keyboards therefor G10D0011000000; automatic wind instruments G10F0001120000)
G10C,-1.5354,-0.5755,1,280,14429,PIANOS. HARPSICHORDS. SPINETS OR SIMILAR STRINGED MUSICAL INSTRUMENTS WITH ONE OR MORE KEYBOARDS (automatic musical instruments G10F)
G10D,-1.3062,-0.5364,1,407,26073,STRINGED MUSICAL INSTRUMENTS; WIND MUSICAL INSTRUMENTS; ACCORDIONS OR CONCERTINAS; PERCUSSION MUSICAL INSTRUMENTS; AEOLIAN HARPS;  SINGING-FLAME MUSICAL INSTRUMENTS; MUSICAL INSTRUMENTS NOT OTHERWISE PROVIDED FOR (organs. harmoniums or similar wind musical instruments with associated blowing apparatus G10B; pianos. harpsichords. spinets or similar stringed musical instruments with one or more keyboards G10C; automatic musical instruments G10F; electrophonic musical instruments in which tones are generated by electromechanical means G10H)
G10F,-1.4595,-0.5305,1,277,11180,AUTOMATIC MUSICAL INSTRUMENTS (non-musical aspects of musical toy instruments A63H0005000000;arrangements for the associated working of recording or reproducing apparatus with automatic musical instruments G11B0031020000)
G10G,-1.4077,-0.5358,1,304,34318,REPRESENTATION OF MUSIC; RECORDING MUSIC IN NOTATION FORM; ACCESSORIES FOR MUSIC OR MUSICAL INSTRUMENTS NOT OTHERWISE PROVIDED FOR. e.g. SUPPORTS (music stands A47B;non-musical aspects of musical toy instruments A63H0005000000;metronomes G04F0005020000;teaching music G09B0015000000)
G10H,-1.4383,-0.5033,1,372,107233,ELECTROPHONIC MUSICAL INSTRUMENTS; INSTRUMENTS IN WHICH THE TONES ARE GENERATED BY ELECTROMECHANICAL MEANS OR ELECTRONIC GENERATORS. OR IN WHICH THE TONES ARE SYNTHESISED FROM A DATA STORE
G10K,-0.7496,-0.1235,1,614,367059,SOUND-PRODUCING DEVICES; METHODS OR DEVICES FOR PROTECTING AGAINST. OR FOR DAMPING. NOISE OR OTHER ACOUSTIC WAVES IN GENERAL; ACOUSTICS NOT OTHERWISE PROVIDED FOR
G10L,-1.1499,-0.3017,1,475,571789,SPEECH ANALYSIS TECHNIQUES OR SPEECH SYNTHESIS; SPEECH RECOGNITION; SPEECH OR VOICE PROCESSING TECHNIQUES; SPEECH OR AUDIO CODING OR DECODING
G11B,-0.6066,-0.2645,1,613,1266274,INFORMATION STORAGE BASED ON RELATIVE MOVEMENT BETWEEN RECORD CARRIER AND TRANSDUCER (recording measured values in a way that does not require playback through a transducer G01D0009000000;recording or playback apparatus using mechanically marked tape. e.g. punched paper tape. or using unit records. e.g. punched or magnetically marked cards G06K;transferring data from one type of record carrier to another G06K0001180000; circuits for coupling output of reproducer to radio receiver H04B0001200000; gramophone pick-ups or like acoustic electromechanical transducers or circuits therefor H04R)
G11C,-0.8013,-0.2611,1,523,714206,STATIC STORES (semiconductor memory devices H10B)
G12B,-0.6687,0.0003,1,524,121772,CONSTRUCTIONAL DETAILS OF INSTRUMENTS. OR COMPARABLE DETAILS OF OTHER APPARATUS. NOT OTHERWISE PROVIDED FOR
G16B,0.2819,-0.3906,1,268,162044,BIOINFORMATICS. i.e. INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR GENETIC OR PROTEIN-RELATED DATA PROCESSING IN COMPUTATIONAL MOLECULAR BIOLOGY 
G16C,-0.4729,-0.3292,1,398,51090,COMPUTATIONAL CHEMISTRY; CHEMOINFORMATICS; COMPUTATIONAL MATERIALS SCIENCE
G16H,-0.5887,-0.373,1,437,514651,HEALTHCARE INFORMATICS. i.e. INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR THE HANDLING OR PROCESSING OF MEDICAL OR HEALTHCARE DATA
G16Y,-1.0714,-0.1587,1,403,69188,INFORMATION AND COMMUNICATION TECHNOLOGY SPECIALLY ADAPTED FOR THE INTERNET OF THINGS [IoT]
G16Z,-0.7014,-0.4168,1,374,46870,INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR SPECIFIC APPLICATION FIELDS. NOT OTHERWISE PROVIDED FOR
G21B,-0.0308,0.4145,1,316,18314,FUSION REACTORS (uncontrolled fusion. applications thereof G21J)
G21C,0.1914,0.4614,1,541,196330,NUCLEAR REACTORS (fusion reactors. hybrid fission-fusion reactors G21B;nuclear explosives G21J)
G21D,0.219,0.6756,1,389,65519,NUCLEAR POWER PLANT
G21F,0.3963,0.2973,1,540,147025,PROTECTION AGAINST X-RADIATION. GAMMA RADIATION. CORPUSCULAR RADIATION OR PARTICLE BOMBARDMENT; TREATING RADIOACTIVELY CONTAMINATED MATERIAL; DECONTAMINATION ARRANGEMENTS THEREFOR (radiation protection by pharmaceutical means A61K0008000000. A61Q0017040000;in cosmonautic vehicles B64G0001540000;combined with a reactor G21C0011000000;combined with X-ray tubes H01J0035160000;combined with X-ray apparatus H05G0001020000)
G21G,0.3081,0.0239,1,348,33150,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES
G21H,0.3708,0.0187,1,399,17921,OBTAINING ENERGY FROM RADIOACTIVE SOURCES; APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES. NOT OTHERWISE PROVIDED FOR; UTILISING COSMIC RADIATION (measurement of nuclear or X-radiation G01T;fusion reactors G21B;nuclear reactors G21C;lamps in which a gas filling is excited to luminescence by external corpuscular radiation or by radioactive material structurally associated with the lamp H01J0065040000. H01J0065060000)
G21J,-0.3119,0.485,1,98,688,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF
G21K,-0.0943,-0.1678,1,474,174465,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES
G99Z,-0.8967,-0.1537,1,103,267,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
H01B,0.0228,-0.0617,1,620,1226007,CABLES; CONDUCTORS; INSULATORS; SELECTION OF MATERIALS FOR THEIR CONDUCTIVE. INSULATING OR DIELECTRIC PROPERTIES (selection for magnetic properties H01F0001000000;waveguides H01P)
H01C,-0.3405,0.0227,1,514,195435,RESISTORS
H01F,-0.2732,0.1112,1,618,888131,MAGNETS; INDUCTANCES; TRANSFORMERS; SELECTION OF MATERIALS FOR THEIR MAGNETIC PROPERTIES
H01G,-0.0319,-0.0162,1,549,420887,CAPACITORS; CAPACITORS. RECTIFIERS. DETECTORS. SWITCHING DEVICES. LIGHT-SENSITIVE OR TEMPERATURE-SENSITIVE DEVICES OF THE ELECTROLYTIC TYPE  (selection of specified materials as dielectric H01B0003000000; capacitors having potential barriers H10D0001620000. H10K0010100000)
H01H,-0.5857,0.0708,1,623,722585,ELECTRIC SWITCHES; RELAYS; SELECTORS; EMERGENCY PROTECTIVE DEVICES (contact cables H01B0007100000; electrolytic self-interrupters H01G0009180000; emergency protective circuit arrangements H02H; switching by electronic means without contact-making H03K0017000000)
H01J,-0.2094,-0.0514,1,621,893329,ELECTRIC DISCHARGE TUBES OR DISCHARGE LAMPS (spark-gaps H01T;arc lamps with consumable electrodes H05B;particle accelerators H05H)
H01K,-0.4282,-0.0771,1,444,50289,ELECTRIC INCANDESCENT LAMPS (details. apparatus or processes for manufacture applicable to both discharge devices and incandescent lamps H01J; light sources using a combination of incandescent and other types of light generation H01J0061960000. H05B0035000000)
H01L,-0.2323,-0.1181,1,631,5209442,SEMICONDUCTOR DEVICES NOT COVERED BY CLASS H10 (use of semiconductor devices for measuring G01;  resistors in general H01C;  magnets. inductors or transformers H01F;  capacitors in general H01G;  electrolytic devices H01G0009000000;  batteries or accumulators H01M;  waveguides. resonators or lines of the waveguide type H01P;  line connectors or current collectors H01R;  stimulated-emission devices H01S;  electromechanical resonators H03H;  loudspeakers. microphones. gramophone pick-ups or like acoustic electromechanical transducers H04R;  electric light sources in general H05B;  printed circuits. hybrid circuits. casings or constructional details of electrical apparatus. manufacture of assemblages of electrical components H05K;  use of semiconductor devices in circuits having a particular application. see the subclass for the application)
H01M,0.0973,0.1723,3,617,1468419,PROCESSES OR MEANS. e.g. BATTERIES. FOR THE DIRECT CONVERSION OF CHEMICAL ENERGY INTO ELECTRICAL ENERGY
H01P,-0.9833,-0.1395,1,456,189958,WAVEGUIDES; RESONATORS. LINES OR OTHER DEVICES OF THE WAVEGUIDE TYPE (operating at optical frequencies G02B)
H01Q,-0.9378,-0.0867,1,561,492335,ANTENNAS. i.e. RADIO AERIALS (radiators or antennas for microwave heating H05B0006720000)
H01R,-0.4409,0.0762,1,610,948351,ELECTRICALLY-CONDUCTIVE CONNECTIONS; STRUCTURAL ASSOCIATIONS OF A PLURALITY OF MUTUALLY-INSULATED ELECTRICAL CONNECTING ELEMENTS; COUPLING DEVICES; CURRENT COLLECTORS
H01S,-0.5104,-0.2118,1,536,417444,DEVICES USING THE PROCESS OF LIGHT AMPLIFICATION BY STIMULATED EMISSION OF RADIATION [LASER] TO AMPLIFY OR GENERATE LIGHT; DEVICES USING STIMULATED EMISSION OF ELECTROMAGNETIC RADIATION IN WAVE RANGES OTHER THAN OPTICAL
H01T,-0.271,0.2909,1,495,108912,SPARK GAPS; OVERVOLTAGE ARRESTERS USING SPARK GAPS; SPARKING PLUGS; CORONA DEVICES; GENERATING IONS TO BE INTRODUCED INTO NON-ENCLOSED GASES (overvoltage protection circuits H02H)
H02B,-0.5677,0.1626,1,520,285580,BOARDS. SUBSTATIONS OR SWITCHING ARRANGEMENTS FOR THE SUPPLY OR DISTRIBUTION OF ELECTRIC POWER
H02G,-0.3533,0.1336,1,586,646356,INSTALLATION OF ELECTRIC CABLES OR LINES. OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES
H02H,-0.6989,0.1589,1,549,456048,EMERGENCY PROTECTIVE CIRCUIT ARRANGEMENTS (indicating or signalling undesired working conditions G01R. e.g. G01R0031000000. G08B;locating faults along lines G01R0031080000;emergency protective devices H01H)
H02J,-0.5382,0.1793,1,611,1508768,CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY
H02K,-0.3458,0.3384,4,619,854275,DYNAMO-ELECTRIC MACHINES (dynamo-electric relays H01H0053000000;conversion of DC or AC input power into surge output power H02M0009000000)
H02M,-0.7104,0.1306,1,569,678367,APPARATUS FOR CONVERSION BETWEEN AC AND AC. BETWEEN AC AND DC. OR BETWEEN DC AND DC. AND FOR USE WITH MAINS OR SIMILAR POWER SUPPLY SYSTEMS; CONVERSION OF DC OR AC INPUT POWER INTO SURGE OUTPUT POWER; CONTROL OR REGULATION THEREOF  (transformers H01F; dynamo-electric converters H02K0047000000; controlling transformers. reactors or choke coils. control or regulation of electric motors. generators or dynamo-electric converters H02P)
H02N,-0.4106,0.1942,1,578,221333,ELECTRIC MACHINES NOT OTHERWISE PROVIDED FOR
H02P,-0.5482,0.2748,4,595,546967,CONTROL OR REGULATION OF ELECTRIC MOTORS. ELECTRIC GENERATORS OR DYNAMO-ELECTRIC CONVERTERS; CONTROLLING TRANSFORMERS. REACTORS OR CHOKE COILS
H02S,-0.3085,0.3213,7,547,325403,GENERATION OF ELECTRIC POWER BY CONVERSION OF INFRARED RADIATION. VISIBLE LIGHT OR ULTRAVIOLET LIGHT. e.g. USING PHOTOVOLTAIC [PV] MODULES   (obtaining electrical energy from radioactive sources G21H0001120000;  light sensitive inorganic semiconductor devices H10F; light sensitive organic semiconductor devices H10K0030000000;thermoelectric devices H10N0010000000;  pyroelectric devices H10N0015000000)
H03B,-1.2781,-0.2034,1,447,148504,GENERATION OF OSCILLATIONS. DIRECTLY OR BY FREQUENCY-CHANGING. BY CIRCUITS EMPLOYING ACTIVE ELEMENTS WHICH OPERATE IN A NON-SWITCHING MANNER; GENERATION OF NOISE BY SUCH CIRCUITS (generators specially adapted for electrophonic musical instruments G10H;masers or lasers H01S; generation of oscillations in plasma H05H)
H03C,-1.4537,-0.2624,1,308,56352,MODULATION (masers or lasers H01S;coding. decoding or code conversion H03M)
H03D,-1.4369,-0.2537,1,337,126534,DEMODULATION OR TRANSFERENCE OF MODULATION FROM ONE CARRIER TO ANOTHER (masers. lasers H01S;circuits capable of acting both as modulator and demodulator H03C. e.g. balanced modulators H03C0001540000;details applicable to both modulators and frequency-changers H03C;demodulating pulses which have been modulated with a continuously-variable signal H03K0009000000;transforming types of pulse modulation H03K0011000000;relay systems. e.g. repeater stations H04B0007140000;demodulators adapted for digitally modulated-carrier systems H04L0027000000;synchronous demodulators adapted for colour television H04N0009660000)
H03F,-1.2437,-0.2002,1,498,267221,AMPLIFIERS
H03G,-1.3715,-0.2585,1,399,180904,CONTROL OF AMPLIFICATION
H03H,-1.0611,-0.1636,1,500,385490,IMPEDANCE NETWORKS. e.g. RESONANT CIRCUITS; RESONATORS   (waveguides. resonators. lines or other devices of the waveguide type H01P)
H03J,-1.2866,-0.1858,1,400,131516,TUNING RESONANT CIRCUITS; SELECTING RESONANT CIRCUITS
H03K,-0.9745,-0.1178,1,576,839436,PULSE TECHNIQUE (measuring pulse characteristics G01R;modulating sinusoidal oscillations with pulses H03C; transmission of digital information H04L;discriminator circuits detecting phase difference between two signals by counting or integrating cycles of oscillation H03D0003040000;automatic control. starting. synchronisation or stabilisation of generators of electronic oscillations or pulses where the type of generator is irrelevant or unspecified H03L;coding. decoding or code conversion. in general H03M)
H03L,-1.3432,-0.2385,1,366,205722,AUTOMATIC CONTROL. STARTING. SYNCHRONISATION OR STABILISATION OF GENERATORS OF ELECTRONIC OSCILLATIONS OR PULSES (generation of oscillations H03B)
H03M,-1.1705,-0.2621,1,471,604678,CODING. DECODING OR CODE CONVERSION. IN GENERAL (using fluidic means F15C0004000000;optical analogue/digital converters G02F0007000000;coding. decoding or code conversion. specially adapted for particular applications. see the relevant subclasses. e.g. G01D. G01R. G06F. G06T. G09G. G10L. G11B. G11C. H04B. H04L. H04M. H04N;ciphering or deciphering for cryptography or other purposes involving the need for secrecy G09C)
H04B,-1.0791,-0.1821,1,607,2896413,TRANSMISSION
H04H,-1.2884,-0.3024,1,385,297697,BROADCAST COMMUNICATION (multiplex communication H04J;pictorial communication aspects of broadcast systems H04N)
H04J,-1.317,-0.2587,1,429,855255,MULTIPLEX COMMUNICATION (peculiar to transmission of digital information H04L0005000000;systems for the simultaneous or sequential transmission of more than one television signal H04N0007080000;in exchanges H04Q0011000000)
H04K,-1.3665,-0.3072,1,303,96831,SECRET COMMUNICATION; JAMMING OF COMMUNICATION
H04L,-1.0569,-0.2166,1,603,4354504,TRANSMISSION OF DIGITAL INFORMATION. e.g. TELEGRAPHIC COMMUNICATION (arrangements common to telegraphic and telephonic communication H04M)
H04M,-0.9849,-0.2172,1,587,1753096,TELEPHONIC COMMUNICATION (circuits for controlling other apparatus via a telephone cable and not involving telephone switching apparatus G08)
H04N,-0.7276,-0.2375,1,627,4469263,PICTORIAL COMMUNICATION. e.g. TELEVISION
H04Q,-1.0878,-0.1697,1,572,1279187,SELECTING (switches. relays. selectors H01H; wireless communication networks H04W)
H04R,-0.9435,-0.2271,1,588,543469,LOUDSPEAKERS. MICROPHONES. GRAMOPHONE PICK-UPS OR LIKE ACOUSTIC ELECTROMECHANICAL TRANSDUCERS; DEAF-AID SETS; PUBLIC ADDRESS SYSTEMS (producing sounds with frequency not determined by supply frequency G10K)
H04S,-1.3525,-0.3358,1,235,99103,STEREOPHONIC SYSTEMS
H04W,-1.0592,-0.1768,1,558,2778766,WIRELESS COMMUNICATION NETWORKS (broadcast communication H04H;communication systems using wireless links for non-selective communication. e.g. wireless extensions H04M0001720000)
H05B,-0.1148,0.0494,1,642,1577311,ELECTRIC HEATING;  ELECTRIC LIGHT SOURCES NOT OTHERWISE PROVIDED FOR; CIRCUIT ARRANGEMENTS FOR ELECTRIC LIGHT SOURCES. IN GENERAL
H05C,-0.3884,-0.065,8,280,6483,ELECTRIC CIRCUITS OR APPARATUS SPECIALLY DESIGNED FOR USE IN EQUIPMENT FOR KILLING. STUNNING. ENCLOSING OR GUIDING LIVING BEINGS (stationary means for catching or killing insects by electric means A01M0001220000;apparatus for the destruction of noxious animals. other than insects. by electricity A01M0019000000;electric traps for animals A01M0023380000;slaughtering or stunning by electric current A22B0003060000)
H05F,-0.1238,-0.2233,1,548,80661,STATIC ELECTRICITY; NATURALLY-OCCURRING ELECTRICITY
H05G,-0.3574,-0.2921,1,364,85305,X-RAY TECHNIQUE (investigating or analysing materials by the use of X-rays G01N0023000000;apparatus for X-ray photography G03B0042020000;X-ray tubes H01J0035000000;TV systems having X-ray input H04N0005321000)
H05H,-0.0552,0.1956,1,531,243734,PLASMA TECHNIQUE  (apparatus or processes specially adapted for producing X-rays H05G0002000000); PRODUCTION OF ACCELERATED ELECTRICALLY-CHARGED PARTICLES OR OF NEUTRONS; PRODUCTION OR ACCELERATION OF NEUTRAL MOLECULAR OR ATOMIC BEAMS
H05K,-0.2939,-0.053,1,631,2499030,PRINTED CIRCUITS; CASINGS OR CONSTRUCTIONAL DETAILS OF ELECTRIC APPARATUS; MANUFACTURE OF ASSEMBLAGES OF ELECTRICAL COMPONENTS
H10B,-0.5956,-0.3026,1,303,394210,ELECTRONIC MEMORY DEVICES
H10D,-0.5492,-0.412,1,94,2397,INORGANIC ELECTRIC SEMICONDUCTOR DEVICES
H10F,-0.2231,-0.3448,1,167,2132,INORGANIC SEMICONDUCTOR DEVICES SENSITIVE TO INFRARED RADIATION. LIGHT. ELECTROMAGNETIC RADIATION OF SHORTER WAVELENGTH OR CORPUSCULAR RADIATION
H10H,-0.4214,-0.4139,1,119,1702,INORGANIC LIGHT-EMITTING SEMICONDUCTOR DEVICES HAVING POTENTIAL BARRIERS
H10K,0.1551,-0.2779,1,407,460698,ORGANIC ELECTRIC SOLID-STATE DEVICES
H10N,-0.3878,0.0179,1,581,795947,ELECTRIC SOLID-STATE DEVICES NOT OTHERWISE PROVIDED FOR
H99Z,-0.7328,0.0406,1,54,110,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
